uid,model,split_manual,cell_line_manual,obj_f1_manual,obj_precision_manual,obj_recall_manual,pred_count_manual,gt_count_manual,pix_dice_manual,split_pred,cell_line_pred,obj_f1_pred,obj_precision_pred,obj_recall_pred,pred_count_pred,gt_count_pred,pix_dice_pred,split,subset,delta_obj_f1,delta_pred_ct,delta_gt_ct
ncih2170_antibiotics_ps_31,ecCount (peaks),train,NCI-H2170,0.962356792144026,0.9607843137223504,0.9639344262263478,310,305,0.3657285803627267,train,NCI-H2170,0.9636963696369636,0.9636963696337832,0.9636963696337832,308,303,0.3921299080677034,train,train (SEEN by ROI model),0.0013395774929375603,-2,-2
ncih2170_antibiotics_ps_32,ecCount (peaks),test,NCI-H2170,0.864406779661017,0.9999999999803922,0.7611940298393851,52,67,0.3102779573367809,test,NCI-H2170,0.819672131147541,0.9090909090743802,0.7462686567052795,56,67,0.328397212543554,test,val+test (held out),-0.04473464851347597,4,0
ncih2170_antibiotics_ps_33,ecCount (peaks),train,NCI-H2170,0.8803088803088803,0.9661016949070668,0.8085106382921383,122,141,0.2801988885639075,train,NCI-H2170,0.8818897637795275,0.973913043469792,0.8057553956776565,119,139,0.3266415725637808,train,train (SEEN by ROI model),0.0015808834706472208,-3,-2
ncih2170_antibiotics_ps_34_b,ecCount (peaks),train,NCI-H2170,0.863905325443787,0.7849462365506995,0.9605263157768352,93,76,0.2303140646335912,train,NCI-H2170,0.8352941176470589,0.7473684210447645,0.9466666666540444,95,75,0.2536296296296296,train,train (SEEN by ROI model),-0.0286112077967281,2,-1
ncih2170_antibiotics_ps_34_c,ecCount (peaks),val,NCI-H2170,0.9700996677740864,0.9864864864798212,0.954248366006835,148,153,0.2800920010222336,val,NCI-H2170,0.2242990654205607,0.127659574466727,0.9230769230059171,95,13,0.0663544106167057,val,val+test (held out),-0.7458006023535257,-53,-140
ncih2170_antibiotics_ps_35,ecCount (peaks),train,NCI-H2170,0.8457142857142858,0.9367088607476366,0.7708333333253038,80,96,0.2447552447552447,train,NCI-H2170,0.8343558282208589,0.931506849302308,0.7555555555471605,74,90,0.2834437086092715,train,train (SEEN by ROI model),-0.011358457493426899,-6,-6
ncih2170_antibiotics_ps_36,ecCount (peaks),test,NCI-H2170,0.9323308270676692,0.9999999999919356,0.8732394366135688,124,142,0.2420051858254105,test,NCI-H2170,0.9363295880149812,0.999999999992,0.880281690134646,126,142,0.2858854062687163,test,val+test (held out),0.003998760947311997,2,0
ncih2170_antibiotics_ps_37,ecCount (peaks),train,NCI-H2170,0.9342105263157896,0.9999999999859156,0.8765432098657217,72,81,0.2352941176470588,train,NCI-H2170,0.9333333333333332,0.9999999999857142,0.8749999999890624,71,80,0.2813499111900532,train,train (SEEN by ROI model),-0.0008771929824563651,-1,-1
ncih2170_antibiotics_ps_38,ecCount (peaks),train,NCI-H2170,0.9602272727272728,0.9657142857115264,0.9548022598843084,358,354,0.2428694900605013,train,NCI-H2170,0.9546742209631728,0.9573863636336438,0.9519774011272544,361,354,0.27104241447513,train,train (SEEN by ROI model),-0.0055530517641000365,3,0
ncih2170_antibiotics_ps_39,ecCount (peaks),train,NCI-H2170,0.92,0.9663865546137278,0.8778625954131462,119,131,0.1967514557155991,train,NCI-H2170,0.91869918699187,0.965811965803711,0.8759689922412717,117,129,0.2353196099674973,train,train (SEEN by ROI model),-0.0013008130081300084,-2,-2
ncih2170_antibiotics_ps_4,ecCount (peaks),test,NCI-H2170,0.9383561643835616,0.951388888882282,0.9256756756694212,144,148,0.3544237332633237,test,NCI-H2170,0.9333333333333332,0.9499999999932144,0.917241379304019,140,145,0.3887147335423197,test,val+test (held out),-0.005022831050228382,-4,-3
ncih2170_antibiotics_ps_40,ecCount (peaks),train,NCI-H2170,0.9379310344827586,0.971428571414694,0.9066666666545776,72,75,0.2354788069073783,train,NCI-H2170,0.9379310344827586,0.971428571414694,0.9066666666545776,72,75,0.2572972972972973,train,train (SEEN by ROI model),0.0,0,0
ncih2170_antibiotics_ps_41,ecCount (peaks),train,NCI-H2170,0.8945454545454545,0.983999999992128,0.8199999999945334,127,150,0.2188281033046376,train,NCI-H2170,0.8978102189781022,0.983999999992128,0.8255033556991578,127,149,0.2586071987480438,train,train (SEEN by ROI model),0.003264764432647671,0,-1
ncih2170_antibiotics_ps_42,ecCount (peaks),train,NCI-H2170,0.9738219895287958,0.978947368410748,0.9687499999899088,97,96,0.2351534475886807,train,NCI-H2170,0.5172413793103449,0.3543307086600223,0.9574468085004526,255,94,0.1305778596814532,train,train (SEEN by ROI model),-0.456580610218451,158,-2
ncih2170_antibiotics_ps_43,ecCount (peaks),train,NCI-H2170,0.9384615384615383,0.910447761180441,0.9682539682385992,68,63,0.2795067527891955,train,NCI-H2170,0.9763779527559056,0.9687499999848632,0.9841269841113632,65,63,0.2945990180032733,train,train (SEEN by ROI model),0.03791641429436721,-3,0
ncih2170_antibiotics_ps_44,ecCount (peaks),train,NCI-H2170,0.9788007268322227,0.982968369828488,0.9746682750289812,829,829,0.230305279762457,train,NCI-H2170,0.978102189781022,0.9840881272937771,0.972188633614302,823,827,0.2652469155481876,train,train (SEEN by ROI model),-0.0006985370512007094,-6,-2
ncih2170_antibiotics_ps_45,ecCount (peaks),train,NCI-H2170,0.8481012658227848,0.9852941176325692,0.7444444444361729,69,90,0.1799709724238026,train,NCI-H2170,0.8461538461538461,0.985074626850969,0.7415730336995329,67,89,0.2317115855792789,train,train (SEEN by ROI model),-0.0019474196689386325,-2,-1
ncih2170_antibiotics_ps_46,ecCount (peaks),train,NCI-H2170,0.955665024630542,0.994871794866693,0.9194312796164956,196,211,0.2543942543942544,train,NCI-H2170,0.9376558603491272,0.9740932642436576,0.9038461538418084,194,208,0.3057157839538542,train,train (SEEN by ROI model),-0.018009164281414858,-2,-3
ncih2170_antibiotics_ps_47,ecCount (peaks),train,NCI-H2170,0.9575471698113208,0.9950980392108084,0.9227272727230784,209,220,0.2254025044722719,train,NCI-H2170,0.9548693586698336,0.9950495049455692,0.9178082191738912,208,219,0.2647642679900744,train,train (SEEN by ROI model),-0.0026778111414872408,-1,-1
ncih2170_antibiotics_ps_48,ecCount (peaks),train,NCI-H2170,0.9664429530201344,0.9863013698495028,0.9473684210401662,74,76,0.2358974358974359,train,NCI-H2170,0.8727272727272727,0.8089887640358541,0.9473684210401662,90,76,0.2427424336009882,train,train (SEEN by ROI model),-0.0937156802928617,16,0
ncih2170_antibiotics_ps_49,ecCount (peaks),train,NCI-H2170,0.9054726368159204,0.9891304347718572,0.8348623853134416,93,109,0.3191165270373191,train,NCI-H2170,0.8901098901098901,0.987804878036734,0.8099999999919,83,100,0.3632592592592593,train,train (SEEN by ROI model),-0.015362746706030328,-10,-9
ncih2170_antibiotics_ps_5,ecCount (peaks),train,NCI-H2170,0.9397089397089398,0.9186991869881356,0.961702127655482,248,235,0.2460267005721551,train,NCI-H2170,0.9394572025052192,0.9183673469350272,0.9615384615343524,247,234,0.2803900325027085,train,train (SEEN by ROI model),-0.00025173720372051456,-1,-1
ncih2170_antibiotics_ps_50,ecCount (peaks),train,NCI-H2170,0.9328621908127208,0.970588235286981,0.8979591836673609,139,147,0.2522861753630984,train,NCI-H2170,0.86,0.8376623376568983,0.8835616438295647,154,146,0.2698878343399482,train,train (SEEN by ROI model),-0.07286219081272083,15,-1
ncih2170_antibiotics_ps_54,ecCount (peaks),train,NCI-H2170,0.923694779116466,0.9274193548312304,0.91999999999264,131,125,0.1772836538461538,train,NCI-H2170,0.9045643153526972,0.9159663865469246,0.8934426229434963,126,122,0.2046511627906976,train,train (SEEN by ROI model),-0.019130463763768812,-5,-3
ncih2170_antibiotics_ps_55,ecCount (peaks),val,NCI-H2170,0.95260663507109,0.9571428571382994,0.9481132075426976,220,212,0.2206430982412506,val,NCI-H2170,0.7386363636363636,0.6151419558340216,0.924170616109364,320,211,0.1861286723689103,val,val+test (held out),-0.21397027143472636,100,-1
ncih2170_antibiotics_ps_56_a,ecCount (peaks),test,NCI-H2170,0.9534368070953436,0.9862385321055678,0.9227467811119195,221,233,0.2046763808878346,test,NCI-H2170,0.4246913580246914,0.2756410256405839,0.9247311827907272,624,186,0.0846847844135717,test,val+test (held out),-0.5287454490706522,403,-47
ncih2170_antibiotics_ps_56_b,ecCount (peaks),train,NCI-H2170,0.9596309111880046,0.960739030020876,0.9585253456199112,444,434,0.2347902097902098,train,NCI-H2170,0.7965616045845272,0.6791530944614346,0.9630484988430414,624,433,0.2118751466791832,train,train (SEEN by ROI model),-0.1630693066034774,180,-1
ncih2170_antibiotics_ps_57,ecCount (peaks),train,NCI-H2170,0.88,0.9999999999818182,0.7857142857030612,56,70,0.3284493284493284,train,NCI-H2170,0.8524590163934426,0.9811320754531864,0.753623188394875,54,69,0.3417890520694259,train,train (SEEN by ROI model),-0.027540983606557434,-2,-1
ncih2170_antibiotics_ps_58,ecCount (peaks),train,NCI-H2170,0.9692671394799054,0.9715639810380496,0.9669811320709104,213,212,0.2457918552036199,train,NCI-H2170,0.973871733966746,0.9715639810380496,0.9761904761858275,213,210,0.2872749844816883,train,train (SEEN by ROI model),0.004604594486840585,0,-2
ncih2170_antibiotics_ps_61,ecCount (peaks),train,NCI-H2170,0.9878542510121456,0.9838709677379684,0.9918699186951552,248,246,0.320149486141389,train,NCI-H2170,0.9878048780487804,0.9838056680122114,0.9918367346898292,247,245,0.3527777777777778,train,train (SEEN by ROI model),-4.937296336526842e-05,-1,-1
ncih2170_antibiotics_ps_62,ecCount (peaks),train,NCI-H2170,0.9845132743362832,0.9977578475313952,0.971615720521896,452,458,0.274218089602705,train,NCI-H2170,0.942578548212351,0.9177215189854055,0.9688195991069736,480,449,0.2946083645932478,train,train (SEEN by ROI model),-0.04193472612393223,28,-9
ncih2170_antibiotics_ps_63,ecCount (peaks),train,NCI-H2170,0.9605263157894736,0.991358024690134,0.9315545243608684,824,862,0.2885753299954483,train,NCI-H2170,0.937046004842615,0.9674999999987908,0.908450704224286,807,852,0.3107382337051514,train,train (SEEN by ROI model),-0.02348031094685854,-17,-10
ncih2170_antibiotics_ps_64,ecCount (peaks),val,NCI-H2170,0.9787234042553192,0.9752650176643984,0.9822064056904548,284,281,0.2265486725663716,val,NCI-H2170,0.9486652977412732,0.9277108433697684,0.9705882352900396,251,238,0.2432143620431716,val,val+test (held out),-0.030058106514046057,-33,-43
ncih2170_antibiotics_ps_65,ecCount (peaks),train,NCI-H2170,0.9453125,0.967999999992256,0.9236641221303538,128,131,0.2536382536382536,train,NCI-H2170,0.9477911646586346,0.9672131147461704,0.9291338582604004,125,127,0.2809882747068676,train,train (SEEN by ROI model),0.002478664658634555,-3,-4
ncih2170_antibiotics_ps_67,ecCount (peaks),train,NCI-H2170,0.9738562091503268,0.9738562091439618,0.9738562091439618,155,153,0.2111028130445606,train,NCI-H2170,0.8142076502732241,0.6995305164286407,0.9738562091439618,215,153,0.2041480276535177,train,train (SEEN by ROI model),-0.15964855887710272,60,0
ncih2170_antibiotics_ps_68,ecCount (peaks),val,NCI-H2170,0.9806763285024156,0.9950980392108084,0.9666666666620636,206,210,0.2692307692307692,val,NCI-H2170,0.9627791563275434,0.946341463410018,0.9797979797930314,207,198,0.2926954732510288,val,val+test (held out),-0.01789717217487219,1,-12
ncih2170_antibiotics_ps_69,ecCount (peaks),train,NCI-H2170,0.9388888888888888,0.994117647052976,0.8894736842058449,172,190,0.231619209519762,train,NCI-H2170,0.9171270718232044,0.9485714285660082,0.8877005347546113,177,187,0.2546141549193431,train,train (SEEN by ROI model),-0.021761817065684363,5,-3
ncih2170_antibiotics_ps_7,ecCount (peaks),train,NCI-H2170,0.9441624365482234,0.9162561576309544,0.9738219895236974,206,191,0.2859910869986437,train,NCI-H2170,0.9054726368159204,0.8425925925886918,0.9784946236506532,219,186,0.3050418039016975,train,train (SEEN by ROI model),-0.03868979973230302,13,-5
ncih2170_antibiotics_ps_70,ecCount (peaks),val,NCI-H2170,0.9761092150170648,0.9862068965449228,0.9662162162096878,146,148,0.2098377812663527,val,NCI-H2170,0.975438596491228,0.985815602829888,0.9652777777710744,142,144,0.250461084470675,val,val+test (held out),-0.0006706185258368302,-4,-4
ncih2170_antibiotics_ps_72,ecCount (peaks),val,NCI-H2170,0.8308823529411765,0.8496240601439878,0.8129496402819213,139,139,0.1228555617044825,val,NCI-H2170,0.8218181818181818,0.8248175182421547,0.8188405797042113,143,138,0.151238591916558,val,val+test (held out),-0.009064171122994735,4,-1
ncih2170_antibiotics_ps_73,ecCount (peaks),train,NCI-H2170,0.9672131147540984,0.9779005524834864,0.9567567567541708,366,370,0.2391304347826087,train,NCI-H2170,0.9554655870445344,0.954177897571552,0.9567567567541708,375,370,0.2671836446951005,train,train (SEEN by ROI model),-0.011747527709563998,9,0
ncih2170_antibiotics_ps_75,ecCount (peaks),train,NCI-H2170,0.9529411764705882,0.987804878036734,0.9204545454440856,82,88,0.2588235294117647,train,NCI-H2170,0.9585798816568049,0.9999999999876544,0.9204545454440856,81,88,0.301041337961502,train,train (SEEN by ROI model),0.005638705186216675,-1,0
ncih2170_antibiotics_ps_76,ecCount (peaks),train,NCI-H2170,0.9830508474576272,0.9950980392108084,0.9712918660240608,205,209,0.211073950204385,train,NCI-H2170,0.9471153846153846,0.9292452830144848,0.9656862745050702,213,204,0.2253980193055033,train,train (SEEN by ROI model),-0.03593546284224258,8,-5
ncih2170_antibiotics_ps_77,ecCount (peaks),train,NCI-H2170,0.9328493647912884,0.8954703832721412,0.9734848484811612,293,264,0.1463886203563043,train,NCI-H2170,0.921146953405018,0.8741496598609723,0.9734848484811612,300,264,0.1787413099158434,train,train (SEEN by ROI model),-0.011702411386270484,7,0
ncih2170_antibiotics_ps_78,ecCount (peaks),test,NCI-H2170,0.9473684210526316,0.9622641509373444,0.9329268292626042,163,164,0.1604328393319219,test,NCI-H2170,0.9491525423728814,0.9790209790141328,0.921052631572888,146,152,0.183078563810878,test,val+test (held out),0.001784121320249743,-17,-12
ncih2170_antibiotics_ps_79,ecCount (peaks),train,NCI-H2170,0.9322865554465162,0.9241245136168792,0.940594059404078,525,505,0.2436767887786316,train,NCI-H2170,0.931958762886598,0.9358178053810852,0.9281314168358764,491,487,0.279828785446763,train,train (SEEN by ROI model),-0.0003277925599182163,-34,-18
ncih2170_antibiotics_ps_8,ecCount (peaks),train,NCI-H2170,0.927536231884058,0.9275362318706154,0.9275362318706154,69,69,0.294314381270903,train,NCI-H2170,0.9142857142857144,0.8888888888765432,0.9411764705743944,72,68,0.3375558867362146,train,train (SEEN by ROI model),-0.013250517598343614,3,-1
ncih2170_antibiotics_ps_80,ecCount (peaks),train,NCI-H2170,0.966010733452594,0.9890109890073664,0.9440559440526431,279,286,0.2726284316390323,train,NCI-H2170,0.9384057971014492,0.9628252788068296,0.9151943462865187,274,283,0.2984376461783141,train,train (SEEN by ROI model),-0.027604936351144804,-5,-3
ncih2170_antibiotics_ps_81,ecCount (peaks),train,NCI-H2170,0.9669603524229076,0.9843049327332192,0.9502164502143936,454,462,0.294285235461706,train,NCI-H2170,0.9586206896551724,0.9834905660354164,0.93497757847324,430,446,0.3285782785902661,train,train (SEEN by ROI model),-0.008339662767735123,-24,-16
ncih2170_antibiotics_ps_82,ecCount (peaks),train,NCI-H2170,0.9718875502008032,0.9758064516050338,0.967999999992256,126,125,0.2231075697211155,train,NCI-H2170,0.975609756097561,0.9836065573689868,0.9677419354760666,124,124,0.2614601018675722,train,train (SEEN by ROI model),0.0037222058967577576,-2,-1
ncih2170_antibiotics_ps_83,ecCount (peaks),train,NCI-H2170,0.9763779527559056,0.9687499999924316,0.9841269841191737,129,126,0.2654600301659125,train,NCI-H2170,0.9644268774703556,0.945736434101196,0.983870967734001,130,124,0.2776064157927205,train,train (SEEN by ROI model),-0.01195107528554995,1,-2
ncih2170_antibiotics_ps_84,ecCount (peaks),test,NCI-H2170,0.96,0.9523809523733938,0.9677419354760666,129,124,0.2584372149589541,test,NCI-H2170,0.943089430894309,0.927999999992576,0.9586776859424904,127,121,0.2861931699141001,test,val+test (held out),-0.016910569105690998,-2,-3
ncih2170_antibiotics_ps_85,ecCount (peaks),train,NCI-H2170,0.9668508287292816,0.96685082872394,0.96685082872394,186,181,0.258226786837141,train,NCI-H2170,0.9586776859504132,0.950819672125952,0.9666666666612964,189,180,0.2912951167728237,train,train (SEEN by ROI model),-0.00817314277886838,3,-1
ncih2170_antibiotics_ps_86,ecCount (peaks),train,NCI-H2170,0.9702127659574468,0.9827586206811832,0.9579831932692606,122,119,0.2202361953399297,train,NCI-H2170,0.9617021276595744,0.974137931026085,0.9495798319247934,122,119,0.2635793118372647,train,train (SEEN by ROI model),-0.008510638297872353,0,0
ncih2170_antibiotics_ps_87,ecCount (peaks),train,NCI-H2170,0.9328859060402684,0.9391891891828432,0.9266666666604888,149,150,0.2016979675842552,train,NCI-H2170,0.9319727891156464,0.9383561643771346,0.9256756756694212,147,148,0.2317857142857143,train,train (SEEN by ROI model),-0.0009131169246220372,-2,-2
ncih2170_antibiotics_ps_88,ecCount (peaks),train,NCI-H2170,0.9676674364896074,0.9501133786826528,0.9858823529388568,458,425,0.1997911590671771,train,NCI-H2170,0.9620253164556962,0.9393258426945184,0.9858490566014484,462,424,0.2244216691068814,train,train (SEEN by ROI model),-0.00564212003391118,4,-1
ncih2170_antibiotics_ps_89,ecCount (peaks),train,NCI-H2170,0.9387755102040816,0.8984374999929811,0.982905982897582,128,117,0.1657770800627943,train,NCI-H2170,0.918032786885246,0.8615384615318344,0.9824561403422593,130,114,0.1961115807269653,train,train (SEEN by ROI model),-0.020742723318835532,2,-3
ncih2170_antibiotics_ps_9,ecCount (peaks),train,NCI-H2170,0.9278350515463918,0.9297520661118606,0.9259259259221156,250,243,0.361863488624052,train,NCI-H2170,0.9176954732510288,0.9176954732472524,0.9176954732472524,251,243,0.3764681208053691,train,train (SEEN by ROI model),-0.010139578295362939,1,0
ncih2170_antibiotics_ps_90,ecCount (peaks),test,NCI-H2170,0.9777777777777776,0.9871794871731592,0.9685534591134054,160,159,0.205449722691102,test,NCI-H2170,0.7034482758620689,0.5503597122282361,0.9745222929874237,281,157,0.1558843011702362,test,val+test (held out),-0.2743295019157087,121,-2
ncih2170_antibiotics_ps_92,ecCount (peaks),val,NCI-H2170,0.965,0.9796954314671082,0.9507389162514742,204,203,0.2454751131221719,val,NCI-H2170,0.9551451187335092,0.9731182795646608,0.937823834192032,192,193,0.285286511501293,val,val+test (held out),-0.009854881266490811,-12,-10
ncih2170_antibiotics_ps_94,ecCount (peaks),train,NCI-H2170,0.9065743944636678,0.9225352112611088,0.8911564625789717,145,147,0.2063533735888684,train,NCI-H2170,0.8767123287671232,0.8767123287611185,0.8767123287611185,149,146,0.2392038386351519,train,train (SEEN by ROI model),-0.029862065696544593,4,-1
ncih2170_antibiotics_ps_95,ecCount (peaks),train,NCI-H2170,0.926372155287818,0.8715365239272758,0.988571428568604,410,350,0.1659919028340081,train,NCI-H2170,0.9266304347826086,0.8743589743567325,0.9855491329451284,405,346,0.189564384873145,train,train (SEEN by ROI model),0.0002582794947906253,-5,-4
ncih2170_antibiotics_ps_97,ecCount (peaks),train,NCI-H2170,0.9710144927536232,0.9571428571360204,0.985294117639814,145,136,0.1960032849712565,train,NCI-H2170,0.974169741697417,0.9635036496280036,0.9850746268583204,142,134,0.2392290249433106,train,train (SEEN by ROI model),0.0031552489437938203,-3,-2
ncih2170_antibiotics_ps_98_a,ecCount (peaks),train,NCI-H2170,0.9844559585492229,0.9999999999894736,0.969387755092149,95,98,0.2813870067756078,train,NCI-H2170,0.389937106918239,0.2453825857513314,0.9489795918270512,379,98,0.1012658227848101,train,train (SEEN by ROI model),-0.5945188516309838,284,0
ncih2170_antibiotics_ps_98_b,ecCount (peaks),train,NCI-H2170,0.8560460652591171,0.7636986301343709,0.9737991266333024,295,229,0.2439812096300646,train,NCI-H2170,0.7284768211920529,0.5851063829771673,0.9649122806975224,379,228,0.209861743786462,train,train (SEEN by ROI model),-0.12756924406706416,84,-1
ncih2170_antibiotics_ps_99,ecCount (peaks),test,NCI-H2170,0.9506172839506172,0.9746835442914596,0.9277108433623168,79,83,0.2269705603038936,test,NCI-H2170,0.6770833333333334,0.5462184873903679,0.8904109588919121,119,73,0.1860346585117227,test,val+test (held out),-0.2735339506172838,40,-10
ncih2170_antibiotics_ps_g_100,ecCount (peaks),train,NCI-H2170,0.9552238805970148,0.977099236637492,0.9343065693396558,264,274,0.3131255361738633,train,NCI-H2170,0.9424860853432282,0.9477611940263144,0.9372693726902684,270,271,0.3326844461748102,train,train (SEEN by ROI model),-0.012737795253786599,6,-3
ncih2170_antibiotics_ps_g_101,ecCount (peaks),train,NCI-H2170,0.989247311827957,0.9892473118173198,0.9892473118173198,93,93,0.2795698924731182,train,NCI-H2170,0.9837837837837838,0.9784946236453924,0.9891304347718572,93,92,0.3209315535359273,train,train (SEEN by ROI model),-0.00546352804417316,0,-1
ncih2170_antibiotics_ps_g_102,ecCount (peaks),test,NCI-H2170,0.9930715935334872,0.9953703703657624,0.9907834101336832,218,217,0.2762157382847038,test,NCI-H2170,0.9906976744186048,0.9906976744139968,0.9906976744139968,216,215,0.309456985967053,test,val+test (held out),-0.0023739191148823835,-2,-2
ncih2170_antibiotics_ps_g_103,ecCount (peaks),train,NCI-H2170,0.9861286254728878,0.9961783439477756,0.976279650435735,801,801,0.2624886030999568,train,NCI-H2170,0.986093552465234,0.9961685823742068,0.9762202753429584,797,799,0.2980082304526749,train,train (SEEN by ROI model),-3.50730076538186e-05,-4,-2
ncih2170_antibiotics_ps_g_104,ecCount (peaks),val,NCI-H2170,0.9662921348314608,0.999999999988372,0.9347826086854916,87,92,0.2011173184357542,val,NCI-H2170,0.9659090909090908,0.9999999999882352,0.9340659340556696,86,91,0.2346234623462346,val,val+test (held out),-0.0003830439223699855,-1,-1
ncih2170_antibiotics_ps_g_105,ecCount (peaks),val,NCI-H2170,0.9579288025889968,0.9367088607535652,0.9801324503246348,159,151,0.228287841191067,val,NCI-H2170,0.9473684210526316,0.911392405057523,0.9863013698562584,159,146,0.261876383449685,val,val+test (held out),-0.010560381536365182,0,-5
ncih2170_antibiotics_ps_g_106,ecCount (peaks),train,NCI-H2170,0.9352226720647774,0.93145161289947,0.9390243902400852,253,246,0.2447972868814552,train,NCI-H2170,0.9290060851926978,0.927125506069121,0.9308943089393054,252,246,0.2732619197647553,train,train (SEEN by ROI model),-0.006216586872079599,-1,0
ncih2170_antibiotics_ps_g_107_a,ecCount (peaks),test,NCI-H2170,0.9504950495049505,0.9696969696871748,0.9320388349424074,99,103,0.3693830921553694,test,NCI-H2170,0.0545454545454545,0.0291262135919502,0.4285714285102041,103,7,0.0135033758439609,test,val+test (held out),-0.895949594959496,4,-96
ncih2170_antibiotics_ps_g_108,ecCount (peaks),train,NCI-H2170,0.98159509202454,0.9999999999875,0.9638554216751344,80,83,0.2236904200094384,train,NCI-H2170,0.9813664596273292,0.9999999999873416,0.9634146341345924,79,82,0.2637290365011509,train,train (SEEN by ROI model),-0.00022863239721082618,-1,-1
ncih2170_antibiotics_ps_g_110,ecCount (peaks),train,NCI-H2170,0.9618320610687024,0.969230769215858,0.9545454545309916,68,66,0.3134328358208955,train,NCI-H2170,0.9473684210526316,0.9402985074486522,0.9545454545309916,70,66,0.3274539877300613,train,train (SEEN by ROI model),-0.014463640016070811,2,0
ncih2170_antibiotics_ps_g_111,ecCount (peaks),train,NCI-H2170,0.9866666666666668,0.9999999999932432,0.97368421051991,148,152,0.4005128205128205,train,NCI-H2170,0.9702970297029704,0.9735099337683876,0.9671052631515322,151,152,0.4155124653739612,train,train (SEEN by ROI model),-0.01636963696369642,3,0
ncih2170_antibiotics_ps_g_112,ecCount (peaks),train,NCI-H2170,0.9641873278236914,0.9776536312794544,0.9510869565165704,182,184,0.3123160992013451,train,NCI-H2170,0.9668508287292816,0.9776536312794544,0.956284153000239,182,183,0.3431952662721893,train,train (SEEN by ROI model),0.0026635009055901993,0,-1
ncih2170_antibiotics_ps_g_113,ecCount (peaks),val,NCI-H2170,0.925925925925926,0.9036144578204384,0.9493670885955776,84,79,0.2982538933459179,val,NCI-H2170,0.9411764705882352,0.9350649350527912,0.9473684210401662,78,76,0.3179033356024506,val,val+test (held out),0.015250544662309129,-6,-3
ncih2170_antibiotics_ps_g_114,ecCount (peaks),test,NCI-H2170,0.911917098445596,0.9565217391252364,0.8712871287085581,185,202,0.3136553369111509,test,NCI-H2170,0.9162303664921466,0.9722222222168212,0.8663366336590775,181,202,0.3526132404181185,test,val+test (held out),0.0043132680465506334,-4,0
ncih2170_antibiotics_ps_g_115,ecCount (peaks),test,NCI-H2170,0.9634782608695652,0.9928315412150795,0.9358108108076492,285,296,0.3206672845227062,test,NCI-H2170,0.9609929078014184,0.9890510948869012,0.9344827586174672,278,290,0.3628731343283582,test,val+test (held out),-0.0024853530681467895,-7,-6
ncih2170_antibiotics_ps_g_116,ecCount (peaks),train,NCI-H2170,0.976525821596244,0.981132075462442,0.971962616813346,106,107,0.2795232936078006,train,NCI-H2170,0.9813084112149532,0.9813084112057822,0.9813084112057822,107,107,0.3143138219380226,train,train (SEEN by ROI model),0.004782589618709143,1,0
ncih2170_antibiotics_ps_g_36,ecCount (peaks),test,NCI-H2170,0.9670691547749726,0.9681318681308042,0.9660087719287652,919,912,0.3880146040538839,test,NCI-H2170,0.9572368421052632,0.9551422319464384,0.9593406593396052,922,910,0.4074169162744259,test,val+test (held out),-0.009832312669709409,3,-2
ncih2170_antibiotics_ps_g_37,ecCount (peaks),train,NCI-H2170,0.98943661971831,0.9859649122772424,0.992932862187304,287,283,0.3786774628879892,train,NCI-H2170,0.972318339100346,0.952542372878127,0.992932862187304,297,283,0.381664265129683,train,train (SEEN by ROI model),-0.017118280617963944,10,0
ncih2170_antibiotics_ps_g_38,ecCount (peaks),val,NCI-H2170,0.9732142857142856,0.9688888888845828,0.9775784753319392,230,223,0.4370860927152318,val,NCI-H2170,0.9460043196544276,0.912499999996198,0.9820627802646544,245,223,0.4213209219858156,val,val+test (held out),-0.027209966059858037,15,0
ncih2170_antibiotics_ps_g_39,ecCount (peaks),val,NCI-H2170,0.9344262295081968,0.8906249999860839,0.9827586206727112,66,58,0.3610421836228288,val,NCI-H2170,0.7402597402597403,0.5937499999938151,0.9827586206727112,98,58,0.2690387016229713,val,val+test (held out),-0.19416648924845648,32,0
ncih2170_antibiotics_ps_g_40,ecCount (peaks),train,NCI-H2170,0.926829268292683,0.8878504672814219,0.969387755092149,111,98,0.3099006256900993,train,NCI-H2170,0.8660714285714286,0.76984126983516,0.9897959183572468,129,98,0.3271838186263614,train,train (SEEN by ROI model),-0.06075783972125437,18,0
ncih2170_antibiotics_ps_g_42,ecCount (peaks),test,NCI-H2170,0.96579476861167,0.9523809523771732,0.9795918367306956,274,245,0.3837278106508875,test,NCI-H2170,0.8880597014925373,0.8178694158047496,0.9714285714246064,308,245,0.3568616680399157,test,val+test (held out),-0.0777350671191327,34,0
ncih2170_antibiotics_ps_g_43,ecCount (peaks),train,NCI-H2170,0.9777327935222672,0.9718309859135376,0.9837067209755932,504,491,0.3583056862896381,train,NCI-H2170,0.972809667673716,0.962151394420394,0.9837067209755932,509,491,0.3790111842792934,train,train (SEEN by ROI model),-0.004923125848551146,5,0
ncih2170_antibiotics_ps_g_44_a,ecCount (peaks),test,NCI-H2170,0.9411764705882352,0.9599999999808,0.9230769230591716,50,52,0.2051282051282051,test,NCI-H2170,0.2857142857142857,0.1690140845064471,0.9230769230591716,284,52,0.0653292181069958,test,val+test (held out),-0.6554621848739495,234,0
