uid,split,cell_line,cond,model,pred_count,gt_count,experiment,agent,dose,timepoint_h,arm,batch_group,confirmed,group_label
ncih2170_antibiotics_ps_34_b,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),88,76,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_34_c,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),140,153,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_35,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),79,96,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_36,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),113,142,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_37,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),69,81,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_38,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),327,354,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_39,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),119,131,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_4,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),140,148,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_40,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),69,75,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_41,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),124,150,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_42,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),96,96,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_43,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),67,63,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_44,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),764,829,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_45,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),65,90,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_46,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),174,211,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_47,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),191,220,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_48,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),73,76,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_49,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),85,109,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_5,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),239,235,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_50,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),132,147,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_54,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),131,125,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_55,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),206,212,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_56_a,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),218,233,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_56_b,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),386,434,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_57,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),55,70,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_58,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),208,212,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_61,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),237,246,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_62,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),400,458,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_63,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),632,862,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_64,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),279,281,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_65,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),122,131,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_67,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),151,153,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_68,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),198,210,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_69,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),163,190,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_7,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),201,191,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_70,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),140,148,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_72,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),137,139,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_73,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),331,370,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_75,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),79,88,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_76,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),197,209,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_77,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),284,264,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_78,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),162,164,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_79,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),466,505,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_8,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),67,69,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_80,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),234,286,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_81,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),386,462,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_82,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),123,125,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_83,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),127,126,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_84,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),125,124,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_85,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),177,181,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_86,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),118,119,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_87,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),148,150,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_88,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),448,425,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_89,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),127,117,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_9,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),227,243,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_90,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),158,159,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_92,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),183,203,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_94,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),132,147,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_95,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),398,350,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_97,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),137,136,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_98_a,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),87,98,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_98_b,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),277,229,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_99,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),76,83,antibiotic,P/S,,,treated,h2170_abx,False,NCI-H2170 · P/S
ncih2170_antibiotics_ps_g_100,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),240,274,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_101,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),93,93,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_102,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),212,217,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_103,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),722,801,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_104,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),86,92,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_105,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),155,151,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_106,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),242,246,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_107_a,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),95,103,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_108,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),80,83,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_110,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),60,66,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_111,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),129,152,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_112,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),177,184,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_113,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),81,79,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_114,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),177,202,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_115,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),257,296,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_116,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),105,107,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_36,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),768,912,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_37,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),280,283,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_38,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),221,223,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_39,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),66,58,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_40,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),107,98,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_42,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),242,245,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_43,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),485,491,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_44_a,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),50,52,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_45,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),97,94,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_46,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),146,148,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_47,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),410,506,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_48,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),320,362,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_49,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),384,446,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_50,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),276,285,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_51,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),84,86,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_54,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),279,182,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_55,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),401,375,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_56,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),182,174,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_60,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),76,76,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_61,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),190,181,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_62,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),234,244,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_63,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),77,78,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_64,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),358,340,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_65,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),191,192,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_66,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),85,79,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_67,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),94,90,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_68,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),75,78,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_69,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),41,46,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_71,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),156,157,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_72,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),127,138,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_74,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),215,213,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_76,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),93,90,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_77,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),106,112,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_81,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),142,150,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_85,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),307,289,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_86,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),92,85,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_88_a,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),101,115,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_88_b,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),124,121,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_89,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),97,103,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_90,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),126,127,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_91,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),499,560,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_92,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),133,145,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_94,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),204,235,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_95,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),162,180,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_96,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),465,521,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_97,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),224,252,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_98,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),154,167,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_99,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),819,867,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_ctrl_1_24,train,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),333,355,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_25,train,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),431,441,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_27,train,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),493,504,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_29,train,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),233,226,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_30,test,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),240,229,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_33,train,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),405,431,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_37,train,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),226,223,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_39,train,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),191,194,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_41,train,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),471,489,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_44,train,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),198,178,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_45,val,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),138,141,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_50,train,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),244,243,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_51,train,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),266,280,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_53,train,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),585,613,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_54,test,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),217,235,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_55,train,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),546,589,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_58,test,NCI-H2170,ncih2170_ctrl_1,ecCount (threshold mask),170,179,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
