Files	source_image	Annotation Type	Annotation Method	Cell Line	Condition	Subset	Split	ecDNA Count
images/gt_coords/snu16_jc_jq1_ic50_24h_2.npy	images/rgb/snu16_jc_jq1_ic50_24h_2.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	110
images/gt_coords/snu16_jc_jq1_ic50_24h_20.npy	images/rgb/snu16_jc_jq1_ic50_24h_20.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		190
images/gt_coords/snu16_jc_jq1_ic50_24h_21.npy	images/rgb/snu16_jc_jq1_ic50_24h_21.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	172
images/gt_coords/snu16_jc_jq1_ic50_24h_22.npy	images/rgb/snu16_jc_jq1_ic50_24h_22.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		268
images/gt_coords/snu16_jc_jq1_ic50_24h_23.npy	images/rgb/snu16_jc_jq1_ic50_24h_23.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		464
images/gt_coords/snu16_jc_jq1_ic50_24h_24.npy	images/rgb/snu16_jc_jq1_ic50_24h_24.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		201
images/gt_coords/snu16_jc_jq1_ic50_24h_25.npy	images/rgb/snu16_jc_jq1_ic50_24h_25.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		197
images/gt_coords/snu16_jc_jq1_ic50_24h_26.npy	images/rgb/snu16_jc_jq1_ic50_24h_26.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	301
images/gt_coords/snu16_jc_jq1_ic50_24h_27.npy	images/rgb/snu16_jc_jq1_ic50_24h_27.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		579
images/gt_coords/snu16_jc_jq1_ic50_24h_28.npy	images/rgb/snu16_jc_jq1_ic50_24h_28.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	433
images/gt_coords/snu16_jc_jq1_ic50_24h_29.npy	images/rgb/snu16_jc_jq1_ic50_24h_29.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	286
images/gt_coords/snu16_jc_jq1_ic50_24h_3.npy	images/rgb/snu16_jc_jq1_ic50_24h_3.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		255
images/gt_coords/snu16_jc_jq1_ic50_24h_30.npy	images/rgb/snu16_jc_jq1_ic50_24h_30.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		541
images/gt_coords/snu16_jc_jq1_ic50_24h_31.npy	images/rgb/snu16_jc_jq1_ic50_24h_31.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		345
images/gt_coords/snu16_jc_jq1_ic50_24h_32.npy	images/rgb/snu16_jc_jq1_ic50_24h_32.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		257
images/gt_coords/snu16_jc_jq1_ic50_24h_33_a.npy	images/rgb/snu16_jc_jq1_ic50_24h_33_a.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	527
images/gt_coords/snu16_jc_jq1_ic50_24h_33_b.npy	images/rgb/snu16_jc_jq1_ic50_24h_33_b.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		348
images/gt_coords/snu16_jc_jq1_ic50_24h_34.npy	images/rgb/snu16_jc_jq1_ic50_24h_34.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		198
images/gt_coords/snu16_jc_jq1_ic50_24h_35.npy	images/rgb/snu16_jc_jq1_ic50_24h_35.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		361
images/gt_coords/snu16_jc_jq1_ic50_24h_36.npy	images/rgb/snu16_jc_jq1_ic50_24h_36.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		232
images/gt_coords/snu16_jc_jq1_ic50_24h_37.npy	images/rgb/snu16_jc_jq1_ic50_24h_37.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		912
images/gt_coords/snu16_jc_jq1_ic50_24h_39.npy	images/rgb/snu16_jc_jq1_ic50_24h_39.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		320
images/gt_coords/snu16_jc_jq1_ic50_24h_4.npy	images/rgb/snu16_jc_jq1_ic50_24h_4.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		335
images/gt_coords/snu16_jc_jq1_ic50_24h_40.npy	images/rgb/snu16_jc_jq1_ic50_24h_40.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	test	183
images/gt_coords/snu16_jc_jq1_ic50_24h_41.npy	images/rgb/snu16_jc_jq1_ic50_24h_41.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		234
images/gt_coords/snu16_jc_jq1_ic50_24h_42.npy	images/rgb/snu16_jc_jq1_ic50_24h_42.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		610
images/gt_coords/snu16_jc_jq1_ic50_24h_43.npy	images/rgb/snu16_jc_jq1_ic50_24h_43.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		190
images/gt_coords/snu16_jc_jq1_ic50_24h_44.npy	images/rgb/snu16_jc_jq1_ic50_24h_44.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	val	426
images/gt_coords/snu16_jc_jq1_ic50_24h_45.npy	images/rgb/snu16_jc_jq1_ic50_24h_45.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	374
images/gt_coords/snu16_jc_jq1_ic50_24h_46.npy	images/rgb/snu16_jc_jq1_ic50_24h_46.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		235
images/gt_coords/snu16_jc_jq1_ic50_24h_47.npy	images/rgb/snu16_jc_jq1_ic50_24h_47.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		469
images/gt_coords/snu16_jc_jq1_ic50_24h_48.npy	images/rgb/snu16_jc_jq1_ic50_24h_48.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		179
images/gt_coords/snu16_jc_jq1_ic50_24h_49.npy	images/rgb/snu16_jc_jq1_ic50_24h_49.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		258
images/gt_coords/snu16_jc_jq1_ic50_24h_5.npy	images/rgb/snu16_jc_jq1_ic50_24h_5.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	434
images/gt_coords/snu16_jc_jq1_ic50_24h_50.npy	images/rgb/snu16_jc_jq1_ic50_24h_50.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		188
images/gt_coords/snu16_jc_jq1_ic50_24h_51.npy	images/rgb/snu16_jc_jq1_ic50_24h_51.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	test	499
images/gt_coords/snu16_jc_jq1_ic50_24h_52.npy	images/rgb/snu16_jc_jq1_ic50_24h_52.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	279
images/gt_coords/snu16_jc_jq1_ic50_24h_53.npy	images/rgb/snu16_jc_jq1_ic50_24h_53.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		377
images/gt_coords/snu16_jc_jq1_ic50_24h_54.npy	images/rgb/snu16_jc_jq1_ic50_24h_54.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	val	274
images/gt_coords/snu16_jc_jq1_ic50_24h_55.npy	images/rgb/snu16_jc_jq1_ic50_24h_55.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	val	189
images/gt_coords/snu16_jc_jq1_ic50_24h_56.npy	images/rgb/snu16_jc_jq1_ic50_24h_56.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	test	150
images/gt_coords/snu16_jc_jq1_ic50_24h_57.npy	images/rgb/snu16_jc_jq1_ic50_24h_57.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	101
images/gt_coords/snu16_jc_jq1_ic50_24h_58.npy	images/rgb/snu16_jc_jq1_ic50_24h_58.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		167
images/gt_coords/snu16_jc_jq1_ic50_24h_59.npy	images/rgb/snu16_jc_jq1_ic50_24h_59.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		348
images/gt_coords/snu16_jc_jq1_ic50_24h_6.npy	images/rgb/snu16_jc_jq1_ic50_24h_6.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	313
images/gt_coords/snu16_jc_jq1_ic50_24h_60.npy	images/rgb/snu16_jc_jq1_ic50_24h_60.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		299
images/gt_coords/snu16_jc_jq1_ic50_24h_61_a.npy	images/rgb/snu16_jc_jq1_ic50_24h_61_a.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	112
images/gt_coords/snu16_jc_jq1_ic50_24h_61_b.npy	images/rgb/snu16_jc_jq1_ic50_24h_61_b.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		166
images/gt_coords/snu16_jc_jq1_ic50_24h_62.npy	images/rgb/snu16_jc_jq1_ic50_24h_62.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		336
images/gt_coords/snu16_jc_jq1_ic50_24h_63.npy	images/rgb/snu16_jc_jq1_ic50_24h_63.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		274
images/gt_coords/snu16_jc_jq1_ic50_24h_64.npy	images/rgb/snu16_jc_jq1_ic50_24h_64.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		157
images/gt_coords/snu16_jc_jq1_ic50_24h_65.npy	images/rgb/snu16_jc_jq1_ic50_24h_65.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		369
images/gt_coords/snu16_jc_jq1_ic50_24h_65_b.npy	images/rgb/snu16_jc_jq1_ic50_24h_65_b.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		464
images/gt_coords/snu16_jc_jq1_ic50_24h_66.npy	images/rgb/snu16_jc_jq1_ic50_24h_66.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	val	238
images/gt_coords/snu16_jc_jq1_ic50_24h_67.npy	images/rgb/snu16_jc_jq1_ic50_24h_67.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	test	213
images/gt_coords/snu16_jc_jq1_ic50_24h_68.npy	images/rgb/snu16_jc_jq1_ic50_24h_68.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	313
images/gt_coords/snu16_jc_jq1_ic50_24h_69.npy	images/rgb/snu16_jc_jq1_ic50_24h_69.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	444
images/gt_coords/snu16_jc_jq1_ic50_24h_7.npy	images/rgb/snu16_jc_jq1_ic50_24h_7.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		354
images/gt_coords/snu16_jc_jq1_ic50_24h_70.npy	images/rgb/snu16_jc_jq1_ic50_24h_70.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	242
images/gt_coords/snu16_jc_jq1_ic50_24h_71.npy	images/rgb/snu16_jc_jq1_ic50_24h_71.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		795
images/gt_coords/snu16_jc_jq1_ic50_24h_72.npy	images/rgb/snu16_jc_jq1_ic50_24h_72.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	368
images/gt_coords/snu16_jc_jq1_ic50_24h_73.npy	images/rgb/snu16_jc_jq1_ic50_24h_73.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		258
images/gt_coords/snu16_jc_jq1_ic50_24h_74.npy	images/rgb/snu16_jc_jq1_ic50_24h_74.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		141
images/gt_coords/snu16_jc_jq1_ic50_24h_75.npy	images/rgb/snu16_jc_jq1_ic50_24h_75.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	394
images/gt_coords/snu16_jc_jq1_ic50_24h_76.npy	images/rgb/snu16_jc_jq1_ic50_24h_76.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	101
images/gt_coords/snu16_jc_jq1_ic50_24h_77.npy	images/rgb/snu16_jc_jq1_ic50_24h_77.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		292
images/gt_coords/snu16_jc_jq1_ic50_24h_78.npy	images/rgb/snu16_jc_jq1_ic50_24h_78.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		406
images/gt_coords/snu16_jc_jq1_ic50_24h_79.npy	images/rgb/snu16_jc_jq1_ic50_24h_79.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		237
images/gt_coords/snu16_jc_jq1_ic50_24h_8.npy	images/rgb/snu16_jc_jq1_ic50_24h_8.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	663
images/gt_coords/snu16_jc_jq1_ic50_24h_80.npy	images/rgb/snu16_jc_jq1_ic50_24h_80.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		143
images/gt_coords/snu16_jc_jq1_ic50_24h_81.npy	images/rgb/snu16_jc_jq1_ic50_24h_81.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	142
images/gt_coords/snu16_jc_jq1_ic50_24h_83.npy	images/rgb/snu16_jc_jq1_ic50_24h_83.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		386
images/gt_coords/snu16_jc_jq1_ic50_24h_84.npy	images/rgb/snu16_jc_jq1_ic50_24h_84.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		237
images/gt_coords/snu16_jc_jq1_ic50_24h_85.npy	images/rgb/snu16_jc_jq1_ic50_24h_85.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		436
images/gt_coords/snu16_jc_jq1_ic50_24h_86_a.npy	images/rgb/snu16_jc_jq1_ic50_24h_86_a.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		119
images/gt_coords/snu16_jc_jq1_ic50_24h_86_b.npy	images/rgb/snu16_jc_jq1_ic50_24h_86_b.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		155
images/gt_coords/snu16_jc_jq1_ic50_24h_87.npy	images/rgb/snu16_jc_jq1_ic50_24h_87.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	225
images/gt_coords/snu16_jc_jq1_ic50_24h_88.npy	images/rgb/snu16_jc_jq1_ic50_24h_88.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	57
images/gt_coords/snu16_jc_jq1_ic50_24h_89.npy	images/rgb/snu16_jc_jq1_ic50_24h_89.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	203
images/gt_coords/snu16_jc_jq1_ic50_24h_9.npy	images/rgb/snu16_jc_jq1_ic50_24h_9.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	val	239
images/gt_coords/snu16_jc_jq1_ic50_24h_90.npy	images/rgb/snu16_jc_jq1_ic50_24h_90.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	141
images/gt_coords/snu16_jc_jq1_ic50_24h_91.npy	images/rgb/snu16_jc_jq1_ic50_24h_91.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	111
images/gt_coords/snu16_jc_jq1_ic50_24h_92.npy	images/rgb/snu16_jc_jq1_ic50_24h_92.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		574
images/gt_coords/snu16_jc_jq1_ic50_24h_93.npy	images/rgb/snu16_jc_jq1_ic50_24h_93.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		97
images/gt_coords/snu16_jc_jq1_ic50_24h_94.npy	images/rgb/snu16_jc_jq1_ic50_24h_94.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	141
images/gt_coords/snu16_jc_jq1_ic50_24h_95.npy	images/rgb/snu16_jc_jq1_ic50_24h_95.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		247
images/gt_coords/snu16_jc_jq1_ic50_24h_96.npy	images/rgb/snu16_jc_jq1_ic50_24h_96.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	val	174
images/gt_coords/snu16_jc_jq1_ic50_24h_97.npy	images/rgb/snu16_jc_jq1_ic50_24h_97.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	train	157
images/gt_coords/snu16_jc_jq1_ic50_24h_98.npy	images/rgb/snu16_jc_jq1_ic50_24h_98.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	benchmark	val	237
images/gt_coords/snu16_jc_jq1_ic50_24h_99.npy	images/rgb/snu16_jc_jq1_ic50_24h_99.tif	Point coordinates (NumPy array)	Manual	SNU16	jc_jq1_ic50_24h	extension		266
images/gt_coords/sum159pt_dc_ctrl_1.npy	images/rgb/sum159pt_dc_ctrl_1.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		0
images/gt_coords/sum159pt_dc_ctrl_10.npy	images/rgb/sum159pt_dc_ctrl_10.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		0
images/gt_coords/sum159pt_dc_ctrl_100_ab.npy	images/rgb/sum159pt_dc_ctrl_100_ab.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		9
images/gt_coords/sum159pt_dc_ctrl_101.npy	images/rgb/sum159pt_dc_ctrl_101.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		3
images/gt_coords/sum159pt_dc_ctrl_102.npy	images/rgb/sum159pt_dc_ctrl_102.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		9
images/gt_coords/sum159pt_dc_ctrl_103.npy	images/rgb/sum159pt_dc_ctrl_103.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		10
images/gt_coords/sum159pt_dc_ctrl_104.npy	images/rgb/sum159pt_dc_ctrl_104.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		8
images/gt_coords/sum159pt_dc_ctrl_105.npy	images/rgb/sum159pt_dc_ctrl_105.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		2
images/gt_coords/sum159pt_dc_ctrl_106.npy	images/rgb/sum159pt_dc_ctrl_106.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		3
images/gt_coords/sum159pt_dc_ctrl_107.npy	images/rgb/sum159pt_dc_ctrl_107.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		3
images/gt_coords/sum159pt_dc_ctrl_108.npy	images/rgb/sum159pt_dc_ctrl_108.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		3
images/gt_coords/sum159pt_dc_ctrl_109.npy	images/rgb/sum159pt_dc_ctrl_109.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		2
images/gt_coords/sum159pt_dc_ctrl_11.npy	images/rgb/sum159pt_dc_ctrl_11.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		2
images/gt_coords/sum159pt_dc_ctrl_110.npy	images/rgb/sum159pt_dc_ctrl_110.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		4
images/gt_coords/sum159pt_dc_ctrl_111.npy	images/rgb/sum159pt_dc_ctrl_111.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		8
images/gt_coords/sum159pt_dc_ctrl_112.npy	images/rgb/sum159pt_dc_ctrl_112.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		5
images/gt_coords/sum159pt_dc_ctrl_113.npy	images/rgb/sum159pt_dc_ctrl_113.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		6
images/gt_coords/sum159pt_dc_ctrl_114.npy	images/rgb/sum159pt_dc_ctrl_114.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		5
images/gt_coords/sum159pt_dc_ctrl_115.npy	images/rgb/sum159pt_dc_ctrl_115.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		2
images/gt_coords/sum159pt_dc_ctrl_116.npy	images/rgb/sum159pt_dc_ctrl_116.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		2
images/gt_coords/sum159pt_dc_ctrl_117.npy	images/rgb/sum159pt_dc_ctrl_117.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		3
images/gt_coords/sum159pt_dc_ctrl_118.npy	images/rgb/sum159pt_dc_ctrl_118.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		7
images/gt_coords/sum159pt_dc_ctrl_119.npy	images/rgb/sum159pt_dc_ctrl_119.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		2
images/gt_coords/sum159pt_dc_ctrl_12.npy	images/rgb/sum159pt_dc_ctrl_12.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		2
images/gt_coords/sum159pt_dc_ctrl_120.npy	images/rgb/sum159pt_dc_ctrl_120.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		12
images/gt_coords/sum159pt_dc_ctrl_13.npy	images/rgb/sum159pt_dc_ctrl_13.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		0
images/gt_coords/sum159pt_dc_ctrl_14.npy	images/rgb/sum159pt_dc_ctrl_14.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		0
images/gt_coords/sum159pt_dc_ctrl_15.npy	images/rgb/sum159pt_dc_ctrl_15.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		22
images/gt_coords/sum159pt_dc_ctrl_16.npy	images/rgb/sum159pt_dc_ctrl_16.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		4
images/gt_coords/sum159pt_dc_ctrl_17.npy	images/rgb/sum159pt_dc_ctrl_17.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		0
images/gt_coords/sum159pt_dc_ctrl_18.npy	images/rgb/sum159pt_dc_ctrl_18.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		0
images/gt_coords/sum159pt_dc_ctrl_19.npy	images/rgb/sum159pt_dc_ctrl_19.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		7
images/gt_coords/sum159pt_dc_ctrl_2.npy	images/rgb/sum159pt_dc_ctrl_2.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		2
images/gt_coords/sum159pt_dc_ctrl_20.npy	images/rgb/sum159pt_dc_ctrl_20.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		8
images/gt_coords/sum159pt_dc_ctrl_21.npy	images/rgb/sum159pt_dc_ctrl_21.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		11
images/gt_coords/sum159pt_dc_ctrl_22.npy	images/rgb/sum159pt_dc_ctrl_22.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		0
images/gt_coords/sum159pt_dc_ctrl_23.npy	images/rgb/sum159pt_dc_ctrl_23.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		5
images/gt_coords/sum159pt_dc_ctrl_24.npy	images/rgb/sum159pt_dc_ctrl_24.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		4
images/gt_coords/sum159pt_dc_ctrl_25.npy	images/rgb/sum159pt_dc_ctrl_25.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		33
images/gt_coords/sum159pt_dc_ctrl_26.npy	images/rgb/sum159pt_dc_ctrl_26.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		26
images/gt_coords/sum159pt_dc_ctrl_27.npy	images/rgb/sum159pt_dc_ctrl_27.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		26
images/gt_coords/sum159pt_dc_ctrl_28_ab.npy	images/rgb/sum159pt_dc_ctrl_28_ab.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		5
images/gt_coords/sum159pt_dc_ctrl_29.npy	images/rgb/sum159pt_dc_ctrl_29.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		0
images/gt_coords/sum159pt_dc_ctrl_30.npy	images/rgb/sum159pt_dc_ctrl_30.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		9
images/gt_coords/sum159pt_dc_ctrl_31.npy	images/rgb/sum159pt_dc_ctrl_31.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		4
images/gt_coords/sum159pt_dc_ctrl_32.npy	images/rgb/sum159pt_dc_ctrl_32.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		7
images/gt_coords/sum159pt_dc_ctrl_33.npy	images/rgb/sum159pt_dc_ctrl_33.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		2
images/gt_coords/sum159pt_dc_ctrl_35.npy	images/rgb/sum159pt_dc_ctrl_35.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		0
images/gt_coords/sum159pt_dc_ctrl_36.npy	images/rgb/sum159pt_dc_ctrl_36.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		0
images/gt_coords/sum159pt_dc_ctrl_37.npy	images/rgb/sum159pt_dc_ctrl_37.tif	Point coordinates (NumPy array)	Manual	SUM159PT	dc_ctrl	extension		0
