Files	source_image	Annotation Type	Annotation Method	Cell Line	Condition	Split
images/roi_mask/ncih2170_antibiotics_ps_g_105.png	images/rgb/ncih2170_antibiotics_ps_g_105.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	val
images/roi_mask/ncih2170_antibiotics_ps_g_106.png	images/rgb/ncih2170_antibiotics_ps_g_106.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_107_a.png	images/rgb/ncih2170_antibiotics_ps_g_107_a.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_108.png	images/rgb/ncih2170_antibiotics_ps_g_108.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_110.png	images/rgb/ncih2170_antibiotics_ps_g_110.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_111.png	images/rgb/ncih2170_antibiotics_ps_g_111.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_112.png	images/rgb/ncih2170_antibiotics_ps_g_112.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_113.png	images/rgb/ncih2170_antibiotics_ps_g_113.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	val
images/roi_mask/ncih2170_antibiotics_ps_g_114.png	images/rgb/ncih2170_antibiotics_ps_g_114.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_115.png	images/rgb/ncih2170_antibiotics_ps_g_115.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_116.png	images/rgb/ncih2170_antibiotics_ps_g_116.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_36.png	images/rgb/ncih2170_antibiotics_ps_g_36.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_37.png	images/rgb/ncih2170_antibiotics_ps_g_37.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_38.png	images/rgb/ncih2170_antibiotics_ps_g_38.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	val
images/roi_mask/ncih2170_antibiotics_ps_g_39.png	images/rgb/ncih2170_antibiotics_ps_g_39.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	val
images/roi_mask/ncih2170_antibiotics_ps_g_40.png	images/rgb/ncih2170_antibiotics_ps_g_40.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_42.png	images/rgb/ncih2170_antibiotics_ps_g_42.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_43.png	images/rgb/ncih2170_antibiotics_ps_g_43.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_44_a.png	images/rgb/ncih2170_antibiotics_ps_g_44_a.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_45.png	images/rgb/ncih2170_antibiotics_ps_g_45.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	val
images/roi_mask/ncih2170_antibiotics_ps_g_46.png	images/rgb/ncih2170_antibiotics_ps_g_46.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_47.png	images/rgb/ncih2170_antibiotics_ps_g_47.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_48.png	images/rgb/ncih2170_antibiotics_ps_g_48.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_49.png	images/rgb/ncih2170_antibiotics_ps_g_49.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_50.png	images/rgb/ncih2170_antibiotics_ps_g_50.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_51.png	images/rgb/ncih2170_antibiotics_ps_g_51.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	val
images/roi_mask/ncih2170_antibiotics_ps_g_54.png	images/rgb/ncih2170_antibiotics_ps_g_54.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_55.png	images/rgb/ncih2170_antibiotics_ps_g_55.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_56.png	images/rgb/ncih2170_antibiotics_ps_g_56.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_60.png	images/rgb/ncih2170_antibiotics_ps_g_60.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_61.png	images/rgb/ncih2170_antibiotics_ps_g_61.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_62.png	images/rgb/ncih2170_antibiotics_ps_g_62.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_63.png	images/rgb/ncih2170_antibiotics_ps_g_63.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	val
images/roi_mask/ncih2170_antibiotics_ps_g_64.png	images/rgb/ncih2170_antibiotics_ps_g_64.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_65.png	images/rgb/ncih2170_antibiotics_ps_g_65.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_66.png	images/rgb/ncih2170_antibiotics_ps_g_66.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_67.png	images/rgb/ncih2170_antibiotics_ps_g_67.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_68.png	images/rgb/ncih2170_antibiotics_ps_g_68.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_69.png	images/rgb/ncih2170_antibiotics_ps_g_69.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_71.png	images/rgb/ncih2170_antibiotics_ps_g_71.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_72.png	images/rgb/ncih2170_antibiotics_ps_g_72.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_74.png	images/rgb/ncih2170_antibiotics_ps_g_74.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_76.png	images/rgb/ncih2170_antibiotics_ps_g_76.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_77.png	images/rgb/ncih2170_antibiotics_ps_g_77.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_81.png	images/rgb/ncih2170_antibiotics_ps_g_81.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_85.png	images/rgb/ncih2170_antibiotics_ps_g_85.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_86.png	images/rgb/ncih2170_antibiotics_ps_g_86.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	val
images/roi_mask/ncih2170_antibiotics_ps_g_88_a.png	images/rgb/ncih2170_antibiotics_ps_g_88_a.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_88_b.png	images/rgb/ncih2170_antibiotics_ps_g_88_b.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_89.png	images/rgb/ncih2170_antibiotics_ps_g_89.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	val
images/roi_mask/ncih2170_antibiotics_ps_g_90.png	images/rgb/ncih2170_antibiotics_ps_g_90.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_91.png	images/rgb/ncih2170_antibiotics_ps_g_91.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_92.png	images/rgb/ncih2170_antibiotics_ps_g_92.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_94.png	images/rgb/ncih2170_antibiotics_ps_g_94.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_95.png	images/rgb/ncih2170_antibiotics_ps_g_95.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_96.png	images/rgb/ncih2170_antibiotics_ps_g_96.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	test
images/roi_mask/ncih2170_antibiotics_ps_g_97.png	images/rgb/ncih2170_antibiotics_ps_g_97.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_98.png	images/rgb/ncih2170_antibiotics_ps_g_98.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	train
images/roi_mask/ncih2170_antibiotics_ps_g_99.png	images/rgb/ncih2170_antibiotics_ps_g_99.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	antibiotics_ps_g	val
images/roi_mask/ncih2170_cart_72h_blank_ctrl_19.png	images/rgb/ncih2170_cart_72h_blank_ctrl_19.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_28.png	images/rgb/ncih2170_cart_72h_blank_ctrl_28.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_30.png	images/rgb/ncih2170_cart_72h_blank_ctrl_30.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	test
images/roi_mask/ncih2170_cart_72h_blank_ctrl_31.png	images/rgb/ncih2170_cart_72h_blank_ctrl_31.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	test
images/roi_mask/ncih2170_cart_72h_blank_ctrl_32.png	images/rgb/ncih2170_cart_72h_blank_ctrl_32.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_33.png	images/rgb/ncih2170_cart_72h_blank_ctrl_33.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	test
images/roi_mask/ncih2170_cart_72h_blank_ctrl_34.png	images/rgb/ncih2170_cart_72h_blank_ctrl_34.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_35.png	images/rgb/ncih2170_cart_72h_blank_ctrl_35.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_36.png	images/rgb/ncih2170_cart_72h_blank_ctrl_36.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_38.png	images/rgb/ncih2170_cart_72h_blank_ctrl_38.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_39.png	images/rgb/ncih2170_cart_72h_blank_ctrl_39.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_5.png	images/rgb/ncih2170_cart_72h_blank_ctrl_5.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	val
images/roi_mask/ncih2170_cart_72h_blank_ctrl_50.png	images/rgb/ncih2170_cart_72h_blank_ctrl_50.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_51.png	images/rgb/ncih2170_cart_72h_blank_ctrl_51.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	test
images/roi_mask/ncih2170_cart_72h_blank_ctrl_52.png	images/rgb/ncih2170_cart_72h_blank_ctrl_52.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	test
images/roi_mask/ncih2170_cart_72h_blank_ctrl_53.png	images/rgb/ncih2170_cart_72h_blank_ctrl_53.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	val
images/roi_mask/ncih2170_cart_72h_blank_ctrl_55.png	images/rgb/ncih2170_cart_72h_blank_ctrl_55.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_56.png	images/rgb/ncih2170_cart_72h_blank_ctrl_56.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_57.png	images/rgb/ncih2170_cart_72h_blank_ctrl_57.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_59.png	images/rgb/ncih2170_cart_72h_blank_ctrl_59.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	test
images/roi_mask/ncih2170_cart_72h_blank_ctrl_61.png	images/rgb/ncih2170_cart_72h_blank_ctrl_61.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_62.png	images/rgb/ncih2170_cart_72h_blank_ctrl_62.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	test
images/roi_mask/ncih2170_cart_72h_blank_ctrl_64.png	images/rgb/ncih2170_cart_72h_blank_ctrl_64.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_67.png	images/rgb/ncih2170_cart_72h_blank_ctrl_67.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	val
images/roi_mask/ncih2170_cart_72h_blank_ctrl_7.png	images/rgb/ncih2170_cart_72h_blank_ctrl_7.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_71.png	images/rgb/ncih2170_cart_72h_blank_ctrl_71.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_74.png	images/rgb/ncih2170_cart_72h_blank_ctrl_74.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_8.png	images/rgb/ncih2170_cart_72h_blank_ctrl_8.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_80.png	images/rgb/ncih2170_cart_72h_blank_ctrl_80.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_82.png	images/rgb/ncih2170_cart_72h_blank_ctrl_82.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_83.png	images/rgb/ncih2170_cart_72h_blank_ctrl_83.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_88.png	images/rgb/ncih2170_cart_72h_blank_ctrl_88.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	val
images/roi_mask/ncih2170_cart_72h_blank_ctrl_89.png	images/rgb/ncih2170_cart_72h_blank_ctrl_89.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_92.png	images/rgb/ncih2170_cart_72h_blank_ctrl_92.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_95.png	images/rgb/ncih2170_cart_72h_blank_ctrl_95.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	val
images/roi_mask/ncih2170_cart_72h_blank_ctrl_98.png	images/rgb/ncih2170_cart_72h_blank_ctrl_98.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	train
images/roi_mask/ncih2170_cart_72h_blank_ctrl_99.png	images/rgb/ncih2170_cart_72h_blank_ctrl_99.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_blank_ctrl	test
images/roi_mask/ncih2170_cart_72h_cart_1.png	images/rgb/ncih2170_cart_72h_cart_1.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_100.png	images/rgb/ncih2170_cart_72h_cart_100.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_16.png	images/rgb/ncih2170_cart_72h_cart_16.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_17.png	images/rgb/ncih2170_cart_72h_cart_17.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_20.png	images/rgb/ncih2170_cart_72h_cart_20.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_21.png	images/rgb/ncih2170_cart_72h_cart_21.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	val
images/roi_mask/ncih2170_cart_72h_cart_22.png	images/rgb/ncih2170_cart_72h_cart_22.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_27.png	images/rgb/ncih2170_cart_72h_cart_27.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_31.png	images/rgb/ncih2170_cart_72h_cart_31.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_32.png	images/rgb/ncih2170_cart_72h_cart_32.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_33.png	images/rgb/ncih2170_cart_72h_cart_33.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_36.png	images/rgb/ncih2170_cart_72h_cart_36.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	test
images/roi_mask/ncih2170_cart_72h_cart_38.png	images/rgb/ncih2170_cart_72h_cart_38.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	val
images/roi_mask/ncih2170_cart_72h_cart_4.png	images/rgb/ncih2170_cart_72h_cart_4.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_40.png	images/rgb/ncih2170_cart_72h_cart_40.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_47.png	images/rgb/ncih2170_cart_72h_cart_47.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_49.png	images/rgb/ncih2170_cart_72h_cart_49.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_5.png	images/rgb/ncih2170_cart_72h_cart_5.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_55.png	images/rgb/ncih2170_cart_72h_cart_55.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	test
images/roi_mask/ncih2170_cart_72h_cart_57.png	images/rgb/ncih2170_cart_72h_cart_57.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_60.png	images/rgb/ncih2170_cart_72h_cart_60.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_61.png	images/rgb/ncih2170_cart_72h_cart_61.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	val
images/roi_mask/ncih2170_cart_72h_cart_62.png	images/rgb/ncih2170_cart_72h_cart_62.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	test
images/roi_mask/ncih2170_cart_72h_cart_63.png	images/rgb/ncih2170_cart_72h_cart_63.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	test
images/roi_mask/ncih2170_cart_72h_cart_64.png	images/rgb/ncih2170_cart_72h_cart_64.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_69.png	images/rgb/ncih2170_cart_72h_cart_69.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	test
images/roi_mask/ncih2170_cart_72h_cart_73.png	images/rgb/ncih2170_cart_72h_cart_73.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_77.png	images/rgb/ncih2170_cart_72h_cart_77.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	val
images/roi_mask/ncih2170_cart_72h_cart_78.png	images/rgb/ncih2170_cart_72h_cart_78.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_80.png	images/rgb/ncih2170_cart_72h_cart_80.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_81.png	images/rgb/ncih2170_cart_72h_cart_81.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	val
images/roi_mask/ncih2170_cart_72h_cart_82.png	images/rgb/ncih2170_cart_72h_cart_82.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_83.png	images/rgb/ncih2170_cart_72h_cart_83.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_88.png	images/rgb/ncih2170_cart_72h_cart_88.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_89.png	images/rgb/ncih2170_cart_72h_cart_89.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_90.png	images/rgb/ncih2170_cart_72h_cart_90.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_91.png	images/rgb/ncih2170_cart_72h_cart_91.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_93.png	images/rgb/ncih2170_cart_72h_cart_93.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_95.png	images/rgb/ncih2170_cart_72h_cart_95.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_96.png	images/rgb/ncih2170_cart_72h_cart_96.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
images/roi_mask/ncih2170_cart_72h_cart_97.png	images/rgb/ncih2170_cart_72h_cart_97.tif	Region of interest mask (metaphase spread, binary)	Manual	NCI-H2170	cart_72h_cart	train
