Files	Data Type	Cell Line	Condition	Subset	Split	ecDNA Count
images/dapi/ncih2170_facs_fish_0723_low_her2_102.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		153
images/dapi/ncih2170_facs_fish_0723_low_her2_103.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	207
images/dapi/ncih2170_facs_fish_0723_low_her2_104.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		137
images/dapi/ncih2170_facs_fish_0723_low_her2_105.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		81
images/dapi/ncih2170_facs_fish_0723_low_her2_106.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	71
images/dapi/ncih2170_facs_fish_0723_low_her2_107.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		112
images/dapi/ncih2170_facs_fish_0723_low_her2_108.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	53
images/dapi/ncih2170_facs_fish_0723_low_her2_109.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		57
images/dapi/ncih2170_facs_fish_0723_low_her2_11.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	val	183
images/dapi/ncih2170_facs_fish_0723_low_her2_111.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		66
images/dapi/ncih2170_facs_fish_0723_low_her2_112.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	98
images/dapi/ncih2170_facs_fish_0723_low_her2_113.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		121
images/dapi/ncih2170_facs_fish_0723_low_her2_114.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		121
images/dapi/ncih2170_facs_fish_0723_low_her2_115.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	test	63
images/dapi/ncih2170_facs_fish_0723_low_her2_116.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	val	105
images/dapi/ncih2170_facs_fish_0723_low_her2_117.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	val	237
images/dapi/ncih2170_facs_fish_0723_low_her2_118.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	93
images/dapi/ncih2170_facs_fish_0723_low_her2_12.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	val	104
images/dapi/ncih2170_facs_fish_0723_low_her2_123.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		79
images/dapi/ncih2170_facs_fish_0723_low_her2_124.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	152
images/dapi/ncih2170_facs_fish_0723_low_her2_125.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	73
images/dapi/ncih2170_facs_fish_0723_low_her2_126.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	124
images/dapi/ncih2170_facs_fish_0723_low_her2_13.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	82
images/dapi/ncih2170_facs_fish_0723_low_her2_14.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		329
images/dapi/ncih2170_facs_fish_0723_low_her2_15.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	132
images/dapi/ncih2170_facs_fish_0723_low_her2_16.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		139
images/dapi/ncih2170_facs_fish_0723_low_her2_17.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		109
images/dapi/ncih2170_facs_fish_0723_low_her2_19.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		154
images/dapi/ncih2170_facs_fish_0723_low_her2_20.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	183
images/dapi/ncih2170_facs_fish_0723_low_her2_21.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	260
images/dapi/ncih2170_facs_fish_0723_low_her2_22.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	test	308
images/dapi/ncih2170_facs_fish_0723_low_her2_23.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	test	85
images/dapi/ncih2170_facs_fish_0723_low_her2_24.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		98
images/dapi/ncih2170_facs_fish_0723_low_her2_25.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	54
images/dapi/ncih2170_facs_fish_0723_low_her2_27.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	val	47
images/dapi/ncih2170_facs_fish_0723_low_her2_28.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	val	81
images/dapi/ncih2170_facs_fish_0723_low_her2_3.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	124
images/dapi/ncih2170_facs_fish_0723_low_her2_30.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		75
images/dapi/ncih2170_facs_fish_0723_low_her2_32.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	78
images/dapi/ncih2170_facs_fish_0723_low_her2_33.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		26
images/dapi/ncih2170_facs_fish_0723_low_her2_34.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	72
images/dapi/ncih2170_facs_fish_0723_low_her2_35.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		48
images/dapi/ncih2170_facs_fish_0723_low_her2_36.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		44
images/dapi/ncih2170_facs_fish_0723_low_her2_37.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		106
images/dapi/ncih2170_facs_fish_0723_low_her2_38.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	86
images/dapi/ncih2170_facs_fish_0723_low_her2_39.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	100
images/dapi/ncih2170_facs_fish_0723_low_her2_40.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	97
images/dapi/ncih2170_facs_fish_0723_low_her2_41.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		80
images/dapi/ncih2170_facs_fish_0723_low_her2_42.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	122
images/dapi/ncih2170_facs_fish_0723_low_her2_43.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	71
images/dapi/ncih2170_facs_fish_0723_low_her2_44.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	162
images/dapi/ncih2170_facs_fish_0723_low_her2_45.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	val	156
images/dapi/ncih2170_facs_fish_0723_low_her2_46.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		655
images/dapi/ncih2170_facs_fish_0723_low_her2_5.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		107
images/dapi/ncih2170_facs_fish_0723_low_her2_51.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	106
images/dapi/ncih2170_facs_fish_0723_low_her2_52.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	test	116
images/dapi/ncih2170_facs_fish_0723_low_her2_53.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	105
images/dapi/ncih2170_facs_fish_0723_low_her2_54.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	106
images/dapi/ncih2170_facs_fish_0723_low_her2_56.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		120
images/dapi/ncih2170_facs_fish_0723_low_her2_57.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	236
images/dapi/ncih2170_facs_fish_0723_low_her2_58.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		137
images/dapi/ncih2170_facs_fish_0723_low_her2_6.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	66
images/dapi/ncih2170_facs_fish_0723_low_her2_60.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	test	93
images/dapi/ncih2170_facs_fish_0723_low_her2_61.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		57
images/dapi/ncih2170_facs_fish_0723_low_her2_62.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	53
images/dapi/ncih2170_facs_fish_0723_low_her2_63.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		43
images/dapi/ncih2170_facs_fish_0723_low_her2_64.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		32
images/dapi/ncih2170_facs_fish_0723_low_her2_65.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		95
images/dapi/ncih2170_facs_fish_0723_low_her2_67.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		39
images/dapi/ncih2170_facs_fish_0723_low_her2_68.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	32
images/dapi/ncih2170_facs_fish_0723_low_her2_70.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	115
images/dapi/ncih2170_facs_fish_0723_low_her2_73.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		72
images/dapi/ncih2170_facs_fish_0723_low_her2_74.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		181
images/dapi/ncih2170_facs_fish_0723_low_her2_75.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	43
images/dapi/ncih2170_facs_fish_0723_low_her2_77.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	val	48
images/dapi/ncih2170_facs_fish_0723_low_her2_78.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		46
images/dapi/ncih2170_facs_fish_0723_low_her2_79.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		201
images/dapi/ncih2170_facs_fish_0723_low_her2_8.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		77
images/dapi/ncih2170_facs_fish_0723_low_her2_80.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		159
images/dapi/ncih2170_facs_fish_0723_low_her2_81.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		66
images/dapi/ncih2170_facs_fish_0723_low_her2_82.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		36
images/dapi/ncih2170_facs_fish_0723_low_her2_83.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	78
images/dapi/ncih2170_facs_fish_0723_low_her2_84.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		168
images/dapi/ncih2170_facs_fish_0723_low_her2_85.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		115
images/dapi/ncih2170_facs_fish_0723_low_her2_86.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	val	110
images/dapi/ncih2170_facs_fish_0723_low_her2_87.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	64
images/dapi/ncih2170_facs_fish_0723_low_her2_88.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	46
images/dapi/ncih2170_facs_fish_0723_low_her2_89.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	79
images/dapi/ncih2170_facs_fish_0723_low_her2_9.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		223
images/dapi/ncih2170_facs_fish_0723_low_her2_90.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	val	106
images/dapi/ncih2170_facs_fish_0723_low_her2_91.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		85
images/dapi/ncih2170_facs_fish_0723_low_her2_92.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	130
images/dapi/ncih2170_facs_fish_0723_low_her2_93.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	39
images/dapi/ncih2170_facs_fish_0723_low_her2_94.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	93
images/dapi/ncih2170_facs_fish_0723_low_her2_96.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		49
images/dapi/ncih2170_facs_fish_0723_low_her2_97.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		52
images/dapi/ncih2170_facs_fish_0723_low_her2_98.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	benchmark	train	121
images/dapi/ncih2170_facs_fish_0723_low_her2_99.png	DAPI image	NCI-H2170	facs_fish_0723_low_her2	extension		88
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_1.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	train	94
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_10.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		463
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_11.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		215
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_12.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	train	173
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_13.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		361
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_14.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	train	179
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_15.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	val	201
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_16.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	train	85
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_17.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	train	513
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_18.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	train	255
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_19.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	train	123
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_2.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	train	520
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_20.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		212
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_21.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	train	250
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_22.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		234
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_23.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		89
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_24.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	train	64
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_25.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		300
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_26.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		570
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_27.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		357
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_28.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		353
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_29.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	test	225
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_3.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		47
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_30.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		351
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_31.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	val	145
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_32.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		287
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_33.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		317
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_34.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		178
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_35.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		205
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_36.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		133
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_4.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		186
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_5.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		82
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_6.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	val	192
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_7.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	val	81
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_8.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	benchmark	train	193
images/dapi/ncih2170_facs_fish_0723_pre_sort_ctrl_9.png	DAPI image	NCI-H2170	facs_fish_0723_pre_sort_ctrl	extension		41
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_1.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		98
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_10.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		89
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_100.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	val	143
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_11.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	34
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_12.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		102
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_13.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		60
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_15.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		195
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_16.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		110
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_17.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		250
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_18.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	292
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_19.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		366
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_2.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		172
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_20.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		286
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_21.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	407
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_22.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	88
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_23.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		136
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_24.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		90
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_25.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	138
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_26.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		122
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_27.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		136
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_29.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		445
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_3.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		204
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_30.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		92
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_31.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	78
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_32.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	288
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_33.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	168
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_34.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		125
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_35.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		141
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_36.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	67
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_37.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	239
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_38.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		202
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_39.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		275
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_4.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	536
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_40.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	65
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_41.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	292
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_42.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		116
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_43.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	98
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_44.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		202
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_45.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	test	472
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_46.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	test	178
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_47.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		212
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_48.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	274
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_49.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	test	365
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_5.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		165
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_50.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		61
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_51.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	val	302
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_52.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	226
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_53.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		118
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_54.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	116
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_55.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	262
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_56.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		120
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_57.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	284
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_58.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	val	24
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_59.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	277
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_6.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		119
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_60.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	test	187
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_61.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		166
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_62.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		636
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_63.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	val	214
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_64.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	333
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_65.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	139
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_66.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	58
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_67.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		236
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_68.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	266
images/dapi/ncih2170_facs_fish_0723_sorted_ctrl_69.png	DAPI image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		325
