Files	source_image	Annotation Type	Annotation Method	Cell Line	Condition	Subset	Split	ecDNA Count
predicted_roi/ncih2170_cart_72h_cart_31.png	images/rgb/ncih2170_cart_72h_cart_31.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	119
predicted_roi/ncih2170_cart_72h_cart_32.png	images/rgb/ncih2170_cart_72h_cart_32.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	74
predicted_roi/ncih2170_cart_72h_cart_33.png	images/rgb/ncih2170_cart_72h_cart_33.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	117
predicted_roi/ncih2170_cart_72h_cart_34.png	images/rgb/ncih2170_cart_72h_cart_34.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		142
predicted_roi/ncih2170_cart_72h_cart_35.png	images/rgb/ncih2170_cart_72h_cart_35.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		92
predicted_roi/ncih2170_cart_72h_cart_36.png	images/rgb/ncih2170_cart_72h_cart_36.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	test	71
predicted_roi/ncih2170_cart_72h_cart_37.png	images/rgb/ncih2170_cart_72h_cart_37.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		168
predicted_roi/ncih2170_cart_72h_cart_38.png	images/rgb/ncih2170_cart_72h_cart_38.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	val	46
predicted_roi/ncih2170_cart_72h_cart_39.png	images/rgb/ncih2170_cart_72h_cart_39.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		41
predicted_roi/ncih2170_cart_72h_cart_4.png	images/rgb/ncih2170_cart_72h_cart_4.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	41
predicted_roi/ncih2170_cart_72h_cart_40.png	images/rgb/ncih2170_cart_72h_cart_40.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	22
predicted_roi/ncih2170_cart_72h_cart_42.png	images/rgb/ncih2170_cart_72h_cart_42.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		34
predicted_roi/ncih2170_cart_72h_cart_43.png	images/rgb/ncih2170_cart_72h_cart_43.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		134
predicted_roi/ncih2170_cart_72h_cart_44.png	images/rgb/ncih2170_cart_72h_cart_44.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		147
predicted_roi/ncih2170_cart_72h_cart_45.png	images/rgb/ncih2170_cart_72h_cart_45.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		281
predicted_roi/ncih2170_cart_72h_cart_46.png	images/rgb/ncih2170_cart_72h_cart_46.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		121
predicted_roi/ncih2170_cart_72h_cart_47.png	images/rgb/ncih2170_cart_72h_cart_47.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	81
predicted_roi/ncih2170_cart_72h_cart_48.png	images/rgb/ncih2170_cart_72h_cart_48.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		91
predicted_roi/ncih2170_cart_72h_cart_49.png	images/rgb/ncih2170_cart_72h_cart_49.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	18
predicted_roi/ncih2170_cart_72h_cart_5.png	images/rgb/ncih2170_cart_72h_cart_5.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	27
predicted_roi/ncih2170_cart_72h_cart_50.png	images/rgb/ncih2170_cart_72h_cart_50.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		100
predicted_roi/ncih2170_cart_72h_cart_52.png	images/rgb/ncih2170_cart_72h_cart_52.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		71
predicted_roi/ncih2170_cart_72h_cart_53.png	images/rgb/ncih2170_cart_72h_cart_53.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		84
predicted_roi/ncih2170_cart_72h_cart_54.png	images/rgb/ncih2170_cart_72h_cart_54.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		110
predicted_roi/ncih2170_cart_72h_cart_55.png	images/rgb/ncih2170_cart_72h_cart_55.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	test	61
predicted_roi/ncih2170_cart_72h_cart_56.png	images/rgb/ncih2170_cart_72h_cart_56.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		221
predicted_roi/ncih2170_cart_72h_cart_57.png	images/rgb/ncih2170_cart_72h_cart_57.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	99
predicted_roi/ncih2170_cart_72h_cart_58.png	images/rgb/ncih2170_cart_72h_cart_58.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		145
predicted_roi/ncih2170_cart_72h_cart_59.png	images/rgb/ncih2170_cart_72h_cart_59.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		213
predicted_roi/ncih2170_cart_72h_cart_6.png	images/rgb/ncih2170_cart_72h_cart_6.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		135
predicted_roi/ncih2170_cart_72h_cart_60.png	images/rgb/ncih2170_cart_72h_cart_60.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	30
predicted_roi/ncih2170_cart_72h_cart_61.png	images/rgb/ncih2170_cart_72h_cart_61.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	val	9
predicted_roi/ncih2170_cart_72h_cart_62.png	images/rgb/ncih2170_cart_72h_cart_62.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	test	93
predicted_roi/ncih2170_cart_72h_cart_63.png	images/rgb/ncih2170_cart_72h_cart_63.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	test	85
predicted_roi/ncih2170_cart_72h_cart_64.png	images/rgb/ncih2170_cart_72h_cart_64.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	78
predicted_roi/ncih2170_cart_72h_cart_65.png	images/rgb/ncih2170_cart_72h_cart_65.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		42
predicted_roi/ncih2170_cart_72h_cart_68.png	images/rgb/ncih2170_cart_72h_cart_68.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		102
predicted_roi/ncih2170_cart_72h_cart_69.png	images/rgb/ncih2170_cart_72h_cart_69.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	test	52
predicted_roi/ncih2170_cart_72h_cart_7.png	images/rgb/ncih2170_cart_72h_cart_7.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		44
predicted_roi/ncih2170_cart_72h_cart_70.png	images/rgb/ncih2170_cart_72h_cart_70.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		31
predicted_roi/ncih2170_cart_72h_cart_71.png	images/rgb/ncih2170_cart_72h_cart_71.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		29
predicted_roi/ncih2170_cart_72h_cart_72.png	images/rgb/ncih2170_cart_72h_cart_72.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		79
predicted_roi/ncih2170_cart_72h_cart_73.png	images/rgb/ncih2170_cart_72h_cart_73.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	73
predicted_roi/ncih2170_cart_72h_cart_74.png	images/rgb/ncih2170_cart_72h_cart_74.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		67
predicted_roi/ncih2170_cart_72h_cart_75.png	images/rgb/ncih2170_cart_72h_cart_75.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		253
predicted_roi/ncih2170_cart_72h_cart_76.png	images/rgb/ncih2170_cart_72h_cart_76.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		134
predicted_roi/ncih2170_cart_72h_cart_77.png	images/rgb/ncih2170_cart_72h_cart_77.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	val	75
predicted_roi/ncih2170_cart_72h_cart_78.png	images/rgb/ncih2170_cart_72h_cart_78.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	112
predicted_roi/ncih2170_cart_72h_cart_79.png	images/rgb/ncih2170_cart_72h_cart_79.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		126
predicted_roi/ncih2170_cart_72h_cart_8.png	images/rgb/ncih2170_cart_72h_cart_8.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		87
predicted_roi/ncih2170_cart_72h_cart_80.png	images/rgb/ncih2170_cart_72h_cart_80.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	244
predicted_roi/ncih2170_cart_72h_cart_81.png	images/rgb/ncih2170_cart_72h_cart_81.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	val	58
predicted_roi/ncih2170_cart_72h_cart_82.png	images/rgb/ncih2170_cart_72h_cart_82.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	69
predicted_roi/ncih2170_cart_72h_cart_83.png	images/rgb/ncih2170_cart_72h_cart_83.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	102
predicted_roi/ncih2170_cart_72h_cart_84.png	images/rgb/ncih2170_cart_72h_cart_84.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		84
predicted_roi/ncih2170_cart_72h_cart_85.png	images/rgb/ncih2170_cart_72h_cart_85.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		89
predicted_roi/ncih2170_cart_72h_cart_87.png	images/rgb/ncih2170_cart_72h_cart_87.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		237
predicted_roi/ncih2170_cart_72h_cart_88.png	images/rgb/ncih2170_cart_72h_cart_88.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	111
predicted_roi/ncih2170_cart_72h_cart_89.png	images/rgb/ncih2170_cart_72h_cart_89.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	497
predicted_roi/ncih2170_cart_72h_cart_9.png	images/rgb/ncih2170_cart_72h_cart_9.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		58
predicted_roi/ncih2170_cart_72h_cart_90.png	images/rgb/ncih2170_cart_72h_cart_90.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	175
predicted_roi/ncih2170_cart_72h_cart_91.png	images/rgb/ncih2170_cart_72h_cart_91.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	382
predicted_roi/ncih2170_cart_72h_cart_93.png	images/rgb/ncih2170_cart_72h_cart_93.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	184
predicted_roi/ncih2170_cart_72h_cart_94.png	images/rgb/ncih2170_cart_72h_cart_94.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	extension		670
predicted_roi/ncih2170_cart_72h_cart_95.png	images/rgb/ncih2170_cart_72h_cart_95.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	318
predicted_roi/ncih2170_cart_72h_cart_96.png	images/rgb/ncih2170_cart_72h_cart_96.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	105
predicted_roi/ncih2170_cart_72h_cart_97.png	images/rgb/ncih2170_cart_72h_cart_97.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	181
predicted_roi/ncih2170_cart_72h_cart_99.png	images/rgb/ncih2170_cart_72h_cart_99.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_cart	benchmark	train	179
predicted_roi/ncih2170_cart_72h_nt_ctrl_1.png	images/rgb/ncih2170_cart_72h_nt_ctrl_1.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		46
predicted_roi/ncih2170_cart_72h_nt_ctrl_10.png	images/rgb/ncih2170_cart_72h_nt_ctrl_10.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	76
predicted_roi/ncih2170_cart_72h_nt_ctrl_100.png	images/rgb/ncih2170_cart_72h_nt_ctrl_100.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	143
predicted_roi/ncih2170_cart_72h_nt_ctrl_11.png	images/rgb/ncih2170_cart_72h_nt_ctrl_11.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		214
predicted_roi/ncih2170_cart_72h_nt_ctrl_12.png	images/rgb/ncih2170_cart_72h_nt_ctrl_12.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	209
predicted_roi/ncih2170_cart_72h_nt_ctrl_13.png	images/rgb/ncih2170_cart_72h_nt_ctrl_13.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	78
predicted_roi/ncih2170_cart_72h_nt_ctrl_14.png	images/rgb/ncih2170_cart_72h_nt_ctrl_14.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		76
predicted_roi/ncih2170_cart_72h_nt_ctrl_15.png	images/rgb/ncih2170_cart_72h_nt_ctrl_15.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		146
predicted_roi/ncih2170_cart_72h_nt_ctrl_16.png	images/rgb/ncih2170_cart_72h_nt_ctrl_16.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	74
predicted_roi/ncih2170_cart_72h_nt_ctrl_17.png	images/rgb/ncih2170_cart_72h_nt_ctrl_17.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	val	188
predicted_roi/ncih2170_cart_72h_nt_ctrl_18.png	images/rgb/ncih2170_cart_72h_nt_ctrl_18.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	val	102
predicted_roi/ncih2170_cart_72h_nt_ctrl_19.png	images/rgb/ncih2170_cart_72h_nt_ctrl_19.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	val	33
predicted_roi/ncih2170_cart_72h_nt_ctrl_2.png	images/rgb/ncih2170_cart_72h_nt_ctrl_2.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		51
predicted_roi/ncih2170_cart_72h_nt_ctrl_20.png	images/rgb/ncih2170_cart_72h_nt_ctrl_20.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	test	126
predicted_roi/ncih2170_cart_72h_nt_ctrl_21.png	images/rgb/ncih2170_cart_72h_nt_ctrl_21.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	186
predicted_roi/ncih2170_cart_72h_nt_ctrl_22.png	images/rgb/ncih2170_cart_72h_nt_ctrl_22.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		42
predicted_roi/ncih2170_cart_72h_nt_ctrl_24.png	images/rgb/ncih2170_cart_72h_nt_ctrl_24.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	35
predicted_roi/ncih2170_cart_72h_nt_ctrl_25.png	images/rgb/ncih2170_cart_72h_nt_ctrl_25.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		169
predicted_roi/ncih2170_cart_72h_nt_ctrl_26.png	images/rgb/ncih2170_cart_72h_nt_ctrl_26.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	130
predicted_roi/ncih2170_cart_72h_nt_ctrl_27.png	images/rgb/ncih2170_cart_72h_nt_ctrl_27.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		256
predicted_roi/ncih2170_cart_72h_nt_ctrl_28.png	images/rgb/ncih2170_cart_72h_nt_ctrl_28.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	162
predicted_roi/ncih2170_cart_72h_nt_ctrl_29.png	images/rgb/ncih2170_cart_72h_nt_ctrl_29.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		87
predicted_roi/ncih2170_cart_72h_nt_ctrl_3.png	images/rgb/ncih2170_cart_72h_nt_ctrl_3.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		118
predicted_roi/ncih2170_cart_72h_nt_ctrl_30.png	images/rgb/ncih2170_cart_72h_nt_ctrl_30.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		55
predicted_roi/ncih2170_cart_72h_nt_ctrl_31.png	images/rgb/ncih2170_cart_72h_nt_ctrl_31.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		232
predicted_roi/ncih2170_cart_72h_nt_ctrl_32.png	images/rgb/ncih2170_cart_72h_nt_ctrl_32.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	val	201
predicted_roi/ncih2170_cart_72h_nt_ctrl_33.png	images/rgb/ncih2170_cart_72h_nt_ctrl_33.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		39
predicted_roi/ncih2170_cart_72h_nt_ctrl_34.png	images/rgb/ncih2170_cart_72h_nt_ctrl_34.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		128
predicted_roi/ncih2170_cart_72h_nt_ctrl_35.png	images/rgb/ncih2170_cart_72h_nt_ctrl_35.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		246
predicted_roi/ncih2170_cart_72h_nt_ctrl_36.png	images/rgb/ncih2170_cart_72h_nt_ctrl_36.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		257
predicted_roi/ncih2170_cart_72h_nt_ctrl_37.png	images/rgb/ncih2170_cart_72h_nt_ctrl_37.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	val	107
predicted_roi/ncih2170_cart_72h_nt_ctrl_38.png	images/rgb/ncih2170_cart_72h_nt_ctrl_38.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		106
predicted_roi/ncih2170_cart_72h_nt_ctrl_39.png	images/rgb/ncih2170_cart_72h_nt_ctrl_39.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	53
predicted_roi/ncih2170_cart_72h_nt_ctrl_4.png	images/rgb/ncih2170_cart_72h_nt_ctrl_4.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	77
predicted_roi/ncih2170_cart_72h_nt_ctrl_40.png	images/rgb/ncih2170_cart_72h_nt_ctrl_40.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		182
predicted_roi/ncih2170_cart_72h_nt_ctrl_41.png	images/rgb/ncih2170_cart_72h_nt_ctrl_41.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	142
predicted_roi/ncih2170_cart_72h_nt_ctrl_42.png	images/rgb/ncih2170_cart_72h_nt_ctrl_42.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		136
predicted_roi/ncih2170_cart_72h_nt_ctrl_43.png	images/rgb/ncih2170_cart_72h_nt_ctrl_43.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	142
predicted_roi/ncih2170_cart_72h_nt_ctrl_44.png	images/rgb/ncih2170_cart_72h_nt_ctrl_44.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	75
predicted_roi/ncih2170_cart_72h_nt_ctrl_45.png	images/rgb/ncih2170_cart_72h_nt_ctrl_45.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	188
predicted_roi/ncih2170_cart_72h_nt_ctrl_46.png	images/rgb/ncih2170_cart_72h_nt_ctrl_46.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	test	242
predicted_roi/ncih2170_cart_72h_nt_ctrl_47.png	images/rgb/ncih2170_cart_72h_nt_ctrl_47.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	157
predicted_roi/ncih2170_cart_72h_nt_ctrl_48.png	images/rgb/ncih2170_cart_72h_nt_ctrl_48.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	60
predicted_roi/ncih2170_cart_72h_nt_ctrl_49.png	images/rgb/ncih2170_cart_72h_nt_ctrl_49.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	test	65
predicted_roi/ncih2170_cart_72h_nt_ctrl_5.png	images/rgb/ncih2170_cart_72h_nt_ctrl_5.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		122
predicted_roi/ncih2170_cart_72h_nt_ctrl_50.png	images/rgb/ncih2170_cart_72h_nt_ctrl_50.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		91
predicted_roi/ncih2170_cart_72h_nt_ctrl_51.png	images/rgb/ncih2170_cart_72h_nt_ctrl_51.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		79
predicted_roi/ncih2170_cart_72h_nt_ctrl_52.png	images/rgb/ncih2170_cart_72h_nt_ctrl_52.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	136
predicted_roi/ncih2170_cart_72h_nt_ctrl_53.png	images/rgb/ncih2170_cart_72h_nt_ctrl_53.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		180
predicted_roi/ncih2170_cart_72h_nt_ctrl_54.png	images/rgb/ncih2170_cart_72h_nt_ctrl_54.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	245
predicted_roi/ncih2170_cart_72h_nt_ctrl_55.png	images/rgb/ncih2170_cart_72h_nt_ctrl_55.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	216
predicted_roi/ncih2170_cart_72h_nt_ctrl_56.png	images/rgb/ncih2170_cart_72h_nt_ctrl_56.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	246
predicted_roi/ncih2170_cart_72h_nt_ctrl_57.png	images/rgb/ncih2170_cart_72h_nt_ctrl_57.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	test	119
predicted_roi/ncih2170_cart_72h_nt_ctrl_58.png	images/rgb/ncih2170_cart_72h_nt_ctrl_58.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	211
predicted_roi/ncih2170_cart_72h_nt_ctrl_59.png	images/rgb/ncih2170_cart_72h_nt_ctrl_59.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	val	160
predicted_roi/ncih2170_cart_72h_nt_ctrl_6.png	images/rgb/ncih2170_cart_72h_nt_ctrl_6.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	train	51
predicted_roi/ncih2170_cart_72h_nt_ctrl_60.png	images/rgb/ncih2170_cart_72h_nt_ctrl_60.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	extension		297
predicted_roi/ncih2170_cart_72h_nt_ctrl_61.png	images/rgb/ncih2170_cart_72h_nt_ctrl_61.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	test	223
predicted_roi/ncih2170_cart_72h_nt_ctrl_62.png	images/rgb/ncih2170_cart_72h_nt_ctrl_62.tif	Region of interest mask (metaphase spread, binary)	Automated prediction	NCI-H2170	cart_72h_nt_ctrl	benchmark	val	168
