model,split,cell_line_display,density_bin,gt_count,pred_count,abs_error,signed_error,gt_count_plot,pred_count_plot,unique_id
Label Engine,train,NCI-H2170,150-299,250,248,2,-2,251,249,1996
Label Engine,train,NCI-H2170,150-299,250,208,42,-42,251,209,1997
Label Engine,test,NCI-H2170,150-299,251,219,32,-32,252,220,1998
Label Engine,train,SNU16,150-299,251,229,22,-22,252,230,1999
Label Engine,test,NCI-H2170,150-299,252,244,8,-8,253,245,2000
Label Engine,train,NCI-H2170,150-299,252,228,24,-24,253,229,2001
Label Engine,train,NCI-H2170,150-299,252,242,10,-10,253,243,2002
Label Engine,train,NCI-H2170,150-299,254,255,1,1,255,256,2003
Label Engine,val,SNU16,150-299,254,240,14,-14,255,241,2004
Label Engine,train,NCI-H2170,150-299,255,239,16,-16,256,240,2005
Label Engine,train,NCI-H2170,150-299,256,301,45,45,257,302,2006
Label Engine,train,SNU16,150-299,256,206,50,-50,257,207,2007
Label Engine,train,NCI-H2170,150-299,257,195,62,-62,258,196,2008
Label Engine,train,NCI-H2170,150-299,257,254,3,-3,258,255,2009
Label Engine,train,NCI-H2170,150-299,258,185,73,-73,259,186,2010
Label Engine,train,NCI-H2170,150-299,258,202,56,-56,259,203,2011
Label Engine,train,NCI-H2170,150-299,259,240,19,-19,260,241,2012
Label Engine,train,NCI-H2170,150-299,259,260,1,1,260,261,2013
Label Engine,train,NCI-H2170,150-299,259,117,142,-142,260,118,2014
Label Engine,train,NCI-H2170,150-299,259,224,35,-35,260,225,2015
Label Engine,train,NCI-H2170,150-299,260,292,32,32,261,293,2016
Label Engine,train,NCI-H2170,150-299,260,242,18,-18,261,243,2017
Label Engine,train,NCI-H2170,150-299,261,265,4,4,262,266,2018
Label Engine,train,NCI-H2170,150-299,261,193,68,-68,262,194,2019
Label Engine,train,SNU16,150-299,261,190,71,-71,262,191,2020
Label Engine,train,NCI-H2170,150-299,262,225,37,-37,263,226,2021
Label Engine,train,NCI-H2170,150-299,262,226,36,-36,263,227,2022
Label Engine,train,NCI-H716,150-299,262,154,108,-108,263,155,2023
Label Engine,train,NCI-H2170,150-299,264,289,25,25,265,290,2024
Label Engine,train,NCI-H2170,150-299,265,249,16,-16,266,250,2025
Label Engine,train,NCI-H2170,150-299,265,221,44,-44,266,222,2026
Label Engine,train,SNU16,150-299,265,235,30,-30,266,236,2027
Label Engine,val,NCI-H2170,150-299,266,265,1,-1,267,266,2028
Label Engine,train,NCI-H2170,150-299,266,260,6,-6,267,261,2029
Label Engine,train,SNU16,150-299,267,234,33,-33,268,235,2030
Label Engine,train,SNU16,150-299,268,115,153,-153,269,116,2031
Label Engine,test,SNU16,150-299,270,145,125,-125,271,146,2032
Label Engine,train,SNU16,150-299,271,157,114,-114,272,158,2033
Label Engine,train,SNU16,150-299,271,91,180,-180,272,92,2034
Label Engine,test,SNU16,150-299,271,211,60,-60,272,212,2035
Label Engine,val,NCI-H2170,150-299,273,235,38,-38,274,236,2036
Label Engine,train,NCI-H716,150-299,273,227,46,-46,274,228,2037
Label Engine,train,NCI-H2170,150-299,274,248,26,-26,275,249,2038
Label Engine,test,NCI-H2170,150-299,274,257,17,-17,275,258,2039
Label Engine,train,NCI-H2170,150-299,274,263,11,-11,275,264,2040
Label Engine,train,NCI-H2170,150-299,274,209,65,-65,275,210,2041
Label Engine,train,NCI-H716,150-299,274,147,127,-127,275,148,2042
Label Engine,val,SNU16,150-299,274,50,224,-224,275,51,2043
Label Engine,train,NCI-H2170,150-299,276,252,24,-24,277,253,2044
Label Engine,train,NCI-H2170,150-299,277,294,17,17,278,295,2045
Label Engine,test,NCI-H2170,150-299,278,244,34,-34,279,245,2046
Label Engine,train,NCI-H2170,150-299,278,253,25,-25,279,254,2047
Label Engine,train,SNU16,150-299,279,40,239,-239,280,41,2048
Label Engine,train,NCI-H2170,150-299,280,270,10,-10,281,271,2049
Label Engine,val,NCI-H2170,150-299,281,280,1,-1,282,281,2050
Label Engine,val,NCI-H2170,150-299,281,271,10,-10,282,272,2051
Label Engine,val,NCI-H2170,150-299,281,273,8,-8,282,274,2052
Label Engine,train,NCI-H716,150-299,281,196,85,-85,282,197,2053
Label Engine,train,NCI-H2170,150-299,282,289,7,7,283,290,2054
Label Engine,train,NCI-H2170,150-299,282,280,2,-2,283,281,2055
Label Engine,train,NCI-H2170,150-299,283,282,1,-1,284,283,2056
Label Engine,train,NCI-H2170,150-299,283,304,21,21,284,305,2057
Label Engine,train,NCI-H2170,150-299,283,222,61,-61,284,223,2058
Label Engine,test,NCI-H2170,150-299,284,315,31,31,285,316,2059
Label Engine,train,NCI-H2170,150-299,284,293,9,9,285,294,2060
Label Engine,train,NCI-H2170,150-299,285,289,4,4,286,290,2061
Label Engine,train,NCI-H2170,150-299,286,240,46,-46,287,241,2062
Label Engine,train,SNU16,150-299,286,194,92,-92,287,195,2063
Label Engine,train,NCI-H2170,150-299,287,293,6,6,288,294,2064
Label Engine,train,NCI-H2170,150-299,287,246,41,-41,288,247,2065
Label Engine,train,NCI-H2170,150-299,288,265,23,-23,289,266,2066
Label Engine,train,NCI-H2170,150-299,289,309,20,20,290,310,2067
Label Engine,train,SNU16,150-299,289,162,127,-127,290,163,2068
Label Engine,train,NCI-H2170,150-299,290,277,13,-13,291,278,2069
Label Engine,train,NCI-H2170,150-299,291,256,35,-35,292,257,2070
Label Engine,train,NCI-H2170,150-299,291,176,115,-115,292,177,2071
Label Engine,train,NCI-H716,150-299,291,133,158,-158,292,134,2072
Label Engine,train,NCI-H2170,150-299,292,284,8,-8,293,285,2073
Label Engine,train,NCI-H2170,150-299,292,285,7,-7,293,286,2074
Label Engine,train,NCI-H2170,150-299,292,274,18,-18,293,275,2075
Label Engine,test,NCI-H2170,150-299,296,303,7,7,297,304,2076
Label Engine,test,NCI-H2170,150-299,296,271,25,-25,297,272,2077
Label Engine,val,NCI-H2170,150-299,296,329,33,33,297,330,2078
Label Engine,train,NCI-H2170,150-299,297,315,18,18,298,316,2079
Label Engine,train,SNU16,150-299,297,184,113,-113,298,185,2080
Label Engine,train,NCI-H2170,150-299,299,298,1,-1,300,299,2081
Label Engine,test,NCI-H2170,150-299,299,313,14,14,300,314,2082
Label Engine,train,NCI-H2170,150-299,299,270,29,-29,300,271,2083
Label Engine,test,NCI-H2170,300+,300,296,4,-4,301,297,2084
Label Engine,train,SNU16,300+,301,81,220,-220,302,82,2085
Label Engine,test,NCI-H2170,300+,302,287,15,-15,303,288,2086
Label Engine,val,NCI-H2170,300+,302,234,68,-68,303,235,2087
Label Engine,val,NCI-H2170,300+,303,247,56,-56,304,248,2088
Label Engine,train,SNU16,300+,303,299,4,-4,304,300,2089
Label Engine,train,NCI-H2170,300+,305,321,16,16,306,322,2090
Label Engine,train,NCI-H2170,300+,307,300,7,-7,308,301,2091
Label Engine,train,NCI-H2170,300+,307,282,25,-25,308,283,2092
Label Engine,test,NCI-H2170,300+,308,285,23,-23,309,286,2093
Label Engine,train,NCI-H2170,300+,308,253,55,-55,309,254,2094
Label Engine,test,SNU16,300+,309,407,98,98,310,408,2095
Label Engine,train,SNU16,300+,311,133,178,-178,312,134,2096
Label Engine,train,SNU16,300+,313,123,190,-190,314,124,2097
Label Engine,train,SNU16,300+,313,70,243,-243,314,71,2098
Label Engine,train,NCI-H2170,300+,314,279,35,-35,315,280,2099
Label Engine,train,NCI-H2170,300+,314,290,24,-24,315,291,2100
Label Engine,train,NCI-H2170,300+,314,276,38,-38,315,277,2101
Label Engine,val,NCI-H2170,300+,314,218,96,-96,315,219,2102
Label Engine,test,NCI-H2170,300+,316,303,13,-13,317,304,2103
Label Engine,train,SNU16,300+,317,287,30,-30,318,288,2104
Label Engine,train,NCI-H2170,300+,318,346,28,28,319,347,2105
Label Engine,train,NCI-H2170,300+,318,234,84,-84,319,235,2106
Label Engine,test,NCI-H2170,300+,318,281,37,-37,319,282,2107
Label Engine,train,NCI-H2170,300+,319,226,93,-93,320,227,2108
Label Engine,train,SNU16,300+,320,311,9,-9,321,312,2109
Label Engine,train,SNU16,300+,321,825,504,504,322,826,2110
Label Engine,train,NCI-H716,300+,322,155,167,-167,323,156,2111
Label Engine,train,NCI-H2170,300+,323,200,123,-123,324,201,2112
Label Engine,train,NCI-H2170,300+,323,308,15,-15,324,309,2113
Label Engine,val,NCI-H2170,300+,324,316,8,-8,325,317,2114
Label Engine,test,SNU16,300+,324,218,106,-106,325,219,2115
Label Engine,train,NCI-H2170,300+,325,320,5,-5,326,321,2116
Label Engine,test,SNU16,300+,325,241,84,-84,326,242,2117
Label Engine,train,NCI-H2170,300+,328,308,20,-20,329,309,2118
Label Engine,test,NCI-H2170,300+,328,255,73,-73,329,256,2119
Label Engine,train,NCI-H2170,300+,329,403,74,74,330,404,2120
Label Engine,train,NCI-H2170,300+,329,305,24,-24,330,306,2121
Label Engine,train,NCI-H2170,300+,329,331,2,2,330,332,2122
Label Engine,test,NCI-H2170,300+,330,309,21,-21,331,310,2123
Label Engine,train,NCI-H2170,300+,332,304,28,-28,333,305,2124
Label Engine,train,NCI-H2170,300+,333,303,30,-30,334,304,2125
Label Engine,train,NCI-H2170,300+,335,304,31,-31,336,305,2126
Label Engine,train,NCI-H2170,300+,337,341,4,4,338,342,2127
Label Engine,train,NCI-H2170,300+,339,341,2,2,340,342,2128
Label Engine,test,NCI-H2170,300+,340,360,20,20,341,361,2129
Label Engine,test,NCI-H2170,300+,341,325,16,-16,342,326,2130
Label Engine,test,NCI-H2170,300+,341,321,20,-20,342,322,2131
Label Engine,train,SNU16,300+,341,255,86,-86,342,256,2132
Label Engine,val,NCI-H2170,300+,343,334,9,-9,344,335,2133
Label Engine,train,NCI-H2170,300+,344,347,3,3,345,348,2134
Label Engine,train,NCI-H2170,300+,348,217,131,-131,349,218,2135
Label Engine,train,NCI-H2170,300+,349,317,32,-32,350,318,2136
Label Engine,train,NCI-H716,300+,349,287,62,-62,350,288,2137
Label Engine,train,NCI-H2170,300+,350,400,50,50,351,401,2138
Label Engine,train,NCI-H716,300+,350,214,136,-136,351,215,2139
Label Engine,val,NCI-H2170,300+,352,277,75,-75,353,278,2140
Label Engine,train,NCI-H2170,300+,354,342,12,-12,355,343,2141
Label Engine,train,NCI-H2170,300+,355,341,14,-14,356,342,2142
Label Engine,test,NCI-H2170,300+,358,389,31,31,359,390,2143
Label Engine,train,NCI-H2170,300+,359,323,36,-36,360,324,2144
Label Engine,val,NCI-H2170,300+,359,399,40,40,360,400,2145
Label Engine,train,NCI-H2170,300+,362,335,27,-27,363,336,2146
Label Engine,test,NCI-H2170,300+,365,328,37,-37,366,329,2147
Label Engine,val,SNU16,300+,366,267,99,-99,367,268,2148
Label Engine,val,NCI-H2170,300+,368,289,79,-79,369,290,2149
Label Engine,train,NCI-H716,300+,368,237,131,-131,369,238,2150
Label Engine,train,SNU16,300+,368,227,141,-141,369,228,2151
Label Engine,train,NCI-H716,300+,369,257,112,-112,370,258,2152
Label Engine,train,NCI-H2170,300+,370,339,31,-31,371,340,2153
Label Engine,train,SNU16,300+,370,233,137,-137,371,234,2154
Label Engine,train,NCI-H2170,300+,371,363,8,-8,372,364,2155
Label Engine,train,SNU16,300+,372,241,131,-131,373,242,2156
Label Engine,train,NCI-H2170,300+,373,383,10,10,374,384,2157
Label Engine,train,SNU16,300+,374,284,90,-90,375,285,2158
Label Engine,train,NCI-H2170,300+,375,378,3,3,376,379,2159
Label Engine,train,NCI-H2170,300+,375,365,10,-10,376,366,2160
Label Engine,train,NCI-H2170,300+,375,404,29,29,376,405,2161
Label Engine,test,NCI-H2170,300+,375,352,23,-23,376,353,2162
Label Engine,train,NCI-H2170,300+,376,368,8,-8,377,369,2163
Label Engine,train,SNU16,300+,376,362,14,-14,377,363,2164
Label Engine,train,NCI-H2170,300+,378,368,10,-10,379,369,2165
Label Engine,val,NCI-H2170,300+,378,339,39,-39,379,340,2166
Label Engine,val,SNU16,300+,380,226,154,-154,381,227,2167
Label Engine,train,NCI-H2170,300+,382,395,13,13,383,396,2168
Label Engine,val,SNU16,300+,382,506,124,124,383,507,2169
Label Engine,train,NCI-H716,300+,386,214,172,-172,387,215,2170
Label Engine,train,NCI-H2170,300+,390,378,12,-12,391,379,2171
Label Engine,train,NCI-H2170,300+,390,269,121,-121,391,270,2172
Label Engine,train,NCI-H2170,300+,391,418,27,27,392,419,2173
Label Engine,train,SNU16,300+,392,277,115,-115,393,278,2174
Label Engine,train,SNU16,300+,394,203,191,-191,395,204,2175
Label Engine,train,NCI-H2170,300+,395,373,22,-22,396,374,2176
Label Engine,test,NCI-H2170,300+,396,412,16,16,397,413,2177
Label Engine,train,NCI-H2170,300+,396,329,67,-67,397,330,2178
Label Engine,train,NCI-H2170,300+,396,340,56,-56,397,341,2179
Label Engine,train,NCI-H2170,300+,398,472,74,74,399,473,2180
Label Engine,test,NCI-H2170,300+,400,336,64,-64,401,337,2181
Label Engine,train,NCI-H2170,300+,402,378,24,-24,403,379,2182
Label Engine,train,NCI-H2170,300+,402,389,13,-13,403,390,2183
Label Engine,val,NCI-H2170,300+,402,380,22,-22,403,381,2184
Label Engine,test,NCI-H2170,300+,403,395,8,-8,404,396,2185
Label Engine,train,NCI-H2170,300+,404,396,8,-8,405,397,2186
Label Engine,test,NCI-H2170,300+,406,218,188,-188,407,219,2187
Label Engine,train,NCI-H2170,300+,406,322,84,-84,407,323,2188
Label Engine,train,NCI-H2170,300+,407,348,59,-59,408,349,2189
Label Engine,test,NCI-H2170,300+,411,393,18,-18,412,394,2190
Label Engine,train,NCI-H2170,300+,413,390,23,-23,414,391,2191
Label Engine,train,SNU16,300+,413,385,28,-28,414,386,2192
Label Engine,val,SNU16,300+,415,112,303,-303,416,113,2193
Label Engine,train,NCI-H2170,300+,418,438,20,20,419,439,2194
Label Engine,train,NCI-H2170,300+,419,302,117,-117,420,303,2195
Label Engine,test,SNU16,300+,422,302,120,-120,423,303,2196
Label Engine,train,NCI-H2170,300+,425,442,17,17,426,443,2197
Label Engine,val,SNU16,300+,426,307,119,-119,427,308,2198
Label Engine,val,NCI-H2170,300+,430,406,24,-24,431,407,2199
Label Engine,train,NCI-H2170,300+,431,417,14,-14,432,418,2200
Label Engine,train,SNU16,300+,433,228,205,-205,434,229,2201
Label Engine,train,NCI-H2170,300+,434,409,25,-25,435,410,2202
Label Engine,train,SNU16,300+,434,241,193,-193,435,242,2203
Label Engine,train,NCI-H2170,300+,436,387,49,-49,437,388,2204
Label Engine,train,NCI-H2170,300+,438,370,68,-68,439,371,2205
Label Engine,train,NCI-H2170,300+,438,402,36,-36,439,403,2206
Label Engine,train,NCI-H2170,300+,441,439,2,-2,442,440,2207
Label Engine,val,NCI-H2170,300+,442,472,30,30,443,473,2208
Label Engine,train,SNU16,300+,444,86,358,-358,445,87,2209
Label Engine,test,NCI-H2170,300+,445,363,82,-82,446,364,2210
Label Engine,test,NCI-H2170,300+,446,457,11,11,447,458,2211
Label Engine,train,NCI-H2170,300+,446,434,12,-12,447,435,2212
Label Engine,val,NCI-H2170,300+,451,366,85,-85,452,367,2213
Label Engine,train,NCI-H2170,300+,453,469,16,16,454,470,2214
Label Engine,train,NCI-H2170,300+,456,461,5,5,457,462,2215
Label Engine,train,NCI-H2170,300+,458,427,31,-31,459,428,2216
Label Engine,train,SNU16,300+,459,238,221,-221,460,239,2217
Label Engine,train,NCI-H2170,300+,460,419,41,-41,461,420,2218
Label Engine,train,NCI-H2170,300+,462,408,54,-54,463,409,2219
Label Engine,train,NCI-H716,300+,468,401,67,-67,469,402,2220
Label Engine,train,SNU16,300+,471,382,89,-89,472,383,2221
Label Engine,test,NCI-H2170,300+,472,351,121,-121,473,352,2222
Label Engine,val,NCI-H2170,300+,473,412,61,-61,474,413,2223
Label Engine,train,NCI-H2170,300+,475,395,80,-80,476,396,2224
Label Engine,train,NCI-H2170,300+,478,274,204,-204,479,275,2225
Label Engine,test,NCI-H2170,300+,478,468,10,-10,479,469,2226
Label Engine,train,NCI-H2170,300+,479,450,29,-29,480,451,2227
Label Engine,train,SNU16,300+,481,121,360,-360,482,122,2228
Label Engine,train,NCI-H2170,300+,489,464,25,-25,490,465,2229
Label Engine,train,NCI-H2170,300+,491,490,1,-1,492,491,2230
Label Engine,train,NCI-H2170,300+,495,420,75,-75,496,421,2231
Label Engine,train,NCI-H2170,300+,497,459,38,-38,498,460,2232
Label Engine,train,NCI-H2170,300+,497,439,58,-58,498,440,2233
Label Engine,train,NCI-H2170,300+,498,465,33,-33,499,466,2234
Label Engine,test,SNU16,300+,499,119,380,-380,500,120,2235
Label Engine,train,NCI-H2170,300+,503,461,42,-42,504,462,2236
Label Engine,train,NCI-H2170,300+,504,493,11,-11,505,494,2237
Label Engine,train,NCI-H2170,300+,505,517,12,12,506,518,2238
Label Engine,train,NCI-H2170,300+,506,446,60,-60,507,447,2239
Label Engine,train,NCI-H2170,300+,513,471,42,-42,514,472,2240
Label Engine,train,NCI-H2170,300+,517,471,46,-46,518,472,2241
Label Engine,val,NCI-H2170,300+,520,465,55,-55,521,466,2242
Label Engine,train,NCI-H2170,300+,520,515,5,-5,521,516,2243
Label Engine,test,NCI-H2170,300+,521,484,37,-37,522,485,2244
Label Engine,train,NCI-H2170,300+,523,474,49,-49,524,475,2245
Label Engine,val,NCI-H2170,300+,526,505,21,-21,527,506,2246
Label Engine,train,SNU16,300+,527,271,256,-256,528,272,2247
Label Engine,train,NCI-H2170,300+,534,525,9,-9,535,526,2248
Label Engine,train,NCI-H2170,300+,536,443,93,-93,537,444,2249
Label Engine,test,NCI-H2170,300+,539,549,10,10,540,550,2250
Label Engine,val,NCI-H2170,300+,557,492,65,-65,558,493,2251
Label Engine,test,NCI-H2170,300+,559,580,21,21,560,581,2252
Label Engine,train,NCI-H2170,300+,560,538,22,-22,561,539,2253
Label Engine,val,NCI-H2170,300+,567,519,48,-48,568,520,2254
Label Engine,train,NCI-H2170,300+,572,574,2,2,573,575,2255
Label Engine,train,NCI-H2170,300+,574,515,59,-59,575,516,2256
Label Engine,train,NCI-H2170,300+,589,560,29,-29,590,561,2257
Label Engine,train,NCI-H2170,300+,597,555,42,-42,598,556,2258
Label Engine,train,NCI-H2170,300+,597,525,72,-72,598,526,2259
Label Engine,train,NCI-H2170,300+,604,571,33,-33,605,572,2260
Label Engine,train,NCI-H2170,300+,604,624,20,20,605,625,2261
Label Engine,train,NCI-H2170,300+,611,567,44,-44,612,568,2262
Label Engine,train,NCI-H2170,300+,611,579,32,-32,612,580,2263
Label Engine,train,NCI-H2170,300+,613,615,2,2,614,616,2264
Label Engine,train,SNU16,300+,635,480,155,-155,636,481,2265
Label Engine,train,SNU16,300+,637,586,51,-51,638,587,2266
Label Engine,test,NCI-H2170,300+,642,578,64,-64,643,579,2267
Label Engine,train,SNU16,300+,663,376,287,-287,664,377,2268
Label Engine,train,NCI-H2170,300+,664,555,109,-109,665,556,2269
Label Engine,train,SNU16,300+,664,511,153,-153,665,512,2270
Label Engine,test,SNU16,300+,670,410,260,-260,671,411,2271
Label Engine,train,NCI-H2170,300+,676,682,6,6,677,683,2272
Label Engine,val,SNU16,300+,705,404,301,-301,706,405,2273
Label Engine,train,NCI-H2170,300+,742,661,81,-81,743,662,2274
Label Engine,val,NCI-H2170,300+,763,766,3,3,764,767,2275
Label Engine,train,NCI-H2170,300+,769,757,12,-12,770,758,2276
Label Engine,train,NCI-H2170,300+,783,663,120,-120,784,664,2277
Label Engine,train,NCI-H2170,300+,801,773,28,-28,802,774,2278
Label Engine,train,NCI-H2170,300+,829,824,5,-5,830,825,2279
Label Engine,train,NCI-H2170,300+,832,880,48,48,833,881,2280
Label Engine,val,NCI-H2170,300+,835,754,81,-81,836,755,2281
Label Engine,train,NCI-H2170,300+,843,859,16,16,844,860,2282
Label Engine,train,NCI-H2170,300+,862,728,134,-134,863,729,2283
Label Engine,val,NCI-H2170,300+,867,866,1,-1,868,867,2284
Label Engine,train,NCI-H2170,300+,909,826,83,-83,910,827,2285
Label Engine,test,NCI-H2170,300+,912,871,41,-41,913,872,2286
Label Engine,train,SNU16,300+,990,591,399,-399,991,592,2287
Label Engine,train,SNU16,300+,1231,113,1118,-1118,1232,114,2288
Label Engine,train,NCI-H2170,300+,1687,1641,46,-46,1688,1642,2289
ecCount (threshold mask),train,COLO320DM,0-9,1,60,59,59,2,61,4580
ecCount (threshold mask),train,COLO320DM,0-9,4,3,1,-1,5,4,4581
ecCount (threshold mask),test,COLO320DM,0-9,4,40,36,36,5,41,4582
ecCount (threshold mask),train,COLO320DM,0-9,4,26,22,22,5,27,4583
ecCount (threshold mask),val,COLO320DM,0-9,4,22,18,18,5,23,4584
ecCount (threshold mask),train,COLO320DM,0-9,7,5,2,-2,8,6,4585
ecCount (threshold mask),val,NCI-H2170,0-9,9,11,2,2,10,12,4586
ecCount (threshold mask),train,COLO320DM,10-49,10,11,1,1,11,12,4587
ecCount (threshold mask),train,COLO320DM,10-49,12,9,3,-3,13,10,4588
ecCount (threshold mask),val,COLO320DM,10-49,13,16,3,3,14,17,4589
ecCount (threshold mask),train,COLO320DM,10-49,15,15,0,0,16,16,4590
ecCount (threshold mask),train,COLO320DM,10-49,15,18,3,3,16,19,4591
ecCount (threshold mask),train,NCI-H2170,10-49,15,20,5,5,16,21,4592
ecCount (threshold mask),test,NCI-H2170,10-49,15,16,1,1,16,17,4593
ecCount (threshold mask),train,COLO320DM,10-49,16,19,3,3,17,20,4594
ecCount (threshold mask),train,NCI-H2170,10-49,16,17,1,1,17,18,4595
ecCount (threshold mask),val,NCI-H2170,10-49,17,17,0,0,18,18,4596
ecCount (threshold mask),val,COLO320DM,10-49,18,15,3,-3,19,16,4597
ecCount (threshold mask),train,NCI-H2170,10-49,18,21,3,3,19,22,4598
ecCount (threshold mask),train,COLO320DM,10-49,22,22,0,0,23,23,4599
ecCount (threshold mask),test,COLO320DM,10-49,22,26,4,4,23,27,4600
ecCount (threshold mask),train,NCI-H2170,10-49,22,26,4,4,23,27,4601
ecCount (threshold mask),train,COLO320DM,10-49,23,25,2,2,24,26,4602
ecCount (threshold mask),test,COLO320DM,10-49,24,20,4,-4,25,21,4603
ecCount (threshold mask),train,NCI-H2170,10-49,24,23,1,-1,25,24,4604
ecCount (threshold mask),train,NCI-H2170,10-49,24,22,2,-2,25,23,4605
ecCount (threshold mask),val,NCI-H2170,10-49,24,28,4,4,25,29,4606
ecCount (threshold mask),train,COLO320DM,10-49,26,29,3,3,27,30,4607
ecCount (threshold mask),train,NCI-H2170,10-49,26,26,0,0,27,27,4608
ecCount (threshold mask),train,COLO320DM,10-49,27,27,0,0,28,28,4609
ecCount (threshold mask),train,NCI-H2170,10-49,27,27,0,0,28,28,4610
ecCount (threshold mask),train,NCI-H2170,10-49,27,28,1,1,28,29,4611
ecCount (threshold mask),train,COLO320DM,10-49,30,27,3,-3,31,28,4612
ecCount (threshold mask),train,COLO320DM,10-49,30,30,0,0,31,31,4613
ecCount (threshold mask),train,NCI-H2170,10-49,30,27,3,-3,31,28,4614
ecCount (threshold mask),test,COLO320DM,10-49,31,26,5,-5,32,27,4615
ecCount (threshold mask),test,COLO320DM,10-49,32,31,1,-1,33,32,4616
ecCount (threshold mask),train,COLO320DM,10-49,32,32,0,0,33,33,4617
ecCount (threshold mask),train,NCI-H2170,10-49,32,39,7,7,33,40,4618
ecCount (threshold mask),val,NCI-H2170,10-49,33,33,0,0,34,34,4619
ecCount (threshold mask),train,COLO320DM,10-49,34,35,1,1,35,36,4620
ecCount (threshold mask),train,NCI-H2170,10-49,34,33,1,-1,35,34,4621
ecCount (threshold mask),train,COLO320DM,10-49,35,31,4,-4,36,32,4622
ecCount (threshold mask),train,NCI-H2170,10-49,35,33,2,-2,36,34,4623
ecCount (threshold mask),val,NCI-H2170,10-49,35,36,1,1,36,37,4624
ecCount (threshold mask),train,NCI-H2170,10-49,35,42,7,7,36,43,4625
ecCount (threshold mask),val,NCI-H2170,10-49,35,28,7,-7,36,29,4626
ecCount (threshold mask),train,COLO320DM,10-49,36,38,2,2,37,39,4627
ecCount (threshold mask),test,NCI-H2170,10-49,36,32,4,-4,37,33,4628
ecCount (threshold mask),train,NCI-H2170,10-49,36,34,2,-2,37,35,4629
ecCount (threshold mask),train,COLO320DM,10-49,37,36,1,-1,38,37,4630
ecCount (threshold mask),test,NCI-H2170,10-49,38,38,0,0,39,39,4631
ecCount (threshold mask),train,COLO320DM,10-49,39,41,2,2,40,42,4632
ecCount (threshold mask),train,NCI-H2170,10-49,39,38,1,-1,40,39,4633
ecCount (threshold mask),val,COLO320DM,10-49,40,39,1,-1,41,40,4634
ecCount (threshold mask),test,NCI-H2170,10-49,40,39,1,-1,41,40,4635
ecCount (threshold mask),train,NCI-H2170,10-49,40,39,1,-1,41,40,4636
ecCount (threshold mask),train,COLO320DM,10-49,41,39,2,-2,42,40,4637
ecCount (threshold mask),test,COLO320DM,10-49,41,49,8,8,42,50,4638
ecCount (threshold mask),train,NCI-H2170,10-49,41,40,1,-1,42,41,4639
ecCount (threshold mask),train,NCI-H2170,10-49,41,43,2,2,42,44,4640
ecCount (threshold mask),train,NCI-H2170,10-49,41,32,9,-9,42,33,4641
ecCount (threshold mask),train,NCI-H2170,10-49,42,49,7,7,43,50,4642
ecCount (threshold mask),train,NCI-H2170,10-49,43,43,0,0,44,44,4643
ecCount (threshold mask),train,NCI-H2170,10-49,43,47,4,4,44,48,4644
ecCount (threshold mask),train,NCI-H2170,10-49,43,38,5,-5,44,39,4645
ecCount (threshold mask),train,COLO320DM,10-49,44,42,2,-2,45,43,4646
ecCount (threshold mask),train,NCI-H2170,10-49,44,42,2,-2,45,43,4647
ecCount (threshold mask),test,NCI-H2170,10-49,44,35,9,-9,45,36,4648
ecCount (threshold mask),train,COLO320DM,10-49,45,51,6,6,46,52,4649
ecCount (threshold mask),train,COLO320DM,10-49,45,50,5,5,46,51,4650
ecCount (threshold mask),train,NCI-H2170,10-49,45,44,1,-1,46,45,4651
ecCount (threshold mask),train,COLO320DM,10-49,46,46,0,0,47,47,4652
ecCount (threshold mask),test,NCI-H2170,10-49,46,41,5,-5,47,42,4653
ecCount (threshold mask),val,NCI-H2170,10-49,46,57,11,11,47,58,4654
ecCount (threshold mask),train,NCI-H2170,10-49,46,51,5,5,47,52,4655
ecCount (threshold mask),train,NCI-H2170,10-49,46,44,2,-2,47,45,4656
ecCount (threshold mask),train,COLO320DM,10-49,47,46,1,-1,48,47,4657
ecCount (threshold mask),train,NCI-H2170,10-49,47,53,6,6,48,54,4658
ecCount (threshold mask),train,NCI-H2170,10-49,47,47,0,0,48,48,4659
ecCount (threshold mask),val,NCI-H2170,10-49,47,52,5,5,48,53,4660
ecCount (threshold mask),test,NCI-H2170,10-49,48,54,6,6,49,55,4661
ecCount (threshold mask),val,NCI-H2170,10-49,48,28,20,-20,49,29,4662
ecCount (threshold mask),val,NCI-H2170,10-49,48,49,1,1,49,50,4663
ecCount (threshold mask),test,COLO320DM,10-49,49,39,10,-10,50,40,4664
ecCount (threshold mask),train,NCI-H2170,10-49,49,48,1,-1,50,49,4665
ecCount (threshold mask),train,NCI-H2170,50-149,50,42,8,-8,51,43,4666
ecCount (threshold mask),train,NCI-H2170,50-149,50,46,4,-4,51,47,4667
ecCount (threshold mask),train,COLO320DM,50-149,51,47,4,-4,52,48,4668
ecCount (threshold mask),test,NCI-H2170,50-149,51,41,10,-10,52,42,4669
ecCount (threshold mask),train,NCI-H2170,50-149,51,51,0,0,52,52,4670
ecCount (threshold mask),val,NCI-H2170,50-149,51,63,12,12,52,64,4671
ecCount (threshold mask),train,NCI-H2170,50-149,51,46,5,-5,52,47,4672
ecCount (threshold mask),train,COLO320DM,50-149,52,50,2,-2,53,51,4673
