unique_id,cell_line,coord_count_npy,ecDNA_gt,delta_coord_minus_gt,abs_delta
ncih2170_antibiotics_ps_108_a,NCI-H2170,957,944,13,13
ncih2170_antibiotics_ps_108_b,NCI-H2170,114,112,2,2
ncih2170_antibiotics_ps_109,NCI-H2170,199,199,0,0
ncih2170_antibiotics_ps_110,NCI-H2170,230,230,0,0
ncih2170_antibiotics_ps_111,NCI-H2170,186,186,0,0
ncih2170_antibiotics_ps_112,NCI-H2170,79,79,0,0
ncih2170_antibiotics_ps_113_a,NCI-H2170,121,121,0,0
ncih2170_antibiotics_ps_113_b,NCI-H2170,142,142,0,0
ncih2170_antibiotics_ps_114,NCI-H2170,293,287,6,6
ncih2170_antibiotics_ps_11_a,NCI-H2170,99,99,0,0
ncih2170_antibiotics_ps_11_a_unfinished,NCI-H2170,49,49,0,0
ncih2170_antibiotics_ps_11_b,NCI-H2170,52,52,0,0
ncih2170_antibiotics_ps_12,NCI-H2170,129,129,0,0
ncih2170_antibiotics_ps_13,NCI-H2170,398,398,0,0
ncih2170_antibiotics_ps_14,NCI-H2170,66,65,1,1
ncih2170_antibiotics_ps_16,NCI-H2170,237,236,1,1
ncih2170_antibiotics_ps_17,NCI-H2170,200,197,3,3
ncih2170_antibiotics_ps_18,NCI-H2170,133,132,1,1
ncih2170_antibiotics_ps_19,NCI-H2170,201,201,0,0
ncih2170_antibiotics_ps_20,NCI-H2170,69,69,0,0
ncih2170_antibiotics_ps_21,NCI-H2170,70,70,0,0
ncih2170_antibiotics_ps_22,NCI-H2170,95,95,0,0
ncih2170_antibiotics_ps_23,NCI-H2170,115,115,0,0
ncih2170_antibiotics_ps_24,NCI-H2170,133,133,0,0
ncih2170_antibiotics_ps_25,NCI-H2170,284,284,0,0
ncih2170_antibiotics_ps_26,NCI-H2170,174,174,0,0
ncih2170_antibiotics_ps_27,NCI-H2170,232,232,0,0
ncih2170_antibiotics_ps_28,NCI-H2170,121,121,0,0
ncih2170_antibiotics_ps_29_a,NCI-H2170,93,93,0,0
ncih2170_antibiotics_ps_29_b,NCI-H2170,52,52,0,0
ncih2170_antibiotics_ps_3,NCI-H2170,157,157,0,0
ncih2170_antibiotics_ps_30,NCI-H2170,95,95,0,0
ncih2170_antibiotics_ps_31,NCI-H2170,305,305,0,0
ncih2170_antibiotics_ps_32,NCI-H2170,67,67,0,0
ncih2170_antibiotics_ps_33,NCI-H2170,141,141,0,0
ncih2170_antibiotics_ps_34_a,NCI-H2170,71,71,0,0
ncih2170_antibiotics_ps_34_b,NCI-H2170,98,76,22,22
ncih2170_antibiotics_ps_34_c,NCI-H2170,156,153,3,3
ncih2170_antibiotics_ps_35,NCI-H2170,96,96,0,0
ncih2170_antibiotics_ps_36,NCI-H2170,143,142,1,1
ncih2170_antibiotics_ps_37,NCI-H2170,81,81,0,0
ncih2170_antibiotics_ps_38,NCI-H2170,362,354,8,8
ncih2170_antibiotics_ps_39,NCI-H2170,132,131,1,1
ncih2170_antibiotics_ps_4,NCI-H2170,149,148,1,1
ncih2170_antibiotics_ps_40,NCI-H2170,75,75,0,0
ncih2170_antibiotics_ps_41,NCI-H2170,150,150,0,0
ncih2170_antibiotics_ps_42,NCI-H2170,96,96,0,0
ncih2170_antibiotics_ps_43,NCI-H2170,68,63,5,5
ncih2170_antibiotics_ps_44,NCI-H2170,845,829,16,16
ncih2170_antibiotics_ps_45,NCI-H2170,92,90,2,2
ncih2170_antibiotics_ps_46,NCI-H2170,211,211,0,0
ncih2170_antibiotics_ps_47,NCI-H2170,221,220,1,1
ncih2170_antibiotics_ps_48,NCI-H2170,76,76,0,0
ncih2170_antibiotics_ps_49,NCI-H2170,111,109,2,2
ncih2170_antibiotics_ps_5,NCI-H2170,239,235,4,4
ncih2170_antibiotics_ps_50,NCI-H2170,148,147,1,1
ncih2170_antibiotics_ps_54,NCI-H2170,125,125,0,0
ncih2170_antibiotics_ps_55,NCI-H2170,213,212,1,1
ncih2170_antibiotics_ps_56_a,NCI-H2170,233,233,0,0
ncih2170_antibiotics_ps_56_b,NCI-H2170,454,434,20,20
ncih2170_antibiotics_ps_57,NCI-H2170,70,70,0,0
ncih2170_antibiotics_ps_58,NCI-H2170,212,212,0,0
ncih2170_antibiotics_ps_59,NCI-H2170,167,167,0,0
ncih2170_antibiotics_ps_6,NCI-H2170,157,147,10,10
ncih2170_antibiotics_ps_61,NCI-H2170,246,246,0,0
ncih2170_antibiotics_ps_62,NCI-H2170,458,458,0,0
ncih2170_antibiotics_ps_63,NCI-H2170,868,862,6,6
ncih2170_antibiotics_ps_64,NCI-H2170,285,281,4,4
ncih2170_antibiotics_ps_65,NCI-H2170,131,131,0,0
ncih2170_antibiotics_ps_67,NCI-H2170,154,153,1,1
ncih2170_antibiotics_ps_68,NCI-H2170,210,210,0,0
ncih2170_antibiotics_ps_69,NCI-H2170,192,190,2,2
ncih2170_antibiotics_ps_7,NCI-H2170,191,191,0,0
ncih2170_antibiotics_ps_70,NCI-H2170,148,148,0,0
ncih2170_antibiotics_ps_71,NCI-H2170,103,93,10,10
ncih2170_antibiotics_ps_72,NCI-H2170,139,139,0,0
ncih2170_antibiotics_ps_73,NCI-H2170,370,370,0,0
ncih2170_antibiotics_ps_74,NCI-H2170,303,286,17,17
ncih2170_antibiotics_ps_75,NCI-H2170,88,88,0,0
ncih2170_antibiotics_ps_76,NCI-H2170,209,209,0,0
ncih2170_antibiotics_ps_77,NCI-H2170,287,264,23,23
ncih2170_antibiotics_ps_78,NCI-H2170,167,164,3,3
ncih2170_antibiotics_ps_79,NCI-H2170,543,505,38,38
ncih2170_antibiotics_ps_8,NCI-H2170,69,69,0,0
ncih2170_antibiotics_ps_80,NCI-H2170,287,286,1,1
ncih2170_antibiotics_ps_81,NCI-H2170,467,462,5,5
ncih2170_antibiotics_ps_82,NCI-H2170,125,125,0,0
ncih2170_antibiotics_ps_83,NCI-H2170,126,126,0,0
ncih2170_antibiotics_ps_84,NCI-H2170,124,124,0,0
ncih2170_antibiotics_ps_85,NCI-H2170,181,181,0,0
ncih2170_antibiotics_ps_86,NCI-H2170,119,119,0,0
ncih2170_antibiotics_ps_87,NCI-H2170,152,150,2,2
ncih2170_antibiotics_ps_88,NCI-H2170,431,425,6,6
ncih2170_antibiotics_ps_89,NCI-H2170,117,117,0,0
ncih2170_antibiotics_ps_9,NCI-H2170,251,243,8,8
ncih2170_antibiotics_ps_90,NCI-H2170,159,159,0,0
ncih2170_antibiotics_ps_91,NCI-H2170,132,132,0,0
ncih2170_antibiotics_ps_92,NCI-H2170,208,203,5,5
ncih2170_antibiotics_ps_93,NCI-H2170,553,550,3,3
ncih2170_antibiotics_ps_94,NCI-H2170,148,147,1,1
ncih2170_antibiotics_ps_95,NCI-H2170,353,350,3,3
ncih2170_antibiotics_ps_96,NCI-H2170,355,354,1,1
ncih2170_antibiotics_ps_97,NCI-H2170,136,136,0,0
ncih2170_antibiotics_ps_98_a,NCI-H2170,98,98,0,0
ncih2170_antibiotics_ps_98_b,NCI-H2170,302,229,73,73
ncih2170_antibiotics_ps_99,NCI-H2170,83,83,0,0
ncih2170_antibiotics_ps_g_100,NCI-H2170,274,274,0,0
ncih2170_antibiotics_ps_g_101,NCI-H2170,93,93,0,0
ncih2170_antibiotics_ps_g_102,NCI-H2170,217,217,0,0
ncih2170_antibiotics_ps_g_103,NCI-H2170,804,801,3,3
ncih2170_antibiotics_ps_g_104,NCI-H2170,92,92,0,0
ncih2170_antibiotics_ps_g_105,NCI-H2170,154,151,3,3
ncih2170_antibiotics_ps_g_106,NCI-H2170,246,246,0,0
ncih2170_antibiotics_ps_g_107_a,NCI-H2170,103,103,0,0
ncih2170_antibiotics_ps_g_107_b,NCI-H2170,130,128,2,2
ncih2170_antibiotics_ps_g_108,NCI-H2170,83,83,0,0
ncih2170_antibiotics_ps_g_109,NCI-H2170,231,231,0,0
ncih2170_antibiotics_ps_g_110,NCI-H2170,66,66,0,0
ncih2170_antibiotics_ps_g_111,NCI-H2170,152,152,0,0
ncih2170_antibiotics_ps_g_112,NCI-H2170,184,184,0,0
ncih2170_antibiotics_ps_g_113,NCI-H2170,79,79,0,0
ncih2170_antibiotics_ps_g_114,NCI-H2170,206,202,4,4
ncih2170_antibiotics_ps_g_115,NCI-H2170,296,296,0,0
ncih2170_antibiotics_ps_g_116,NCI-H2170,108,107,1,1
ncih2170_antibiotics_ps_g_36,NCI-H2170,933,912,21,21
ncih2170_antibiotics_ps_g_37,NCI-H2170,283,283,0,0
ncih2170_antibiotics_ps_g_38,NCI-H2170,225,223,2,2
ncih2170_antibiotics_ps_g_39,NCI-H2170,58,58,0,0
ncih2170_antibiotics_ps_g_40,NCI-H2170,98,98,0,0
ncih2170_antibiotics_ps_g_41,NCI-H2170,77,77,0,0
ncih2170_antibiotics_ps_g_42,NCI-H2170,246,245,1,1
ncih2170_antibiotics_ps_g_43,NCI-H2170,496,491,5,5
ncih2170_antibiotics_ps_g_44_a,NCI-H2170,52,52,0,0
ncih2170_antibiotics_ps_g_44_b,NCI-H2170,213,212,1,1
ncih2170_antibiotics_ps_g_45,NCI-H2170,94,94,0,0
ncih2170_antibiotics_ps_g_46,NCI-H2170,149,148,1,1
ncih2170_antibiotics_ps_g_47,NCI-H2170,513,506,7,7
ncih2170_antibiotics_ps_g_48,NCI-H2170,363,362,1,1
ncih2170_antibiotics_ps_g_49,NCI-H2170,449,446,3,3
ncih2170_antibiotics_ps_g_50,NCI-H2170,285,285,0,0
ncih2170_antibiotics_ps_g_51,NCI-H2170,86,86,0,0
ncih2170_antibiotics_ps_g_52,NCI-H2170,329,329,0,0
ncih2170_antibiotics_ps_g_53,NCI-H2170,204,204,0,0
ncih2170_antibiotics_ps_g_54,NCI-H2170,182,182,0,0
ncih2170_antibiotics_ps_g_55,NCI-H2170,375,375,0,0
ncih2170_antibiotics_ps_g_56,NCI-H2170,174,174,0,0
ncih2170_antibiotics_ps_g_57,NCI-H2170,105,105,0,0
ncih2170_antibiotics_ps_g_58,NCI-H2170,143,143,0,0
ncih2170_antibiotics_ps_g_59,NCI-H2170,262,260,2,2
ncih2170_antibiotics_ps_g_60,NCI-H2170,76,76,0,0
ncih2170_antibiotics_ps_g_61,NCI-H2170,181,181,0,0
ncih2170_antibiotics_ps_g_62,NCI-H2170,244,244,0,0
ncih2170_antibiotics_ps_g_63,NCI-H2170,78,78,0,0
ncih2170_antibiotics_ps_g_64,NCI-H2170,352,340,12,12
ncih2170_antibiotics_ps_g_65,NCI-H2170,193,192,1,1
ncih2170_antibiotics_ps_g_66,NCI-H2170,79,79,0,0
ncih2170_antibiotics_ps_g_67,NCI-H2170,90,90,0,0
ncih2170_antibiotics_ps_g_68,NCI-H2170,78,78,0,0
ncih2170_antibiotics_ps_g_69,NCI-H2170,46,46,0,0
ncih2170_antibiotics_ps_g_70,NCI-H2170,206,206,0,0
ncih2170_antibiotics_ps_g_71,NCI-H2170,157,157,0,0
ncih2170_antibiotics_ps_g_72,NCI-H2170,138,138,0,0
ncih2170_antibiotics_ps_g_73,NCI-H2170,93,93,0,0
ncih2170_antibiotics_ps_g_74,NCI-H2170,213,213,0,0
ncih2170_antibiotics_ps_g_75,NCI-H2170,180,180,0,0
ncih2170_antibiotics_ps_g_76,NCI-H2170,90,90,0,0
ncih2170_antibiotics_ps_g_77,NCI-H2170,112,112,0,0
ncih2170_antibiotics_ps_g_78,NCI-H2170,304,293,11,11
ncih2170_antibiotics_ps_g_79,NCI-H2170,354,345,9,9
ncih2170_antibiotics_ps_g_80,NCI-H2170,148,148,0,0
ncih2170_antibiotics_ps_g_81,NCI-H2170,150,150,0,0
ncih2170_antibiotics_ps_g_82,NCI-H2170,353,350,3,3
ncih2170_antibiotics_ps_g_83,NCI-H2170,867,862,5,5
ncih2170_antibiotics_ps_g_84,NCI-H2170,129,129,0,0
ncih2170_antibiotics_ps_g_85,NCI-H2170,289,289,0,0
ncih2170_antibiotics_ps_g_86,NCI-H2170,85,85,0,0
ncih2170_antibiotics_ps_g_87,NCI-H2170,175,175,0,0
ncih2170_antibiotics_ps_g_88_a,NCI-H2170,117,115,2,2
ncih2170_antibiotics_ps_g_88_b,NCI-H2170,123,121,2,2
ncih2170_antibiotics_ps_g_89,NCI-H2170,103,103,0,0
ncih2170_antibiotics_ps_g_90,NCI-H2170,127,127,0,0
ncih2170_antibiotics_ps_g_91,NCI-H2170,570,560,10,10
ncih2170_antibiotics_ps_g_92,NCI-H2170,145,145,0,0
ncih2170_antibiotics_ps_g_93,NCI-H2170,317,300,17,17
ncih2170_antibiotics_ps_g_94,NCI-H2170,235,235,0,0
ncih2170_antibiotics_ps_g_95,NCI-H2170,180,180,0,0
ncih2170_antibiotics_ps_g_96,NCI-H2170,522,521,1,1
ncih2170_antibiotics_ps_g_97,NCI-H2170,252,252,0,0
ncih2170_antibiotics_ps_g_98,NCI-H2170,167,167,0,0
ncih2170_antibiotics_ps_g_99,NCI-H2170,871,867,4,4
ncih2170_cart_72h_blank_ctrl_1,NCI-H2170,317,316,1,1
ncih2170_cart_72h_blank_ctrl_10,NCI-H2170,155,154,1,1
ncih2170_cart_72h_blank_ctrl_100,NCI-H2170,109,109,0,0
ncih2170_cart_72h_blank_ctrl_11,NCI-H2170,279,276,3,3
ncih2170_cart_72h_blank_ctrl_12,NCI-H2170,157,153,4,4
ncih2170_cart_72h_blank_ctrl_13,NCI-H2170,110,102,8,8
ncih2170_cart_72h_blank_ctrl_14,NCI-H2170,151,148,3,3
ncih2170_cart_72h_blank_ctrl_15,NCI-H2170,285,281,4,4
ncih2170_cart_72h_blank_ctrl_16,NCI-H2170,198,186,12,12
ncih2170_cart_72h_blank_ctrl_17,NCI-H2170,141,139,2,2
ncih2170_cart_72h_blank_ctrl_19,NCI-H2170,211,210,1,1
ncih2170_cart_72h_blank_ctrl_2,NCI-H2170,61,61,0,0
ncih2170_cart_72h_blank_ctrl_20,NCI-H2170,220,220,0,0
ncih2170_cart_72h_blank_ctrl_21,NCI-H2170,327,325,2,2
ncih2170_cart_72h_blank_ctrl_22,NCI-H2170,117,116,1,1
ncih2170_cart_72h_blank_ctrl_23,NCI-H2170,271,271,0,0
ncih2170_cart_72h_blank_ctrl_24,NCI-H2170,148,136,12,12
ncih2170_cart_72h_blank_ctrl_25,NCI-H2170,113,113,0,0
ncih2170_cart_72h_blank_ctrl_26,NCI-H2170,166,162,4,4
ncih2170_cart_72h_blank_ctrl_27,NCI-H2170,123,121,2,2
ncih2170_cart_72h_blank_ctrl_28,NCI-H2170,200,191,9,9
ncih2170_cart_72h_blank_ctrl_29,NCI-H2170,211,209,2,2
ncih2170_cart_72h_blank_ctrl_3,NCI-H2170,125,125,0,0
ncih2170_cart_72h_blank_ctrl_30,NCI-H2170,419,406,13,13
ncih2170_cart_72h_blank_ctrl_31,NCI-H2170,103,103,0,0
ncih2170_cart_72h_blank_ctrl_32,NCI-H2170,118,99,19,19
ncih2170_cart_72h_blank_ctrl_33,NCI-H2170,83,80,3,3
ncih2170_cart_72h_blank_ctrl_34,NCI-H2170,92,88,4,4
ncih2170_cart_72h_blank_ctrl_35,NCI-H2170,173,168,5,5
ncih2170_cart_72h_blank_ctrl_36,NCI-H2170,86,86,0,0
ncih2170_cart_72h_blank_ctrl_37,NCI-H2170,50,50,0,0
ncih2170_cart_72h_blank_ctrl_38,NCI-H2170,161,156,5,5
ncih2170_cart_72h_blank_ctrl_39,NCI-H2170,197,189,8,8
ncih2170_cart_72h_blank_ctrl_4,NCI-H2170,374,372,2,2
ncih2170_cart_72h_blank_ctrl_40,NCI-H2170,106,94,12,12
ncih2170_cart_72h_blank_ctrl_41,NCI-H2170,387,340,47,47
ncih2170_cart_72h_blank_ctrl_42,NCI-H2170,256,246,10,10
ncih2170_cart_72h_blank_ctrl_43,NCI-H2170,153,150,3,3
ncih2170_cart_72h_blank_ctrl_44,NCI-H2170,93,91,2,2
ncih2170_cart_72h_blank_ctrl_45,NCI-H2170,266,250,16,16
ncih2170_cart_72h_blank_ctrl_46,NCI-H2170,143,137,6,6
ncih2170_cart_72h_blank_ctrl_47,NCI-H2170,50,50,0,0
ncih2170_cart_72h_blank_ctrl_48,NCI-H2170,178,168,10,10
ncih2170_cart_72h_blank_ctrl_49,NCI-H2170,234,218,16,16
ncih2170_cart_72h_blank_ctrl_5,NCI-H2170,94,94,0,0
ncih2170_cart_72h_blank_ctrl_50,NCI-H2170,176,149,27,27
ncih2170_cart_72h_blank_ctrl_51,NCI-H2170,48,48,0,0
ncih2170_cart_72h_blank_ctrl_52,NCI-H2170,248,246,2,2
ncih2170_cart_72h_blank_ctrl_53,NCI-H2170,56,56,0,0
ncih2170_cart_72h_blank_ctrl_54,NCI-H2170,81,78,3,3
ncih2170_cart_72h_blank_ctrl_55,NCI-H2170,56,56,0,0
ncih2170_cart_72h_blank_ctrl_56,NCI-H2170,132,132,0,0
ncih2170_cart_72h_blank_ctrl_57,NCI-H2170,77,75,2,2
ncih2170_cart_72h_blank_ctrl_58,NCI-H2170,37,37,0,0
ncih2170_cart_72h_blank_ctrl_59,NCI-H2170,55,55,0,0
ncih2170_cart_72h_blank_ctrl_6,NCI-H2170,332,332,0,0
ncih2170_cart_72h_blank_ctrl_60,NCI-H2170,75,75,0,0
ncih2170_cart_72h_blank_ctrl_61,NCI-H2170,47,47,0,0
ncih2170_cart_72h_blank_ctrl_62,NCI-H2170,186,184,2,2
ncih2170_cart_72h_blank_ctrl_63,NCI-H2170,178,178,0,0
ncih2170_cart_72h_blank_ctrl_64,NCI-H2170,47,47,0,0
ncih2170_cart_72h_blank_ctrl_65,NCI-H2170,176,176,0,0
ncih2170_cart_72h_blank_ctrl_66,NCI-H2170,44,44,0,0
ncih2170_cart_72h_blank_ctrl_67,NCI-H2170,103,103,0,0
ncih2170_cart_72h_blank_ctrl_68,NCI-H2170,132,132,0,0
ncih2170_cart_72h_blank_ctrl_7,NCI-H2170,196,196,0,0
ncih2170_cart_72h_blank_ctrl_70,NCI-H2170,92,92,0,0
ncih2170_cart_72h_blank_ctrl_71,NCI-H2170,133,133,0,0
ncih2170_cart_72h_blank_ctrl_72,NCI-H2170,71,69,2,2
ncih2170_cart_72h_blank_ctrl_73,NCI-H2170,173,173,0,0
ncih2170_cart_72h_blank_ctrl_74,NCI-H2170,43,43,0,0
ncih2170_cart_72h_blank_ctrl_75,NCI-H2170,87,86,1,1
ncih2170_cart_72h_blank_ctrl_76,NCI-H2170,160,160,0,0
ncih2170_cart_72h_blank_ctrl_77,NCI-H2170,87,87,0,0
ncih2170_cart_72h_blank_ctrl_78,NCI-H2170,43,43,0,0
ncih2170_cart_72h_blank_ctrl_79,NCI-H2170,43,43,0,0
ncih2170_cart_72h_blank_ctrl_8,NCI-H2170,136,132,4,4
ncih2170_cart_72h_blank_ctrl_80,NCI-H2170,76,76,0,0
ncih2170_cart_72h_blank_ctrl_81,NCI-H2170,104,104,0,0
ncih2170_cart_72h_blank_ctrl_82,NCI-H2170,105,105,0,0
ncih2170_cart_72h_blank_ctrl_83,NCI-H2170,35,35,0,0
ncih2170_cart_72h_blank_ctrl_84,NCI-H2170,208,204,4,4
ncih2170_cart_72h_blank_ctrl_85,NCI-H2170,180,180,0,0
ncih2170_cart_72h_blank_ctrl_86,NCI-H2170,189,189,0,0
ncih2170_cart_72h_blank_ctrl_87,NCI-H2170,127,126,1,1
ncih2170_cart_72h_blank_ctrl_88,NCI-H2170,35,35,0,0
ncih2170_cart_72h_blank_ctrl_89,NCI-H2170,238,238,0,0
ncih2170_cart_72h_blank_ctrl_9,NCI-H2170,157,157,0,0
ncih2170_cart_72h_blank_ctrl_90,NCI-H2170,63,63,0,0
ncih2170_cart_72h_blank_ctrl_92,NCI-H2170,176,176,0,0
ncih2170_cart_72h_blank_ctrl_93,NCI-H2170,222,222,0,0
ncih2170_cart_72h_blank_ctrl_94,NCI-H2170,133,133,0,0
ncih2170_cart_72h_blank_ctrl_95,NCI-H2170,17,17,0,0
ncih2170_cart_72h_blank_ctrl_96,NCI-H2170,89,89,0,0
ncih2170_cart_72h_blank_ctrl_97,NCI-H2170,18,18,0,0
ncih2170_cart_72h_blank_ctrl_98,NCI-H2170,258,257,1,1
ncih2170_cart_72h_blank_ctrl_99,NCI-H2170,51,51,0,0
ncih2170_cart_72h_cart_1,NCI-H2170,75,75,0,0
ncih2170_cart_72h_cart_10,NCI-H2170,41,41,0,0
ncih2170_cart_72h_cart_100,NCI-H2170,671,664,7,7
ncih2170_cart_72h_cart_11,NCI-H2170,280,280,0,0
ncih2170_cart_72h_cart_12,NCI-H2170,50,50,0,0
ncih2170_cart_72h_cart_13,NCI-H2170,14,14,0,0
ncih2170_cart_72h_cart_14,NCI-H2170,43,43,0,0
ncih2170_cart_72h_cart_16,NCI-H2170,16,16,0,0
ncih2170_cart_72h_cart_17,NCI-H2170,44,44,0,0
ncih2170_cart_72h_cart_18,NCI-H2170,22,22,0,0
ncih2170_cart_72h_cart_19,NCI-H2170,48,48,0,0
ncih2170_cart_72h_cart_2,NCI-H2170,345,345,0,0
ncih2170_cart_72h_cart_20,NCI-H2170,53,53,0,0
ncih2170_cart_72h_cart_21,NCI-H2170,71,71,0,0
ncih2170_cart_72h_cart_22,NCI-H2170,15,15,0,0
ncih2170_cart_72h_cart_23,NCI-H2170,154,154,0,0
ncih2170_cart_72h_cart_24,NCI-H2170,101,100,1,1
ncih2170_cart_72h_cart_25,NCI-H2170,30,30,0,0
ncih2170_cart_72h_cart_26,NCI-H2170,57,57,0,0
ncih2170_cart_72h_cart_27,NCI-H2170,71,71,0,0
ncih2170_cart_72h_cart_28,NCI-H2170,182,182,0,0
ncih2170_cart_72h_cart_29,NCI-H2170,55,55,0,0
ncih2170_cart_72h_cart_3,NCI-H2170,58,58,0,0
ncih2170_cart_72h_cart_30,NCI-H2170,99,99,0,0
ncih2170_cart_72h_cart_31,NCI-H2170,119,119,0,0
ncih2170_cart_72h_cart_32,NCI-H2170,75,74,1,1
ncih2170_cart_72h_cart_33,NCI-H2170,117,117,0,0
ncih2170_cart_72h_cart_34,NCI-H2170,143,142,1,1
ncih2170_cart_72h_cart_35,NCI-H2170,92,92,0,0
ncih2170_cart_72h_cart_36,NCI-H2170,71,71,0,0
ncih2170_cart_72h_cart_37,NCI-H2170,168,168,0,0
ncih2170_cart_72h_cart_38,NCI-H2170,46,46,0,0
ncih2170_cart_72h_cart_39,NCI-H2170,41,41,0,0
ncih2170_cart_72h_cart_4,NCI-H2170,44,41,3,3
ncih2170_cart_72h_cart_40,NCI-H2170,22,22,0,0
ncih2170_cart_72h_cart_42,NCI-H2170,34,34,0,0
ncih2170_cart_72h_cart_43,NCI-H2170,134,134,0,0
ncih2170_cart_72h_cart_44,NCI-H2170,149,147,2,2
ncih2170_cart_72h_cart_45,NCI-H2170,281,281,0,0
ncih2170_cart_72h_cart_46,NCI-H2170,123,121,2,2
ncih2170_cart_72h_cart_47,NCI-H2170,81,81,0,0
ncih2170_cart_72h_cart_48,NCI-H2170,91,91,0,0
ncih2170_cart_72h_cart_49,NCI-H2170,18,18,0,0
ncih2170_cart_72h_cart_5,NCI-H2170,27,27,0,0
ncih2170_cart_72h_cart_50,NCI-H2170,102,100,2,2
ncih2170_cart_72h_cart_52,NCI-H2170,71,71,0,0
ncih2170_cart_72h_cart_53,NCI-H2170,84,84,0,0
ncih2170_cart_72h_cart_54,NCI-H2170,110,110,0,0
ncih2170_cart_72h_cart_55,NCI-H2170,61,61,0,0
ncih2170_cart_72h_cart_56,NCI-H2170,226,221,5,5
ncih2170_cart_72h_cart_57,NCI-H2170,99,99,0,0
ncih2170_cart_72h_cart_58,NCI-H2170,145,145,0,0
ncih2170_cart_72h_cart_59,NCI-H2170,213,213,0,0
ncih2170_cart_72h_cart_6,NCI-H2170,136,135,1,1
ncih2170_cart_72h_cart_60,NCI-H2170,30,30,0,0
ncih2170_cart_72h_cart_61,NCI-H2170,9,9,0,0
ncih2170_cart_72h_cart_62,NCI-H2170,94,93,1,1
ncih2170_cart_72h_cart_63,NCI-H2170,85,85,0,0
ncih2170_cart_72h_cart_64,NCI-H2170,78,78,0,0
ncih2170_cart_72h_cart_65,NCI-H2170,42,42,0,0
ncih2170_cart_72h_cart_68,NCI-H2170,102,102,0,0
ncih2170_cart_72h_cart_69,NCI-H2170,52,52,0,0
ncih2170_cart_72h_cart_7,NCI-H2170,44,44,0,0
ncih2170_cart_72h_cart_70,NCI-H2170,31,31,0,0
ncih2170_cart_72h_cart_71,NCI-H2170,29,29,0,0
ncih2170_cart_72h_cart_72,NCI-H2170,79,79,0,0
ncih2170_cart_72h_cart_73,NCI-H2170,73,73,0,0
ncih2170_cart_72h_cart_74,NCI-H2170,67,67,0,0
ncih2170_cart_72h_cart_75,NCI-H2170,257,253,4,4
ncih2170_cart_72h_cart_76,NCI-H2170,134,134,0,0
ncih2170_cart_72h_cart_77,NCI-H2170,75,75,0,0
ncih2170_cart_72h_cart_78,NCI-H2170,112,112,0,0
ncih2170_cart_72h_cart_79,NCI-H2170,126,126,0,0
ncih2170_cart_72h_cart_8,NCI-H2170,88,87,1,1
ncih2170_cart_72h_cart_80,NCI-H2170,245,244,1,1
ncih2170_cart_72h_cart_81,NCI-H2170,58,58,0,0
ncih2170_cart_72h_cart_82,NCI-H2170,69,69,0,0
ncih2170_cart_72h_cart_83,NCI-H2170,102,102,0,0
ncih2170_cart_72h_cart_84,NCI-H2170,84,84,0,0
ncih2170_cart_72h_cart_85,NCI-H2170,91,89,2,2
ncih2170_cart_72h_cart_87,NCI-H2170,239,237,2,2
ncih2170_cart_72h_cart_88,NCI-H2170,112,111,1,1
ncih2170_cart_72h_cart_89,NCI-H2170,511,497,14,14
ncih2170_cart_72h_cart_9,NCI-H2170,58,58,0,0
ncih2170_cart_72h_cart_90,NCI-H2170,187,175,12,12
ncih2170_cart_72h_cart_91,NCI-H2170,390,382,8,8
ncih2170_cart_72h_cart_93,NCI-H2170,188,184,4,4
ncih2170_cart_72h_cart_94,NCI-H2170,704,670,34,34
ncih2170_cart_72h_cart_95,NCI-H2170,325,318,7,7
ncih2170_cart_72h_cart_96,NCI-H2170,105,105,0,0
ncih2170_cart_72h_cart_97,NCI-H2170,183,181,2,2
ncih2170_cart_72h_cart_99,NCI-H2170,184,179,5,5
ncih2170_cart_72h_nt_ctrl_1,NCI-H2170,46,46,0,0
ncih2170_cart_72h_nt_ctrl_10,NCI-H2170,76,76,0,0
ncih2170_cart_72h_nt_ctrl_100,NCI-H2170,143,143,0,0
ncih2170_cart_72h_nt_ctrl_11,NCI-H2170,214,214,0,0
ncih2170_cart_72h_nt_ctrl_12,NCI-H2170,209,209,0,0
ncih2170_cart_72h_nt_ctrl_13,NCI-H2170,78,78,0,0
ncih2170_cart_72h_nt_ctrl_14,NCI-H2170,76,76,0,0
ncih2170_cart_72h_nt_ctrl_15,NCI-H2170,146,146,0,0
ncih2170_cart_72h_nt_ctrl_16,NCI-H2170,74,74,0,0
ncih2170_cart_72h_nt_ctrl_17,NCI-H2170,188,188,0,0
ncih2170_cart_72h_nt_ctrl_18,NCI-H2170,102,102,0,0
ncih2170_cart_72h_nt_ctrl_19,NCI-H2170,33,33,0,0
ncih2170_cart_72h_nt_ctrl_2,NCI-H2170,51,51,0,0
ncih2170_cart_72h_nt_ctrl_20,NCI-H2170,126,126,0,0
ncih2170_cart_72h_nt_ctrl_21,NCI-H2170,186,186,0,0
ncih2170_cart_72h_nt_ctrl_22,NCI-H2170,42,42,0,0
ncih2170_cart_72h_nt_ctrl_24,NCI-H2170,35,35,0,0
ncih2170_cart_72h_nt_ctrl_25,NCI-H2170,169,169,0,0
ncih2170_cart_72h_nt_ctrl_26,NCI-H2170,130,130,0,0
