unique_id,cell_line,gt_mask_relpath,coord_file_relpath,ecDNA_gt,coord_count_npy,count_delta,count_source
ncih2170_ctrl_1_24,NCI-H2170,gt_image/ncih2170_ctrl_1_24.tif,gt_coords/ncih2170_ctrl_1_24.npy,355,356,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_25,NCI-H2170,gt_image/ncih2170_ctrl_1_25.tif,gt_coords/ncih2170_ctrl_1_25.npy,441,452,11,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_26,NCI-H2170,gt_image/ncih2170_ctrl_1_26.tif,gt_coords/ncih2170_ctrl_1_26.npy,318,319,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_27,NCI-H2170,gt_image/ncih2170_ctrl_1_27.tif,gt_coords/ncih2170_ctrl_1_27.npy,504,505,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_28,NCI-H2170,gt_image/ncih2170_ctrl_1_28.tif,gt_coords/ncih2170_ctrl_1_28.npy,232,232,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_29,NCI-H2170,gt_image/ncih2170_ctrl_1_29.tif,gt_coords/ncih2170_ctrl_1_29.npy,226,228,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_3,NCI-H2170,gt_image/ncih2170_ctrl_1_3.tif,gt_coords/ncih2170_ctrl_1_3.npy,318,319,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_30,NCI-H2170,gt_image/ncih2170_ctrl_1_30.tif,gt_coords/ncih2170_ctrl_1_30.npy,229,230,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_31,NCI-H2170,gt_image/ncih2170_ctrl_1_31.tif,gt_coords/ncih2170_ctrl_1_31.npy,396,399,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_32,NCI-H2170,gt_image/ncih2170_ctrl_1_32.tif,gt_coords/ncih2170_ctrl_1_32.npy,169,178,9,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_33,NCI-H2170,gt_image/ncih2170_ctrl_1_33.tif,gt_coords/ncih2170_ctrl_1_33.npy,431,434,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_34,NCI-H2170,gt_image/ncih2170_ctrl_1_34.tif,gt_coords/ncih2170_ctrl_1_34.npy,321,321,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_35,NCI-H2170,gt_image/ncih2170_ctrl_1_35.tif,gt_coords/ncih2170_ctrl_1_35.npy,234,239,5,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_36,NCI-H2170,gt_image/ncih2170_ctrl_1_36.tif,gt_coords/ncih2170_ctrl_1_36.npy,378,388,10,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_37,NCI-H2170,gt_image/ncih2170_ctrl_1_37.tif,gt_coords/ncih2170_ctrl_1_37.npy,223,231,8,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_38,NCI-H2170,gt_image/ncih2170_ctrl_1_38.tif,gt_coords/ncih2170_ctrl_1_38.npy,451,456,5,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_39,NCI-H2170,gt_image/ncih2170_ctrl_1_39.tif,gt_coords/ncih2170_ctrl_1_39.npy,194,194,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_41,NCI-H2170,gt_image/ncih2170_ctrl_1_41.tif,gt_coords/ncih2170_ctrl_1_41.npy,489,493,4,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_44,NCI-H2170,gt_image/ncih2170_ctrl_1_44.tif,gt_coords/ncih2170_ctrl_1_44.npy,178,192,14,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_45,NCI-H2170,gt_image/ncih2170_ctrl_1_45.tif,gt_coords/ncih2170_ctrl_1_45.npy,141,144,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_46,NCI-H2170,gt_image/ncih2170_ctrl_1_46.tif,gt_coords/ncih2170_ctrl_1_46.npy,603,606,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_5,NCI-H2170,gt_image/ncih2170_ctrl_1_5.tif,gt_coords/ncih2170_ctrl_1_5.npy,363,363,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_50,NCI-H2170,gt_image/ncih2170_ctrl_1_50.tif,gt_coords/ncih2170_ctrl_1_50.npy,243,247,4,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_51,NCI-H2170,gt_image/ncih2170_ctrl_1_51.tif,gt_coords/ncih2170_ctrl_1_51.npy,280,281,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_52,NCI-H2170,gt_image/ncih2170_ctrl_1_52.tif,gt_coords/ncih2170_ctrl_1_52.npy,459,468,9,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_53,NCI-H2170,gt_image/ncih2170_ctrl_1_53.tif,gt_coords/ncih2170_ctrl_1_53.npy,613,613,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_54,NCI-H2170,gt_image/ncih2170_ctrl_1_54.tif,gt_coords/ncih2170_ctrl_1_54.npy,235,241,6,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_55,NCI-H2170,gt_image/ncih2170_ctrl_1_55.tif,gt_coords/ncih2170_ctrl_1_55.npy,589,595,6,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_58,NCI-H2170,gt_image/ncih2170_ctrl_1_58.tif,gt_coords/ncih2170_ctrl_1_58.npy,179,179,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_60,NCI-H2170,gt_image/ncih2170_ctrl_1_60.tif,gt_coords/ncih2170_ctrl_1_60.npy,567,568,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_61,NCI-H2170,gt_image/ncih2170_ctrl_1_61.tif,gt_coords/ncih2170_ctrl_1_61.npy,251,259,8,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_62,NCI-H2170,gt_image/ncih2170_ctrl_1_62.tif,gt_coords/ncih2170_ctrl_1_62.npy,478,481,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_63,NCI-H2170,gt_image/ncih2170_ctrl_1_63.tif,gt_coords/ncih2170_ctrl_1_63.npy,92,92,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_65,NCI-H2170,gt_image/ncih2170_ctrl_1_65.tif,gt_coords/ncih2170_ctrl_1_65.npy,230,236,6,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_66,NCI-H2170,gt_image/ncih2170_ctrl_1_66.tif,gt_coords/ncih2170_ctrl_1_66.npy,283,299,16,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_68,NCI-H2170,gt_image/ncih2170_ctrl_1_68.tif,gt_coords/ncih2170_ctrl_1_68.npy,226,229,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_70,NCI-H2170,gt_image/ncih2170_ctrl_1_70.tif,gt_coords/ncih2170_ctrl_1_70.npy,115,115,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_82,NCI-H2170,gt_image/ncih2170_ctrl_1_82.tif,gt_coords/ncih2170_ctrl_1_82.npy,404,404,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_86,NCI-H2170,gt_image/ncih2170_ctrl_1_86.tif,gt_coords/ncih2170_ctrl_1_86.npy,359,360,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_88,NCI-H2170,gt_image/ncih2170_ctrl_1_88.tif,gt_coords/ncih2170_ctrl_1_88.npy,341,350,9,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_89,NCI-H2170,gt_image/ncih2170_ctrl_1_89.tif,gt_coords/ncih2170_ctrl_1_89.npy,832,845,13,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_9,NCI-H2170,gt_image/ncih2170_ctrl_1_9.tif,gt_coords/ncih2170_ctrl_1_9.npy,482,496,14,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_90,NCI-H2170,gt_image/ncih2170_ctrl_1_90.tif,gt_coords/ncih2170_ctrl_1_90.npy,87,87,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_91,NCI-H2170,gt_image/ncih2170_ctrl_1_91.tif,gt_coords/ncih2170_ctrl_1_91.npy,671,692,21,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_92,NCI-H2170,gt_image/ncih2170_ctrl_1_92.tif,gt_coords/ncih2170_ctrl_1_92.npy,298,302,4,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_94,NCI-H2170,gt_image/ncih2170_ctrl_1_94.tif,gt_coords/ncih2170_ctrl_1_94.npy,299,300,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_95,NCI-H2170,gt_image/ncih2170_ctrl_1_95.tif,gt_coords/ncih2170_ctrl_1_95.npy,215,218,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_96,NCI-H2170,gt_image/ncih2170_ctrl_1_96.tif,gt_coords/ncih2170_ctrl_1_96.npy,525,528,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_97,NCI-H2170,gt_image/ncih2170_ctrl_1_97.tif,gt_coords/ncih2170_ctrl_1_97.npy,248,253,5,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_98,NCI-H2170,gt_image/ncih2170_ctrl_1_98.tif,gt_coords/ncih2170_ctrl_1_98.npy,119,121,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_99,NCI-H2170,gt_image/ncih2170_ctrl_1_99.tif,gt_coords/ncih2170_ctrl_1_99.npy,221,221,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_101,NCI-H2170,gt_image/ncih2170_ctrl_2_101.tif,gt_coords/ncih2170_ctrl_2_101.npy,152,156,4,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_102,NCI-H2170,gt_image/ncih2170_ctrl_2_102.tif,gt_coords/ncih2170_ctrl_2_102.npy,257,257,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_103,NCI-H2170,gt_image/ncih2170_ctrl_2_103.tif,gt_coords/ncih2170_ctrl_2_103.npy,107,107,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_104,NCI-H2170,gt_image/ncih2170_ctrl_2_104.tif,gt_coords/ncih2170_ctrl_2_104.npy,275,277,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_105,NCI-H2170,gt_image/ncih2170_ctrl_2_105.tif,gt_coords/ncih2170_ctrl_2_105.npy,184,186,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_106,NCI-H2170,gt_image/ncih2170_ctrl_2_106.tif,gt_coords/ncih2170_ctrl_2_106.npy,909,925,16,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_107,NCI-H2170,gt_image/ncih2170_ctrl_2_107.tif,gt_coords/ncih2170_ctrl_2_107.npy,116,118,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_109,NCI-H2170,gt_image/ncih2170_ctrl_2_109.tif,gt_coords/ncih2170_ctrl_2_109.npy,457,459,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_110,NCI-H2170,gt_image/ncih2170_ctrl_2_110.tif,gt_coords/ncih2170_ctrl_2_110.npy,526,528,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_111,NCI-H2170,gt_image/ncih2170_ctrl_2_111.tif,gt_coords/ncih2170_ctrl_2_111.npy,166,169,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_112,NCI-H2170,gt_image/ncih2170_ctrl_2_112.tif,gt_coords/ncih2170_ctrl_2_112.npy,217,217,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_114,NCI-H2170,gt_image/ncih2170_ctrl_2_114.tif,gt_coords/ncih2170_ctrl_2_114.npy,503,508,5,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_115,NCI-H2170,gt_image/ncih2170_ctrl_2_115.tif,gt_coords/ncih2170_ctrl_2_115.npy,371,378,7,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_116,NCI-H2170,gt_image/ncih2170_ctrl_2_116.tif,gt_coords/ncih2170_ctrl_2_116.npy,94,97,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_117,NCI-H2170,gt_image/ncih2170_ctrl_2_117.tif,gt_coords/ncih2170_ctrl_2_117.npy,172,172,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_118,NCI-H2170,gt_image/ncih2170_ctrl_2_118.tif,gt_coords/ncih2170_ctrl_2_118.npy,523,525,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_119,NCI-H2170,gt_image/ncih2170_ctrl_2_119.tif,gt_coords/ncih2170_ctrl_2_119.npy,282,285,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_121,NCI-H2170,gt_image/ncih2170_ctrl_2_121.tif,gt_coords/ncih2170_ctrl_2_121.npy,418,418,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_122,NCI-H2170,gt_image/ncih2170_ctrl_2_122.tif,gt_coords/ncih2170_ctrl_2_122.npy,194,194,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_123,NCI-H2170,gt_image/ncih2170_ctrl_2_123.tif,gt_coords/ncih2170_ctrl_2_123.npy,430,434,4,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_124,NCI-H2170,gt_image/ncih2170_ctrl_2_124.tif,gt_coords/ncih2170_ctrl_2_124.npy,163,163,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_125,NCI-H2170,gt_image/ncih2170_ctrl_2_125.tif,gt_coords/ncih2170_ctrl_2_125.npy,413,415,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_126,NCI-H2170,gt_image/ncih2170_ctrl_2_126.tif,gt_coords/ncih2170_ctrl_2_126.npy,196,196,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_127,NCI-H2170,gt_image/ncih2170_ctrl_2_127.tif,gt_coords/ncih2170_ctrl_2_127.npy,378,380,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_128,NCI-H2170,gt_image/ncih2170_ctrl_2_128.tif,gt_coords/ncih2170_ctrl_2_128.npy,197,197,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_129,NCI-H2170,gt_image/ncih2170_ctrl_2_129.tif,gt_coords/ncih2170_ctrl_2_129.npy,220,220,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_130,NCI-H2170,gt_image/ncih2170_ctrl_2_130.tif,gt_coords/ncih2170_ctrl_2_130.npy,228,229,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_131,NCI-H2170,gt_image/ncih2170_ctrl_2_131.tif,gt_coords/ncih2170_ctrl_2_131.npy,322,324,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_132,NCI-H2170,gt_image/ncih2170_ctrl_2_132.tif,gt_coords/ncih2170_ctrl_2_132.npy,274,275,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_133,NCI-H2170,gt_image/ncih2170_ctrl_2_133.tif,gt_coords/ncih2170_ctrl_2_133.npy,557,563,6,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_134,NCI-H2170,gt_image/ncih2170_ctrl_2_134.tif,gt_coords/ncih2170_ctrl_2_134.npy,390,392,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_135,NCI-H2170,gt_image/ncih2170_ctrl_2_135.tif,gt_coords/ncih2170_ctrl_2_135.npy,88,88,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_136,NCI-H2170,gt_image/ncih2170_ctrl_2_136.tif,gt_coords/ncih2170_ctrl_2_136.npy,314,322,8,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_137,NCI-H2170,gt_image/ncih2170_ctrl_2_137.tif,gt_coords/ncih2170_ctrl_2_137.npy,208,211,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_138,NCI-H2170,gt_image/ncih2170_ctrl_2_138.tif,gt_coords/ncih2170_ctrl_2_138.npy,279,286,7,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_139,NCI-H2170,gt_image/ncih2170_ctrl_2_139.tif,gt_coords/ncih2170_ctrl_2_139.npy,246,246,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_140,NCI-H2170,gt_image/ncih2170_ctrl_2_140.tif,gt_coords/ncih2170_ctrl_2_140.npy,154,154,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_141,NCI-H2170,gt_image/ncih2170_ctrl_2_141.tif,gt_coords/ncih2170_ctrl_2_141.npy,114,115,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_142,NCI-H2170,gt_image/ncih2170_ctrl_2_142.tif,gt_coords/ncih2170_ctrl_2_142.npy,406,407,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_143,NCI-H2170,gt_image/ncih2170_ctrl_2_143.tif,gt_coords/ncih2170_ctrl_2_143.npy,191,192,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_21,NCI-H2170,gt_image/ncih2170_ctrl_2_21.tif,gt_coords/ncih2170_ctrl_2_21.npy,302,302,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_22,NCI-H2170,gt_image/ncih2170_ctrl_2_22.tif,gt_coords/ncih2170_ctrl_2_22.npy,438,442,4,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_22_a,NCI-H2170,gt_image/ncih2170_ctrl_2_22_a.tif,gt_coords/ncih2170_ctrl_2_22_a.npy,111,114,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_22_b,NCI-H2170,gt_image/ncih2170_ctrl_2_22_b.tif,gt_coords/ncih2170_ctrl_2_22_b.npy,218,220,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_23,NCI-H2170,gt_image/ncih2170_ctrl_2_23.tif,gt_coords/ncih2170_ctrl_2_23.npy,405,408,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_23_a,NCI-H2170,gt_image/ncih2170_ctrl_2_23_a.tif,gt_coords/ncih2170_ctrl_2_23_a.npy,79,109,30,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_24,NCI-H2170,gt_image/ncih2170_ctrl_2_24.tif,gt_coords/ncih2170_ctrl_2_24.npy,642,643,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_25,NCI-H2170,gt_image/ncih2170_ctrl_2_25.tif,gt_coords/ncih2170_ctrl_2_25.npy,148,148,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_26,NCI-H2170,gt_image/ncih2170_ctrl_2_26.tif,gt_coords/ncih2170_ctrl_2_26.npy,493,505,12,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_27,NCI-H2170,gt_image/ncih2170_ctrl_2_27.tif,gt_coords/ncih2170_ctrl_2_27.npy,520,539,19,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_28,NCI-H2170,gt_image/ncih2170_ctrl_2_28.tif,gt_coords/ncih2170_ctrl_2_28.npy,259,259,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_29,NCI-H2170,gt_image/ncih2170_ctrl_2_29.tif,gt_coords/ncih2170_ctrl_2_29.npy,170,172,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_30,NCI-H2170,gt_image/ncih2170_ctrl_2_30.tif,gt_coords/ncih2170_ctrl_2_30.npy,572,581,9,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_31,NCI-H2170,gt_image/ncih2170_ctrl_2_31.tif,gt_coords/ncih2170_ctrl_2_31.npy,89,89,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_32,NCI-H2170,gt_image/ncih2170_ctrl_2_32.tif,gt_coords/ncih2170_ctrl_2_32.npy,301,301,0,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_35,NCI-H2170,gt_image/ncih2170_ctrl_2_35.tif,gt_coords/ncih2170_ctrl_2_35.npy,604,644,40,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_40,NCI-H2170,gt_image/ncih2170_ctrl_2_40.tif,gt_coords/ncih2170_ctrl_2_40.npy,297,299,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_41,NCI-H2170,gt_image/ncih2170_ctrl_2_41.tif,gt_coords/ncih2170_ctrl_2_41.npy,742,751,9,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_92,NCI-H2170,gt_image/ncih2170_ctrl_2_92.tif,gt_coords/ncih2170_ctrl_2_92.npy,436,439,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_93,NCI-H2170,gt_image/ncih2170_ctrl_2_93.tif,gt_coords/ncih2170_ctrl_2_93.npy,287,288,1,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_94,NCI-H2170,gt_image/ncih2170_ctrl_2_94.tif,gt_coords/ncih2170_ctrl_2_94.npy,146,148,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_95,NCI-H2170,gt_image/ncih2170_ctrl_2_95.tif,gt_coords/ncih2170_ctrl_2_95.npy,461,464,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_96,NCI-H2170,gt_image/ncih2170_ctrl_2_96.tif,gt_coords/ncih2170_ctrl_2_96.npy,96,99,3,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_97,NCI-H2170,gt_image/ncih2170_ctrl_2_97.tif,gt_coords/ncih2170_ctrl_2_97.npy,334,336,2,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_98,NCI-H2170,gt_image/ncih2170_ctrl_2_98.tif,gt_coords/ncih2170_ctrl_2_98.npy,303,329,26,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_99,NCI-H2170,gt_image/ncih2170_ctrl_2_99.tif,gt_coords/ncih2170_ctrl_2_99.npy,290,292,2,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_1,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_1.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_1.npy,198,198,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_10,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_10.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_10.npy,138,138,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_11,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_11.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_11.npy,101,101,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_12,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_12.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_12.npy,150,150,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_13,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_13.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_13.npy,375,377,2,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_14,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_14.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_14.npy,206,206,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_15,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_15.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_15.npy,119,119,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_16,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_16.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_16.npy,130,130,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_17,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_17.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_17.npy,210,211,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_18,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_18.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_18.npy,46,46,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_19,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_19.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_19.npy,96,99,3,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_2,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_2.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_2.npy,86,88,2,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_20,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_20.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_20.npy,87,87,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_3,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_3.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_3.npy,116,116,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_4,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_4.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_4.npy,77,77,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_5,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_5.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_5.npy,152,152,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_6,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_6.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_6.npy,332,335,3,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_7,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_7.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_7.npy,62,62,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_8,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_8.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_8.npy,228,229,1,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_9,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_9.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_9.npy,94,94,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_low_her2_1,NCI-H2170,gt_image/ncih2170_facs_fish_0223_low_her2_1.tif,gt_coords/ncih2170_facs_fish_0223_low_her2_1.npy,46,46,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_low_her2_10,NCI-H2170,gt_image/ncih2170_facs_fish_0223_low_her2_10.tif,gt_coords/ncih2170_facs_fish_0223_low_her2_10.npy,24,24,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_low_her2_11,NCI-H2170,gt_image/ncih2170_facs_fish_0223_low_her2_11.tif,gt_coords/ncih2170_facs_fish_0223_low_her2_11.npy,54,54,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_low_her2_12,NCI-H2170,gt_image/ncih2170_facs_fish_0223_low_her2_12.tif,gt_coords/ncih2170_facs_fish_0223_low_her2_12.npy,77,77,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_low_her2_13,NCI-H2170,gt_image/ncih2170_facs_fish_0223_low_her2_13.tif,gt_coords/ncih2170_facs_fish_0223_low_her2_13.npy,38,38,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_low_her2_14,NCI-H2170,gt_image/ncih2170_facs_fish_0223_low_her2_14.tif,gt_coords/ncih2170_facs_fish_0223_low_her2_14.npy,61,61,0,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_low_her2_15,NCI-H2170,gt_image/ncih2170_facs_fish_0223_low_her2_15.tif,gt_coords/ncih2170_facs_fish_0223_low_her2_15.npy,52,52,0,gt_mask_cc_conn8_min3
