unique_id,cell_line,split,ecDNA_gt,coord_count_npy,count_source
ncih2170_cart_72h_nt_ctrl_26,NCI-H2170,train,130,130,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_28,NCI-H2170,train,162,162,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_39,NCI-H2170,train,53,53,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_4,NCI-H2170,train,77,77,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_41,NCI-H2170,train,142,142,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_43,NCI-H2170,train,142,142,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_44,NCI-H2170,train,75,75,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_45,NCI-H2170,train,188,188,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_47,NCI-H2170,train,157,157,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_48,NCI-H2170,train,60,60,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_52,NCI-H2170,train,136,138,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_54,NCI-H2170,train,245,251,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_55,NCI-H2170,train,216,220,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_56,NCI-H2170,train,246,248,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_58,NCI-H2170,train,211,224,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_6,NCI-H2170,train,51,51,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_65,NCI-H2170,train,74,74,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_66,NCI-H2170,train,291,294,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_67,NCI-H2170,train,87,87,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_74,NCI-H2170,train,348,357,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_75,NCI-H2170,train,99,101,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_77,NCI-H2170,train,159,162,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_81,NCI-H2170,train,478,555,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_87,NCI-H2170,train,231,236,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_88,NCI-H2170,train,534,538,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_9,NCI-H2170,train,84,84,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_91,NCI-H2170,train,113,115,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_94,NCI-H2170,train,226,239,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_99,NCI-H2170,train,66,66,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_24,NCI-H2170,train,355,356,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_25,NCI-H2170,train,441,452,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_27,NCI-H2170,train,504,505,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_29,NCI-H2170,train,226,228,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_33,NCI-H2170,train,431,434,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_37,NCI-H2170,train,223,231,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_39,NCI-H2170,train,194,194,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_41,NCI-H2170,train,489,493,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_44,NCI-H2170,train,178,192,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_50,NCI-H2170,train,243,247,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_51,NCI-H2170,train,280,281,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_53,NCI-H2170,train,613,613,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_55,NCI-H2170,train,589,595,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_65,NCI-H2170,train,230,236,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_66,NCI-H2170,train,283,299,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_68,NCI-H2170,train,226,229,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_82,NCI-H2170,train,404,404,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_86,NCI-H2170,train,359,360,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_89,NCI-H2170,train,832,845,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_95,NCI-H2170,train,215,218,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_98,NCI-H2170,train,119,121,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_99,NCI-H2170,train,221,221,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_102,NCI-H2170,train,257,257,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_103,NCI-H2170,train,107,107,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_106,NCI-H2170,train,909,925,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_107,NCI-H2170,train,116,118,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_112,NCI-H2170,train,217,217,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_114,NCI-H2170,train,503,508,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_115,NCI-H2170,train,371,378,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_116,NCI-H2170,train,94,97,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_117,NCI-H2170,train,172,172,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_118,NCI-H2170,train,523,525,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_119,NCI-H2170,train,282,285,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_121,NCI-H2170,train,418,418,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_122,NCI-H2170,train,194,194,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_124,NCI-H2170,train,163,163,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_125,NCI-H2170,train,413,415,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_127,NCI-H2170,train,378,380,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_129,NCI-H2170,train,220,220,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_130,NCI-H2170,train,228,229,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_134,NCI-H2170,train,390,392,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_136,NCI-H2170,train,314,322,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_141,NCI-H2170,train,114,115,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_22,NCI-H2170,train,438,442,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_28,NCI-H2170,train,259,259,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_29,NCI-H2170,train,170,172,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_30,NCI-H2170,train,572,581,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_35,NCI-H2170,train,604,644,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_40,NCI-H2170,train,297,299,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_41,NCI-H2170,train,742,751,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_92,NCI-H2170,train,436,439,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_93,NCI-H2170,train,287,288,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_94,NCI-H2170,train,146,148,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_99,NCI-H2170,train,290,292,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_10,NCI-H2170,train,138,138,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_11,NCI-H2170,train,101,101,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_16,NCI-H2170,train,130,130,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_18,NCI-H2170,train,46,46,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_2,NCI-H2170,train,86,88,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_3,NCI-H2170,train,116,116,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_4,NCI-H2170,train,77,77,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_5,NCI-H2170,train,152,152,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_6,NCI-H2170,train,332,335,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_8,NCI-H2170,train,228,229,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_9,NCI-H2170,train,94,94,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_low_her2_10,NCI-H2170,train,24,24,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_low_her2_9,NCI-H2170,train,24,24,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_high_her2_21,NCI-H2170,train,115,117,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_high_her2_23,NCI-H2170,train,187,187,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_high_her2_24,NCI-H2170,train,174,174,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_high_her2_25,NCI-H2170,train,97,97,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_101,NCI-H2170,train,104,105,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_104,NCI-H2170,train,61,61,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_105,NCI-H2170,train,62,62,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_109,NCI-H2170,train,109,109,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_111,NCI-H2170,train,107,107,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_118,NCI-H2170,train,43,43,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_16,NCI-H2170,train,61,61,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_18,NCI-H2170,train,99,100,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_20,NCI-H2170,train,213,213,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_22,NCI-H2170,train,64,64,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_3,NCI-H2170,train,128,128,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_30,NCI-H2170,train,96,96,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_31_b,NCI-H2170,train,197,197,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_35,NCI-H2170,train,211,211,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_37,NCI-H2170,train,60,60,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_4,NCI-H2170,train,117,117,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_44,NCI-H2170,train,115,115,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_46,NCI-H2170,train,167,167,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_48,NCI-H2170,train,99,99,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_59,NCI-H2170,train,170,170,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_66,NCI-H2170,train,41,41,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_68,NCI-H2170,train,103,103,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_7,NCI-H2170,train,84,84,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_71,NCI-H2170,train,135,135,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_72,NCI-H2170,train,142,142,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_74,NCI-H2170,train,97,97,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_75,NCI-H2170,train,111,111,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_76,NCI-H2170,train,204,204,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_9,NCI-H2170,train,143,143,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_95,NCI-H2170,train,26,26,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_97,NCI-H2170,train,114,114,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_98,NCI-H2170,train,125,125,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_10,NCI-H2170,train,597,599,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_102,NCI-H2170,train,276,277,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_103,NCI-H2170,train,199,199,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_104,NCI-H2170,train,676,678,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_109,NCI-H2170,train,292,293,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_113,NCI-H2170,train,843,848,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_114,NCI-H2170,train,329,331,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_116,NCI-H2170,train,395,395,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_12,NCI-H2170,train,211,211,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_120,NCI-H2170,train,250,250,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_121,NCI-H2170,train,344,381,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_122,NCI-H2170,train,245,245,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_123,NCI-H2170,train,325,325,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_124,NCI-H2170,train,165,165,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_13,NCI-H2170,train,299,299,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_18,NCI-H2170,train,611,612,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_24,NCI-H2170,train,184,193,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_27,NCI-H2170,train,319,321,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_28,NCI-H2170,train,232,232,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_3,NCI-H2170,train,460,460,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_30,NCI-H2170,train,376,376,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_36,NCI-H2170,train,236,237,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_4,NCI-H2170,train,396,397,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_40,NCI-H2170,train,517,552,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_41,NCI-H2170,train,265,265,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_42,NCI-H2170,train,323,323,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_54,NCI-H2170,train,120,120,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_55,NCI-H2170,train,223,224,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_56,NCI-H2170,train,252,254,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_64,NCI-H2170,train,260,262,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_7,NCI-H2170,train,495,495,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_82,NCI-H2170,train,498,498,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_83,NCI-H2170,train,307,308,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_84,NCI-H2170,train,258,259,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_86,NCI-H2170,train,164,164,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_87,NCI-H2170,train,249,261,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_9,NCI-H2170,train,262,262,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_92,NCI-H2170,train,147,148,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_96,NCI-H2170,train,497,502,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_98,NCI-H2170,train,226,228,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_10,NCI-H2170,train,206,207,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_103,NCI-H2170,train,207,207,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_106,NCI-H2170,train,71,71,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_108,NCI-H2170,train,53,53,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_112,NCI-H2170,train,98,98,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_118,NCI-H2170,train,93,94,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_124,NCI-H2170,train,152,153,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_125,NCI-H2170,train,73,75,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_126,NCI-H2170,train,124,124,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_13,NCI-H2170,train,82,82,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_15,NCI-H2170,train,132,132,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_20,NCI-H2170,train,183,183,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_21,NCI-H2170,train,260,260,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_25,NCI-H2170,train,54,54,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_3,NCI-H2170,train,124,124,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_32,NCI-H2170,train,78,78,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_34,NCI-H2170,train,72,72,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_38,NCI-H2170,train,86,86,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_39,NCI-H2170,train,100,100,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_40,NCI-H2170,train,97,97,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_42,NCI-H2170,train,122,122,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_43,NCI-H2170,train,71,71,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_44,NCI-H2170,train,162,162,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_51,NCI-H2170,train,106,106,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_53,NCI-H2170,train,105,105,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_54,NCI-H2170,train,106,106,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_57,NCI-H2170,train,236,237,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_6,NCI-H2170,train,66,66,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_62,NCI-H2170,train,53,53,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_68,NCI-H2170,train,32,32,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_70,NCI-H2170,train,115,119,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_75,NCI-H2170,train,43,43,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_83,NCI-H2170,train,78,79,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_87,NCI-H2170,train,64,66,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_88,NCI-H2170,train,46,46,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_89,NCI-H2170,train,79,79,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_92,NCI-H2170,train,130,130,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_93,NCI-H2170,train,39,41,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_94,NCI-H2170,train,93,95,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_98,NCI-H2170,train,121,123,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_1,NCI-H2170,train,94,94,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_12,NCI-H2170,train,173,173,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_14,NCI-H2170,train,179,179,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_16,NCI-H2170,train,85,85,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_17,NCI-H2170,train,513,535,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_18,NCI-H2170,train,255,255,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_19,NCI-H2170,train,123,123,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_2,NCI-H2170,train,520,520,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_21,NCI-H2170,train,250,250,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_24,NCI-H2170,train,64,64,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_8,NCI-H2170,train,193,193,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_11,NCI-H2170,train,34,34,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_18,NCI-H2170,train,292,296,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_21,NCI-H2170,train,407,408,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_22,NCI-H2170,train,88,88,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_25,NCI-H2170,train,138,138,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_31,NCI-H2170,train,78,84,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_32,NCI-H2170,train,288,290,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_33,NCI-H2170,train,168,168,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_36,NCI-H2170,train,67,67,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_37,NCI-H2170,train,239,241,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_4,NCI-H2170,train,536,538,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_40,NCI-H2170,train,65,65,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_41,NCI-H2170,train,292,293,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_43,NCI-H2170,train,98,98,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_48,NCI-H2170,train,274,278,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_52,NCI-H2170,train,226,226,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_54,NCI-H2170,train,116,116,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_55,NCI-H2170,train,262,262,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_57,NCI-H2170,train,284,301,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_59,NCI-H2170,train,277,284,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_64,NCI-H2170,train,333,335,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_65,NCI-H2170,train,139,139,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_66,NCI-H2170,train,58,58,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_68,NCI-H2170,train,266,266,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_72,NCI-H2170,train,259,261,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_74,NCI-H2170,train,73,73,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_75,NCI-H2170,train,205,205,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_76,NCI-H2170,train,291,291,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_77,NCI-H2170,train,199,202,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_79,NCI-H2170,train,27,27,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_85,NCI-H2170,train,249,249,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_87,NCI-H2170,train,190,190,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_9,NCI-H2170,train,87,87,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_99,NCI-H2170,train,203,205,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_1,NCI-H2170,train,83,83,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_101,NCI-H2170,train,99,100,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_104,NCI-H2170,train,74,75,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_106,NCI-H2170,train,239,246,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_111,NCI-H2170,train,128,130,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_112,NCI-H2170,train,308,319,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_113,NCI-H2170,train,200,203,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_114,NCI-H2170,train,250,253,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_115,NCI-H2170,train,180,187,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_117,NCI-H2170,train,135,137,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_118,NCI-H2170,train,105,108,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_119,NCI-H2170,train,177,178,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_120,NCI-H2170,train,143,154,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_2,NCI-H2170,train,783,791,gt_mask_cc_conn8_min3
