unique_id,cell_line,gt_mask_relpath,coord_file_relpath
ncih2170_cart_72h_nt_ctrl_71,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_71.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_71.npy
ncih2170_cart_72h_nt_ctrl_72,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_72.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_72.npy
ncih2170_cart_72h_nt_ctrl_73,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_73.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_73.npy
ncih2170_cart_72h_nt_ctrl_74,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_74.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_74.npy
ncih2170_cart_72h_nt_ctrl_75,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_75.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_75.npy
ncih2170_cart_72h_nt_ctrl_76,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_76.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_76.npy
ncih2170_cart_72h_nt_ctrl_77,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_77.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_77.npy
ncih2170_cart_72h_nt_ctrl_78,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_78.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_78.npy
ncih2170_cart_72h_nt_ctrl_79,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_79.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_79.npy
ncih2170_cart_72h_nt_ctrl_8,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_8.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_8.npy
ncih2170_cart_72h_nt_ctrl_80,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_80.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_80.npy
ncih2170_cart_72h_nt_ctrl_81,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_81.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_81.npy
ncih2170_cart_72h_nt_ctrl_82,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_82.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_82.npy
ncih2170_cart_72h_nt_ctrl_83,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_83.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_83.npy
ncih2170_cart_72h_nt_ctrl_84,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_84.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_84.npy
ncih2170_cart_72h_nt_ctrl_85,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_85.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_85.npy
ncih2170_cart_72h_nt_ctrl_86,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_86.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_86.npy
ncih2170_cart_72h_nt_ctrl_87,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_87.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_87.npy
ncih2170_cart_72h_nt_ctrl_88,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_88.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_88.npy
ncih2170_cart_72h_nt_ctrl_89,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_89.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_89.npy
ncih2170_cart_72h_nt_ctrl_9,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_9.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_9.npy
ncih2170_cart_72h_nt_ctrl_90,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_90.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_90.npy
ncih2170_cart_72h_nt_ctrl_91,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_91.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_91.npy
ncih2170_cart_72h_nt_ctrl_92,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_92.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_92.npy
ncih2170_cart_72h_nt_ctrl_93,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_93.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_93.npy
ncih2170_cart_72h_nt_ctrl_94,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_94.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_94.npy
ncih2170_cart_72h_nt_ctrl_95,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_95.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_95.npy
ncih2170_cart_72h_nt_ctrl_96,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_96.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_96.npy
ncih2170_cart_72h_nt_ctrl_97,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_97.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_97.npy
ncih2170_cart_72h_nt_ctrl_98,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_98.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_98.npy
ncih2170_cart_72h_nt_ctrl_99,NCI-H2170,gt_image/ncih2170_cart_72h_nt_ctrl_99.tif,gt_coords/ncih2170_cart_72h_nt_ctrl_99.npy
ncih2170_ctrl_1_10,NCI-H2170,gt_image/ncih2170_ctrl_1_10.tif,gt_coords/ncih2170_ctrl_1_10.npy
ncih2170_ctrl_1_14,NCI-H2170,gt_image/ncih2170_ctrl_1_14.tif,gt_coords/ncih2170_ctrl_1_14.npy
ncih2170_ctrl_1_15,NCI-H2170,gt_image/ncih2170_ctrl_1_15.tif,gt_coords/ncih2170_ctrl_1_15.npy
ncih2170_ctrl_1_16,NCI-H2170,gt_image/ncih2170_ctrl_1_16.tif,gt_coords/ncih2170_ctrl_1_16.npy
ncih2170_ctrl_1_17,NCI-H2170,gt_image/ncih2170_ctrl_1_17.tif,gt_coords/ncih2170_ctrl_1_17.npy
ncih2170_ctrl_1_18,NCI-H2170,gt_image/ncih2170_ctrl_1_18.tif,gt_coords/ncih2170_ctrl_1_18.npy
ncih2170_ctrl_1_19,NCI-H2170,gt_image/ncih2170_ctrl_1_19.tif,gt_coords/ncih2170_ctrl_1_19.npy
ncih2170_ctrl_1_20,NCI-H2170,gt_image/ncih2170_ctrl_1_20.tif,gt_coords/ncih2170_ctrl_1_20.npy
ncih2170_ctrl_1_21,NCI-H2170,gt_image/ncih2170_ctrl_1_21.tif,gt_coords/ncih2170_ctrl_1_21.npy
ncih2170_ctrl_1_22,NCI-H2170,gt_image/ncih2170_ctrl_1_22.tif,gt_coords/ncih2170_ctrl_1_22.npy
ncih2170_ctrl_1_23,NCI-H2170,gt_image/ncih2170_ctrl_1_23.tif,gt_coords/ncih2170_ctrl_1_23.npy
ncih2170_ctrl_1_24,NCI-H2170,gt_image/ncih2170_ctrl_1_24.tif,gt_coords/ncih2170_ctrl_1_24.npy
ncih2170_ctrl_1_25,NCI-H2170,gt_image/ncih2170_ctrl_1_25.tif,gt_coords/ncih2170_ctrl_1_25.npy
ncih2170_ctrl_1_26,NCI-H2170,gt_image/ncih2170_ctrl_1_26.tif,gt_coords/ncih2170_ctrl_1_26.npy
ncih2170_ctrl_1_27,NCI-H2170,gt_image/ncih2170_ctrl_1_27.tif,gt_coords/ncih2170_ctrl_1_27.npy
ncih2170_ctrl_1_28,NCI-H2170,gt_image/ncih2170_ctrl_1_28.tif,gt_coords/ncih2170_ctrl_1_28.npy
ncih2170_ctrl_1_29,NCI-H2170,gt_image/ncih2170_ctrl_1_29.tif,gt_coords/ncih2170_ctrl_1_29.npy
ncih2170_ctrl_1_3,NCI-H2170,gt_image/ncih2170_ctrl_1_3.tif,gt_coords/ncih2170_ctrl_1_3.npy
ncih2170_ctrl_1_30,NCI-H2170,gt_image/ncih2170_ctrl_1_30.tif,gt_coords/ncih2170_ctrl_1_30.npy
ncih2170_ctrl_1_31,NCI-H2170,gt_image/ncih2170_ctrl_1_31.tif,gt_coords/ncih2170_ctrl_1_31.npy
ncih2170_ctrl_1_32,NCI-H2170,gt_image/ncih2170_ctrl_1_32.tif,gt_coords/ncih2170_ctrl_1_32.npy
ncih2170_ctrl_1_33,NCI-H2170,gt_image/ncih2170_ctrl_1_33.tif,gt_coords/ncih2170_ctrl_1_33.npy
ncih2170_ctrl_1_34,NCI-H2170,gt_image/ncih2170_ctrl_1_34.tif,gt_coords/ncih2170_ctrl_1_34.npy
ncih2170_ctrl_1_35,NCI-H2170,gt_image/ncih2170_ctrl_1_35.tif,gt_coords/ncih2170_ctrl_1_35.npy
ncih2170_ctrl_1_36,NCI-H2170,gt_image/ncih2170_ctrl_1_36.tif,gt_coords/ncih2170_ctrl_1_36.npy
ncih2170_ctrl_1_37,NCI-H2170,gt_image/ncih2170_ctrl_1_37.tif,gt_coords/ncih2170_ctrl_1_37.npy
ncih2170_ctrl_1_38,NCI-H2170,gt_image/ncih2170_ctrl_1_38.tif,gt_coords/ncih2170_ctrl_1_38.npy
ncih2170_ctrl_1_39,NCI-H2170,gt_image/ncih2170_ctrl_1_39.tif,gt_coords/ncih2170_ctrl_1_39.npy
ncih2170_ctrl_1_41,NCI-H2170,gt_image/ncih2170_ctrl_1_41.tif,gt_coords/ncih2170_ctrl_1_41.npy
ncih2170_ctrl_1_44,NCI-H2170,gt_image/ncih2170_ctrl_1_44.tif,gt_coords/ncih2170_ctrl_1_44.npy
ncih2170_ctrl_1_45,NCI-H2170,gt_image/ncih2170_ctrl_1_45.tif,gt_coords/ncih2170_ctrl_1_45.npy
ncih2170_ctrl_1_46,NCI-H2170,gt_image/ncih2170_ctrl_1_46.tif,gt_coords/ncih2170_ctrl_1_46.npy
ncih2170_ctrl_1_5,NCI-H2170,gt_image/ncih2170_ctrl_1_5.tif,gt_coords/ncih2170_ctrl_1_5.npy
ncih2170_ctrl_1_50,NCI-H2170,gt_image/ncih2170_ctrl_1_50.tif,gt_coords/ncih2170_ctrl_1_50.npy
ncih2170_ctrl_1_51,NCI-H2170,gt_image/ncih2170_ctrl_1_51.tif,gt_coords/ncih2170_ctrl_1_51.npy
ncih2170_ctrl_1_52,NCI-H2170,gt_image/ncih2170_ctrl_1_52.tif,gt_coords/ncih2170_ctrl_1_52.npy
ncih2170_ctrl_1_53,NCI-H2170,gt_image/ncih2170_ctrl_1_53.tif,gt_coords/ncih2170_ctrl_1_53.npy
ncih2170_ctrl_1_54,NCI-H2170,gt_image/ncih2170_ctrl_1_54.tif,gt_coords/ncih2170_ctrl_1_54.npy
ncih2170_ctrl_1_55,NCI-H2170,gt_image/ncih2170_ctrl_1_55.tif,gt_coords/ncih2170_ctrl_1_55.npy
ncih2170_ctrl_1_58,NCI-H2170,gt_image/ncih2170_ctrl_1_58.tif,gt_coords/ncih2170_ctrl_1_58.npy
ncih2170_ctrl_1_60,NCI-H2170,gt_image/ncih2170_ctrl_1_60.tif,gt_coords/ncih2170_ctrl_1_60.npy
ncih2170_ctrl_1_61,NCI-H2170,gt_image/ncih2170_ctrl_1_61.tif,gt_coords/ncih2170_ctrl_1_61.npy
ncih2170_ctrl_1_62,NCI-H2170,gt_image/ncih2170_ctrl_1_62.tif,gt_coords/ncih2170_ctrl_1_62.npy
ncih2170_ctrl_1_63,NCI-H2170,gt_image/ncih2170_ctrl_1_63.tif,gt_coords/ncih2170_ctrl_1_63.npy
ncih2170_ctrl_1_65,NCI-H2170,gt_image/ncih2170_ctrl_1_65.tif,gt_coords/ncih2170_ctrl_1_65.npy
ncih2170_ctrl_1_66,NCI-H2170,gt_image/ncih2170_ctrl_1_66.tif,gt_coords/ncih2170_ctrl_1_66.npy
ncih2170_ctrl_1_68,NCI-H2170,gt_image/ncih2170_ctrl_1_68.tif,gt_coords/ncih2170_ctrl_1_68.npy
ncih2170_ctrl_1_70,NCI-H2170,gt_image/ncih2170_ctrl_1_70.tif,gt_coords/ncih2170_ctrl_1_70.npy
ncih2170_ctrl_1_82,NCI-H2170,gt_image/ncih2170_ctrl_1_82.tif,gt_coords/ncih2170_ctrl_1_82.npy
ncih2170_ctrl_1_86,NCI-H2170,gt_image/ncih2170_ctrl_1_86.tif,gt_coords/ncih2170_ctrl_1_86.npy
ncih2170_ctrl_1_88,NCI-H2170,gt_image/ncih2170_ctrl_1_88.tif,gt_coords/ncih2170_ctrl_1_88.npy
ncih2170_ctrl_1_89,NCI-H2170,gt_image/ncih2170_ctrl_1_89.tif,gt_coords/ncih2170_ctrl_1_89.npy
ncih2170_ctrl_1_9,NCI-H2170,gt_image/ncih2170_ctrl_1_9.tif,gt_coords/ncih2170_ctrl_1_9.npy
ncih2170_ctrl_1_90,NCI-H2170,gt_image/ncih2170_ctrl_1_90.tif,gt_coords/ncih2170_ctrl_1_90.npy
ncih2170_ctrl_1_91,NCI-H2170,gt_image/ncih2170_ctrl_1_91.tif,gt_coords/ncih2170_ctrl_1_91.npy
ncih2170_ctrl_1_92,NCI-H2170,gt_image/ncih2170_ctrl_1_92.tif,gt_coords/ncih2170_ctrl_1_92.npy
ncih2170_ctrl_1_94,NCI-H2170,gt_image/ncih2170_ctrl_1_94.tif,gt_coords/ncih2170_ctrl_1_94.npy
ncih2170_ctrl_1_95,NCI-H2170,gt_image/ncih2170_ctrl_1_95.tif,gt_coords/ncih2170_ctrl_1_95.npy
ncih2170_ctrl_1_96,NCI-H2170,gt_image/ncih2170_ctrl_1_96.tif,gt_coords/ncih2170_ctrl_1_96.npy
ncih2170_ctrl_1_97,NCI-H2170,gt_image/ncih2170_ctrl_1_97.tif,gt_coords/ncih2170_ctrl_1_97.npy
ncih2170_ctrl_1_98,NCI-H2170,gt_image/ncih2170_ctrl_1_98.tif,gt_coords/ncih2170_ctrl_1_98.npy
ncih2170_ctrl_1_99,NCI-H2170,gt_image/ncih2170_ctrl_1_99.tif,gt_coords/ncih2170_ctrl_1_99.npy
ncih2170_ctrl_2_101,NCI-H2170,gt_image/ncih2170_ctrl_2_101.tif,gt_coords/ncih2170_ctrl_2_101.npy
ncih2170_ctrl_2_102,NCI-H2170,gt_image/ncih2170_ctrl_2_102.tif,gt_coords/ncih2170_ctrl_2_102.npy
ncih2170_ctrl_2_103,NCI-H2170,gt_image/ncih2170_ctrl_2_103.tif,gt_coords/ncih2170_ctrl_2_103.npy
ncih2170_ctrl_2_104,NCI-H2170,gt_image/ncih2170_ctrl_2_104.tif,gt_coords/ncih2170_ctrl_2_104.npy
ncih2170_ctrl_2_105,NCI-H2170,gt_image/ncih2170_ctrl_2_105.tif,gt_coords/ncih2170_ctrl_2_105.npy
ncih2170_ctrl_2_106,NCI-H2170,gt_image/ncih2170_ctrl_2_106.tif,gt_coords/ncih2170_ctrl_2_106.npy
ncih2170_ctrl_2_107,NCI-H2170,gt_image/ncih2170_ctrl_2_107.tif,gt_coords/ncih2170_ctrl_2_107.npy
ncih2170_ctrl_2_109,NCI-H2170,gt_image/ncih2170_ctrl_2_109.tif,gt_coords/ncih2170_ctrl_2_109.npy
ncih2170_ctrl_2_110,NCI-H2170,gt_image/ncih2170_ctrl_2_110.tif,gt_coords/ncih2170_ctrl_2_110.npy
ncih2170_ctrl_2_111,NCI-H2170,gt_image/ncih2170_ctrl_2_111.tif,gt_coords/ncih2170_ctrl_2_111.npy
ncih2170_ctrl_2_112,NCI-H2170,gt_image/ncih2170_ctrl_2_112.tif,gt_coords/ncih2170_ctrl_2_112.npy
ncih2170_ctrl_2_114,NCI-H2170,gt_image/ncih2170_ctrl_2_114.tif,gt_coords/ncih2170_ctrl_2_114.npy
ncih2170_ctrl_2_115,NCI-H2170,gt_image/ncih2170_ctrl_2_115.tif,gt_coords/ncih2170_ctrl_2_115.npy
ncih2170_ctrl_2_116,NCI-H2170,gt_image/ncih2170_ctrl_2_116.tif,gt_coords/ncih2170_ctrl_2_116.npy
ncih2170_ctrl_2_117,NCI-H2170,gt_image/ncih2170_ctrl_2_117.tif,gt_coords/ncih2170_ctrl_2_117.npy
ncih2170_ctrl_2_118,NCI-H2170,gt_image/ncih2170_ctrl_2_118.tif,gt_coords/ncih2170_ctrl_2_118.npy
ncih2170_ctrl_2_119,NCI-H2170,gt_image/ncih2170_ctrl_2_119.tif,gt_coords/ncih2170_ctrl_2_119.npy
ncih2170_ctrl_2_121,NCI-H2170,gt_image/ncih2170_ctrl_2_121.tif,gt_coords/ncih2170_ctrl_2_121.npy
ncih2170_ctrl_2_122,NCI-H2170,gt_image/ncih2170_ctrl_2_122.tif,gt_coords/ncih2170_ctrl_2_122.npy
ncih2170_ctrl_2_123,NCI-H2170,gt_image/ncih2170_ctrl_2_123.tif,gt_coords/ncih2170_ctrl_2_123.npy
ncih2170_ctrl_2_124,NCI-H2170,gt_image/ncih2170_ctrl_2_124.tif,gt_coords/ncih2170_ctrl_2_124.npy
ncih2170_ctrl_2_125,NCI-H2170,gt_image/ncih2170_ctrl_2_125.tif,gt_coords/ncih2170_ctrl_2_125.npy
ncih2170_ctrl_2_126,NCI-H2170,gt_image/ncih2170_ctrl_2_126.tif,gt_coords/ncih2170_ctrl_2_126.npy
ncih2170_ctrl_2_127,NCI-H2170,gt_image/ncih2170_ctrl_2_127.tif,gt_coords/ncih2170_ctrl_2_127.npy
ncih2170_ctrl_2_128,NCI-H2170,gt_image/ncih2170_ctrl_2_128.tif,gt_coords/ncih2170_ctrl_2_128.npy
ncih2170_ctrl_2_129,NCI-H2170,gt_image/ncih2170_ctrl_2_129.tif,gt_coords/ncih2170_ctrl_2_129.npy
ncih2170_ctrl_2_130,NCI-H2170,gt_image/ncih2170_ctrl_2_130.tif,gt_coords/ncih2170_ctrl_2_130.npy
ncih2170_ctrl_2_131,NCI-H2170,gt_image/ncih2170_ctrl_2_131.tif,gt_coords/ncih2170_ctrl_2_131.npy
ncih2170_ctrl_2_132,NCI-H2170,gt_image/ncih2170_ctrl_2_132.tif,gt_coords/ncih2170_ctrl_2_132.npy
ncih2170_ctrl_2_133,NCI-H2170,gt_image/ncih2170_ctrl_2_133.tif,gt_coords/ncih2170_ctrl_2_133.npy
ncih2170_ctrl_2_134,NCI-H2170,gt_image/ncih2170_ctrl_2_134.tif,gt_coords/ncih2170_ctrl_2_134.npy
ncih2170_ctrl_2_135,NCI-H2170,gt_image/ncih2170_ctrl_2_135.tif,gt_coords/ncih2170_ctrl_2_135.npy
ncih2170_ctrl_2_136,NCI-H2170,gt_image/ncih2170_ctrl_2_136.tif,gt_coords/ncih2170_ctrl_2_136.npy
ncih2170_ctrl_2_137,NCI-H2170,gt_image/ncih2170_ctrl_2_137.tif,gt_coords/ncih2170_ctrl_2_137.npy
ncih2170_ctrl_2_138,NCI-H2170,gt_image/ncih2170_ctrl_2_138.tif,gt_coords/ncih2170_ctrl_2_138.npy
ncih2170_ctrl_2_139,NCI-H2170,gt_image/ncih2170_ctrl_2_139.tif,gt_coords/ncih2170_ctrl_2_139.npy
ncih2170_ctrl_2_140,NCI-H2170,gt_image/ncih2170_ctrl_2_140.tif,gt_coords/ncih2170_ctrl_2_140.npy
ncih2170_ctrl_2_141,NCI-H2170,gt_image/ncih2170_ctrl_2_141.tif,gt_coords/ncih2170_ctrl_2_141.npy
ncih2170_ctrl_2_142,NCI-H2170,gt_image/ncih2170_ctrl_2_142.tif,gt_coords/ncih2170_ctrl_2_142.npy
ncih2170_ctrl_2_143,NCI-H2170,gt_image/ncih2170_ctrl_2_143.tif,gt_coords/ncih2170_ctrl_2_143.npy
ncih2170_ctrl_2_21,NCI-H2170,gt_image/ncih2170_ctrl_2_21.tif,gt_coords/ncih2170_ctrl_2_21.npy
ncih2170_ctrl_2_22,NCI-H2170,gt_image/ncih2170_ctrl_2_22.tif,gt_coords/ncih2170_ctrl_2_22.npy
ncih2170_ctrl_2_22_a,NCI-H2170,gt_image/ncih2170_ctrl_2_22_a.tif,gt_coords/ncih2170_ctrl_2_22_a.npy
ncih2170_ctrl_2_22_b,NCI-H2170,gt_image/ncih2170_ctrl_2_22_b.tif,gt_coords/ncih2170_ctrl_2_22_b.npy
ncih2170_ctrl_2_23,NCI-H2170,gt_image/ncih2170_ctrl_2_23.tif,gt_coords/ncih2170_ctrl_2_23.npy
ncih2170_ctrl_2_23_a,NCI-H2170,gt_image/ncih2170_ctrl_2_23_a.tif,gt_coords/ncih2170_ctrl_2_23_a.npy
ncih2170_ctrl_2_24,NCI-H2170,gt_image/ncih2170_ctrl_2_24.tif,gt_coords/ncih2170_ctrl_2_24.npy
ncih2170_ctrl_2_25,NCI-H2170,gt_image/ncih2170_ctrl_2_25.tif,gt_coords/ncih2170_ctrl_2_25.npy
ncih2170_ctrl_2_26,NCI-H2170,gt_image/ncih2170_ctrl_2_26.tif,gt_coords/ncih2170_ctrl_2_26.npy
ncih2170_ctrl_2_27,NCI-H2170,gt_image/ncih2170_ctrl_2_27.tif,gt_coords/ncih2170_ctrl_2_27.npy
ncih2170_ctrl_2_28,NCI-H2170,gt_image/ncih2170_ctrl_2_28.tif,gt_coords/ncih2170_ctrl_2_28.npy
ncih2170_ctrl_2_29,NCI-H2170,gt_image/ncih2170_ctrl_2_29.tif,gt_coords/ncih2170_ctrl_2_29.npy
ncih2170_ctrl_2_30,NCI-H2170,gt_image/ncih2170_ctrl_2_30.tif,gt_coords/ncih2170_ctrl_2_30.npy
ncih2170_ctrl_2_31,NCI-H2170,gt_image/ncih2170_ctrl_2_31.tif,gt_coords/ncih2170_ctrl_2_31.npy
ncih2170_ctrl_2_32,NCI-H2170,gt_image/ncih2170_ctrl_2_32.tif,gt_coords/ncih2170_ctrl_2_32.npy
ncih2170_ctrl_2_35,NCI-H2170,gt_image/ncih2170_ctrl_2_35.tif,gt_coords/ncih2170_ctrl_2_35.npy
ncih2170_ctrl_2_40,NCI-H2170,gt_image/ncih2170_ctrl_2_40.tif,gt_coords/ncih2170_ctrl_2_40.npy
ncih2170_ctrl_2_41,NCI-H2170,gt_image/ncih2170_ctrl_2_41.tif,gt_coords/ncih2170_ctrl_2_41.npy
ncih2170_ctrl_2_92,NCI-H2170,gt_image/ncih2170_ctrl_2_92.tif,gt_coords/ncih2170_ctrl_2_92.npy
ncih2170_ctrl_2_93,NCI-H2170,gt_image/ncih2170_ctrl_2_93.tif,gt_coords/ncih2170_ctrl_2_93.npy
ncih2170_ctrl_2_94,NCI-H2170,gt_image/ncih2170_ctrl_2_94.tif,gt_coords/ncih2170_ctrl_2_94.npy
ncih2170_ctrl_2_95,NCI-H2170,gt_image/ncih2170_ctrl_2_95.tif,gt_coords/ncih2170_ctrl_2_95.npy
ncih2170_ctrl_2_96,NCI-H2170,gt_image/ncih2170_ctrl_2_96.tif,gt_coords/ncih2170_ctrl_2_96.npy
ncih2170_ctrl_2_97,NCI-H2170,gt_image/ncih2170_ctrl_2_97.tif,gt_coords/ncih2170_ctrl_2_97.npy
ncih2170_ctrl_2_98,NCI-H2170,gt_image/ncih2170_ctrl_2_98.tif,gt_coords/ncih2170_ctrl_2_98.npy
ncih2170_ctrl_2_99,NCI-H2170,gt_image/ncih2170_ctrl_2_99.tif,gt_coords/ncih2170_ctrl_2_99.npy
ncih2170_facs_fish_0223_high_her2_1,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_1.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_1.npy
ncih2170_facs_fish_0223_high_her2_10,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_10.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_10.npy
ncih2170_facs_fish_0223_high_her2_11,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_11.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_11.npy
ncih2170_facs_fish_0223_high_her2_12,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_12.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_12.npy
ncih2170_facs_fish_0223_high_her2_13,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_13.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_13.npy
ncih2170_facs_fish_0223_high_her2_14,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_14.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_14.npy
ncih2170_facs_fish_0223_high_her2_15,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_15.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_15.npy
ncih2170_facs_fish_0223_high_her2_16,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_16.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_16.npy
ncih2170_facs_fish_0223_high_her2_17,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_17.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_17.npy
ncih2170_facs_fish_0223_high_her2_18,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_18.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_18.npy
ncih2170_facs_fish_0223_high_her2_19,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_19.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_19.npy
ncih2170_facs_fish_0223_high_her2_2,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_2.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_2.npy
ncih2170_facs_fish_0223_high_her2_20,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_20.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_20.npy
ncih2170_facs_fish_0223_high_her2_3,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_3.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_3.npy
ncih2170_facs_fish_0223_high_her2_4,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_4.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_4.npy
ncih2170_facs_fish_0223_high_her2_5,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_5.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_5.npy
ncih2170_facs_fish_0223_high_her2_6,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_6.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_6.npy
ncih2170_facs_fish_0223_high_her2_7,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_7.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_7.npy
ncih2170_facs_fish_0223_high_her2_8,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_8.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_8.npy
ncih2170_facs_fish_0223_high_her2_9,NCI-H2170,gt_image/ncih2170_facs_fish_0223_high_her2_9.tif,gt_coords/ncih2170_facs_fish_0223_high_her2_9.npy
ncih2170_facs_fish_0223_low_her2_1,NCI-H2170,gt_image/ncih2170_facs_fish_0223_low_her2_1.tif,gt_coords/ncih2170_facs_fish_0223_low_her2_1.npy
ncih2170_facs_fish_0223_low_her2_10,NCI-H2170,gt_image/ncih2170_facs_fish_0223_low_her2_10.tif,gt_coords/ncih2170_facs_fish_0223_low_her2_10.npy
ncih2170_facs_fish_0223_low_her2_11,NCI-H2170,gt_image/ncih2170_facs_fish_0223_low_her2_11.tif,gt_coords/ncih2170_facs_fish_0223_low_her2_11.npy
